world,mode,seed,declared_horizon,intervention_cycle,n_f,failed,first_failure_cycle,first_failure_signature,same_failure_returned,same_failure_return_cycle,cycles_until_same_failure_returns,correct_decisions_post_handoff,decision_opportunities_post_handoff,post_handoff_decision_accuracy,policy_violations,final_config_accuracy,final_requirement_accuracy,retained_retry_demand,retained_latency_floor,retained_risk_tolerance,retained_memory_horizon,retained_handoff_depth,retained_token_capacity,packet_bytes,packet_tokens,evidence_reads,accepted_handoffs,rejected_handoffs,undecidable_handoffs
stateful_task,olp_handoff,9138,320,80,160,1,160,required_state_loss,1,176,16,70,241,0.2904564315,0,0.4166666667,0.0,0,0,0,0,0,0,7270,1613,5,1,0,0
stateful_task,continuous_control,9139,320,80,96,1,96,required_state_loss,0,0,0,14,241,0.0580912863,0,0.3333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9139,320,80,80,1,80,configuration_error|required_state_loss,1,192,112,0,241,0.0,11,0.5,0.0,0,0,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9139,320,80,112,1,112,configuration_error|required_state_loss,1,128,16,26,241,0.1078838174,0,0.3333333333,0.0,0,0,0,0,0,0,19885,4365,0,1,0,0
stateful_task,unsigned_minimal_handoff,9139,320,80,160,1,160,required_state_loss,1,176,16,79,241,0.3278008299,0,0.5833333333,0.1666666667,0,0,1,0,0,0,1944,557,0,1,0,0
stateful_task,olp_handoff,9139,320,80,160,1,160,required_state_loss,1,176,16,79,241,0.3278008299,0,0.5833333333,0.1666666667,0,0,1,0,0,0,7272,1599,5,1,0,0
stateful_task,continuous_control,9140,320,80,80,1,80,invariant_failure|required_state_loss,1,112,32,0,241,0.0,0,0.4166666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9140,320,80,80,1,80,configuration_error|required_state_loss,0,0,0,0,241,0.0,11,0.4166666667,0.0,0,0,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9140,320,80,80,1,80,invariant_failure|required_state_loss,1,112,32,0,241,0.0,0,0.4166666667,0.0,0,0,0,0,0,0,19894,4364,0,1,0,0
stateful_task,unsigned_minimal_handoff,9140,320,80,80,1,80,invariant_failure|required_state_loss,1,112,32,0,241,0.0,0,0.4166666667,0.0,0,0,0,0,0,0,2010,577,0,1,0,0
stateful_task,olp_handoff,9140,320,80,80,1,80,invariant_failure|required_state_loss,1,112,32,0,241,0.0,0,0.4166666667,0.0,0,0,0,0,0,0,7338,1686,5,1,0,0
stateful_task,continuous_control,9141,320,80,112,1,112,configuration_error|required_state_loss,1,128,16,27,241,0.112033195,0,0.3333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9141,320,80,80,1,80,configuration_error|required_state_loss,1,208,128,0,241,0.0,11,0.5,0.1666666667,1,0,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9141,320,80,112,1,112,configuration_error|required_state_loss,1,128,16,27,241,0.112033195,0,0.3333333333,0.0,0,0,0,0,0,0,19887,4362,0,1,0,0
stateful_task,unsigned_minimal_handoff,9141,320,80,176,1,176,required_state_loss,0,0,0,85,241,0.3526970954,0,0.3333333333,0.0,0,0,0,0,0,0,1944,557,0,1,0,0
stateful_task,olp_handoff,9141,320,80,176,1,176,required_state_loss,0,0,0,85,241,0.3526970954,0,0.3333333333,0.0,0,0,0,0,0,0,7272,1613,5,1,0,0
stateful_task,continuous_control,9142,320,80,128,1,128,required_state_loss,1,144,16,38,241,0.1576763485,0,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9142,320,80,80,1,80,configuration_error|required_state_loss,1,240,160,0,241,0.0,11,0.1666666667,0.0,0,0,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9142,320,80,128,1,128,required_state_loss,1,144,16,38,241,0.1576763485,0,0.25,0.0,0,0,0,0,0,0,19868,4351,0,1,0,0
stateful_task,unsigned_minimal_handoff,9142,320,80,192,1,192,required_state_loss,1,208,16,110,241,0.4564315353,0,0.3333333333,0.0,0,0,0,0,0,0,1944,553,0,1,0,0
stateful_task,olp_handoff,9142,320,80,192,1,192,required_state_loss,1,208,16,110,241,0.4564315353,0,0.3333333333,0.0,0,0,0,0,0,0,7272,1629,5,1,0,0
stateful_task,continuous_control,9143,320,80,112,1,112,required_state_loss,1,128,16,26,241,0.1078838174,0,0.5833333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9143,320,80,80,1,80,configuration_error|required_state_loss,1,272,192,0,241,0.0,11,0.6666666667,0.1666666667,0,1,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9143,320,80,112,1,112,required_state_loss,1,128,16,26,241,0.1078838174,0,0.5833333333,0.0,0,0,0,0,0,0,19881,4356,0,1,0,0
stateful_task,unsigned_minimal_handoff,9143,320,80,192,1,192,required_state_loss,1,208,16,100,241,0.4149377593,0,0.5833333333,0.1666666667,0,1,0,0,0,0,1946,555,0,1,0,0
stateful_task,olp_handoff,9143,320,80,192,1,192,required_state_loss,1,208,16,100,241,0.4149377593,0,0.5833333333,0.1666666667,0,1,0,0,0,0,7274,1613,5,1,0,0
stateful_task,continuous_control,9144,320,80,96,1,96,required_state_loss,1,128,32,6,241,0.0248962656,0,0.5833333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9144,320,80,80,1,80,configuration_error|required_state_loss,1,272,192,0,241,0.0,11,0.6666666667,0.1666666667,0,1,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9144,320,80,96,1,96,required_state_loss,1,128,32,6,241,0.0248962656,0,0.5833333333,0.0,0,0,0,0,0,0,19873,4352,0,1,0,0
stateful_task,unsigned_minimal_handoff,9144,320,80,101,1,101,invariant_failure,1,195,94,96,241,0.398340249,0,0.75,0.3333333333,1,1,0,0,0,0,1946,557,0,1,0,0
stateful_task,olp_handoff,9144,320,80,101,1,101,invariant_failure,1,195,94,96,241,0.398340249,0,0.75,0.3333333333,1,1,0,0,0,0,7274,1617,5,1,0,0
stateful_task,continuous_control,9145,320,80,96,1,96,required_state_loss,1,112,16,9,241,0.0373443983,0,0.3333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9145,320,80,80,1,80,configuration_error|required_state_loss,1,208,128,0,241,0.0,11,0.3333333333,0.0,0,0,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9145,320,80,96,1,96,required_state_loss,1,112,16,9,241,0.0373443983,0,0.3333333333,0.0,0,0,0,0,0,0,19886,4361,0,1,0,0
stateful_task,unsigned_minimal_handoff,9145,320,80,192,1,192,required_state_loss,1,256,64,103,241,0.4273858921,0,0.3333333333,0.0,0,0,0,0,0,0,1948,557,0,1,0,0
stateful_task,olp_handoff,9145,320,80,192,1,192,required_state_loss,1,256,64,103,241,0.4273858921,0,0.3333333333,0.0,0,0,0,0,0,0,7276,1619,5,1,0,0
stateful_task,continuous_control,9146,320,80,96,1,96,required_state_loss,1,112,16,10,241,0.0414937759,0,0.1666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9146,320,80,80,1,80,configuration_error|required_state_loss,1,256,176,0,241,0.0,11,0.1666666667,0.1666666667,0,1,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9146,320,80,96,1,96,required_state_loss,1,112,16,10,241,0.0414937759,0,0.1666666667,0.0,0,0,0,0,0,0,19870,4361,0,1,0,0
stateful_task,unsigned_minimal_handoff,9146,320,80,155,1,155,invariant_failure,1,263,108,79,241,0.3278008299,0,0.1666666667,0.0,0,0,0,0,0,0,1950,557,0,1,0,0
stateful_task,olp_handoff,9146,320,80,155,1,155,invariant_failure,1,263,108,79,241,0.3278008299,0,0.1666666667,0.0,0,0,0,0,0,0,7278,1612,5,1,0,0
stateful_task,continuous_control,9147,320,80,128,1,128,required_state_loss,1,144,16,37,241,0.153526971,0,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9147,320,80,80,1,80,configuration_error|required_state_loss,1,224,144,0,241,0.0,11,0.25,0.0,0,0,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9147,320,80,128,1,128,required_state_loss,1,144,16,37,241,0.153526971,0,0.25,0.0,0,0,0,0,0,0,19880,4356,0,1,0,0
stateful_task,unsigned_minimal_handoff,9147,320,80,224,1,224,configuration_error|required_state_loss,1,240,16,132,241,0.5477178423,0,0.25,0.0,0,0,0,0,0,0,1946,557,0,1,0,0
stateful_task,olp_handoff,9147,320,80,224,1,224,configuration_error|required_state_loss,1,240,16,132,241,0.5477178423,0,0.25,0.0,0,0,0,0,0,0,7274,1637,5,1,0,0
stateful_task,continuous_control,9148,320,80,128,1,128,required_state_loss,1,144,16,38,241,0.1576763485,0,0.75,0.1666666667,0,0,0,1,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9148,320,80,80,1,80,configuration_error|required_state_loss,1,304,224,0,241,0.0,11,0.8333333333,0.3333333333,0,0,0,1,0,1,45,17,0,1,0,0
stateful_task,full_history_handoff,9148,320,80,128,1,128,required_state_loss,1,144,16,38,241,0.1576763485,0,0.75,0.1666666667,0,0,0,1,0,0,19888,4368,0,1,0,0
stateful_task,unsigned_minimal_handoff,9148,320,80,192,1,192,required_state_loss,1,208,16,103,241,0.4273858921,0,0.6666666667,0.1666666667,0,0,0,0,0,1,1950,559,0,1,0,0
stateful_task,olp_handoff,9148,320,80,192,1,192,required_state_loss,1,208,16,103,241,0.4273858921,0,0.6666666667,0.1666666667,0,0,0,0,0,1,7278,1624,5,1,0,0
stateful_task,continuous_control,9149,320,80,112,1,112,required_state_loss,1,128,16,24,241,0.0995850622,0,0.1666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9149,320,80,80,1,80,configuration_error|required_state_loss,1,224,144,0,241,0.0,11,0.25,0.1666666667,0,0,0,0,0,1,45,17,0,1,0,0
stateful_task,full_history_handoff,9149,320,80,112,1,112,required_state_loss,1,128,16,24,241,0.0995850622,0,0.1666666667,0.0,0,0,0,0,0,0,19874,4358,0,1,0,0
stateful_task,unsigned_minimal_handoff,9149,320,80,160,1,160,required_state_loss,1,192,32,72,241,0.2987551867,0,0.1666666667,0.0,0,0,0,0,0,0,1946,557,0,1,0,0
stateful_task,olp_handoff,9149,320,80,160,1,160,required_state_loss,1,192,32,72,241,0.2987551867,0,0.1666666667,0.0,0,0,0,0,0,0,7274,1653,5,1,0,0
stateful_task,continuous_control,9150,320,80,96,1,96,required_state_loss,0,0,0,14,241,0.0580912863,0,0.3333333333,0.3333333333,0,1,0,0,1,0,0,0,0,0,0,0
stateful_task,empty_reset,9150,320,80,80,1,80,configuration_error|required_state_loss,1,208,128,0,241,0.0,11,0.3333333333,0.0,0,0,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9150,320,80,96,1,96,required_state_loss,0,0,0,14,241,0.0580912863,0,0.3333333333,0.3333333333,0,1,0,0,1,0,19872,4348,0,1,0,0
stateful_task,unsigned_minimal_handoff,9150,320,80,176,1,176,configuration_error|required_state_loss,1,192,16,87,241,0.3609958506,0,0.3333333333,0.0,0,0,0,0,0,0,1942,553,0,1,0,0
stateful_task,olp_handoff,9150,320,80,176,1,176,configuration_error|required_state_loss,1,192,16,87,241,0.3609958506,0,0.3333333333,0.0,0,0,0,0,0,0,7270,1612,5,1,0,0
stateful_task,continuous_control,9151,320,80,80,1,80,required_state_loss,1,96,16,0,241,0.0,0,0.5833333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9151,320,80,80,1,80,configuration_error|required_state_loss,1,256,176,0,241,0.0,11,0.5833333333,0.0,0,0,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9151,320,80,80,1,80,required_state_loss,1,96,16,0,241,0.0,0,0.5833333333,0.0,0,0,0,0,0,0,19910,4367,0,1,0,0
stateful_task,unsigned_minimal_handoff,9151,320,80,80,1,80,required_state_loss,1,96,16,0,241,0.0,0,0.5833333333,0.0,0,0,0,0,0,0,2008,575,0,1,0,0
stateful_task,olp_handoff,9151,320,80,80,1,80,required_state_loss,1,96,16,0,241,0.0,0,0.5833333333,0.0,0,0,0,0,0,0,7336,1631,5,1,0,0
stateful_task,continuous_control,9152,320,80,87,1,87,invariant_failure,1,102,15,24,241,0.0995850622,0,0.3333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9152,320,80,80,1,80,configuration_error|required_state_loss,1,256,176,0,241,0.0,11,0.3333333333,0.0,0,0,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9152,320,80,87,1,87,invariant_failure,1,102,15,24,241,0.0995850622,0,0.3333333333,0.0,0,0,0,0,0,0,19886,4362,0,1,0,0
stateful_task,unsigned_minimal_handoff,9152,320,80,87,1,87,invariant_failure,1,102,15,97,241,0.4024896266,0,0.3333333333,0.0,0,0,0,0,0,0,1952,559,0,1,0,0
stateful_task,olp_handoff,9152,320,80,87,1,87,invariant_failure,1,102,15,97,241,0.4024896266,0,0.3333333333,0.0,0,0,0,0,0,0,7280,1625,5,1,0,0
stateful_task,continuous_control,9153,320,80,80,1,80,invariant_failure,1,219,139,22,241,0.0912863071,0,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9153,320,80,80,1,80,configuration_error|required_state_loss,1,256,176,0,241,0.0,11,0.25,0.1666666667,0,0,0,1,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9153,320,80,80,1,80,invariant_failure,1,219,139,22,241,0.0912863071,0,0.25,0.0,0,0,0,0,0,0,19870,4364,0,1,0,0
stateful_task,unsigned_minimal_handoff,9153,320,80,80,1,80,invariant_failure,1,193,113,81,241,0.3360995851,0,0.25,0.1666666667,0,0,0,1,0,0,1942,557,0,1,0,0
stateful_task,olp_handoff,9153,320,80,80,1,80,invariant_failure,1,193,113,81,241,0.3360995851,0,0.25,0.1666666667,0,0,0,1,0,0,7270,1621,5,1,0,0
stateful_task,continuous_control,9154,320,80,112,1,112,configuration_error|required_state_loss,1,128,16,27,241,0.112033195,0,0.4166666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9154,320,80,80,1,80,configuration_error|required_state_loss,1,192,112,0,241,0.0,11,0.4166666667,0.0,0,0,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9154,320,80,112,1,112,configuration_error|required_state_loss,1,128,16,27,241,0.112033195,0,0.4166666667,0.0,0,0,0,0,0,0,19881,4360,0,1,0,0
stateful_task,unsigned_minimal_handoff,9154,320,80,176,1,176,required_state_loss,0,0,0,90,241,0.3734439834,0,0.4166666667,0.0,0,0,0,0,0,0,1946,557,0,1,0,0
stateful_task,olp_handoff,9154,320,80,176,1,176,required_state_loss,0,0,0,90,241,0.3734439834,0,0.4166666667,0.0,0,0,0,0,0,0,7274,1599,5,1,0,0
stateful_task,continuous_control,9155,320,80,83,1,83,invariant_failure,0,0,0,28,241,0.1161825726,0,0.4166666667,0.1666666667,0,0,0,1,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9155,320,80,80,1,80,configuration_error|required_state_loss,1,208,128,0,241,0.0,11,0.5833333333,0.0,0,0,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9155,320,80,83,1,83,invariant_failure,0,0,0,28,241,0.1161825726,0,0.4166666667,0.1666666667,0,0,0,1,0,0,19884,4361,0,1,0,0
stateful_task,unsigned_minimal_handoff,9155,320,80,83,1,83,invariant_failure,1,153,70,71,241,0.2946058091,0,0.5833333333,0.0,0,0,0,0,0,0,1948,559,0,1,0,0
stateful_task,olp_handoff,9155,320,80,83,1,83,invariant_failure,1,153,70,71,241,0.2946058091,0,0.5833333333,0.0,0,0,0,0,0,0,7276,1620,5,1,0,0
stateful_task,continuous_control,9156,320,80,112,1,112,required_state_loss,1,128,16,18,241,0.0746887967,0,0.6666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9156,320,80,80,1,80,configuration_error|required_state_loss,1,208,128,0,241,0.0,11,0.6666666667,0.0,0,0,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9156,320,80,112,1,112,required_state_loss,1,128,16,18,241,0.0746887967,0,0.6666666667,0.0,0,0,0,0,0,0,19874,4353,0,1,0,0
stateful_task,unsigned_minimal_handoff,9156,320,80,176,1,176,configuration_error|required_state_loss,1,192,16,82,241,0.3402489627,0,0.6666666667,0.0,0,0,0,0,0,0,1940,553,0,1,0,0
stateful_task,olp_handoff,9156,320,80,176,1,176,configuration_error|required_state_loss,1,192,16,82,241,0.3402489627,0,0.6666666667,0.0,0,0,0,0,0,0,7268,1607,5,1,0,0
