world,mode,seed,declared_horizon,intervention_cycle,n_f,failed,first_failure_cycle,first_failure_signature,same_failure_returned,same_failure_return_cycle,cycles_until_same_failure_returns,correct_decisions_post_handoff,decision_opportunities_post_handoff,post_handoff_decision_accuracy,policy_violations,final_config_accuracy,final_requirement_accuracy,retained_retry_demand,retained_latency_floor,retained_risk_tolerance,retained_memory_horizon,retained_handoff_depth,retained_token_capacity,packet_bytes,packet_tokens,evidence_reads,accepted_handoffs,rejected_handoffs,undecidable_handoffs
stateful_task,continuous_control,9103,320,80,96,1,96,required_state_loss,1,112,16,7,241,0.0290456432,0,0.4166666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9103,320,80,80,1,80,configuration_error|required_state_loss,1,224,144,0,241,0.0,11,0.4166666667,0.0,0,0,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9103,320,80,96,1,96,required_state_loss,1,112,16,7,241,0.0290456432,0,0.4166666667,0.0,0,0,0,0,0,0,19876,4362,0,1,0,0
stateful_task,unsigned_minimal_handoff,9103,320,80,152,1,152,invariant_failure,1,296,144,88,241,0.3651452282,0,0.4166666667,0.0,0,0,0,0,0,0,1944,557,0,1,0,0
stateful_task,olp_handoff,9103,320,80,152,1,152,invariant_failure,1,296,144,88,241,0.3651452282,0,0.4166666667,0.0,0,0,0,0,0,0,7272,1633,5,1,0,0
stateful_task,continuous_control,9104,320,80,128,1,128,required_state_loss,0,0,0,37,241,0.153526971,0,0.4166666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9104,320,80,80,1,80,configuration_error|required_state_loss,1,208,128,0,241,0.0,11,0.25,0.0,0,0,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9104,320,80,128,1,128,required_state_loss,0,0,0,37,241,0.153526971,0,0.4166666667,0.0,0,0,0,0,0,0,19867,4356,0,1,0,0
stateful_task,unsigned_minimal_handoff,9104,320,80,192,1,192,required_state_loss,0,0,0,103,241,0.4273858921,0,0.25,0.0,0,0,0,0,0,0,1942,555,0,1,0,0
stateful_task,olp_handoff,9104,320,80,192,1,192,required_state_loss,0,0,0,103,241,0.4273858921,0,0.25,0.0,0,0,0,0,0,0,7270,1636,5,1,0,0
stateful_task,continuous_control,9105,320,80,96,1,96,required_state_loss,0,0,0,12,241,0.0497925311,0,0.1666666667,0.1666666667,0,0,0,0,0,1,0,0,0,0,0,0
stateful_task,empty_reset,9105,320,80,80,1,80,configuration_error|required_state_loss,1,240,160,0,241,0.0,11,0.3333333333,0.1666666667,0,0,1,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9105,320,80,96,1,96,required_state_loss,0,0,0,12,241,0.0497925311,0,0.1666666667,0.1666666667,0,0,0,0,0,1,19877,4356,0,1,0,0
stateful_task,unsigned_minimal_handoff,9105,320,80,160,1,160,configuration_error|required_state_loss,1,176,16,78,241,0.3236514523,0,0.25,0.1666666667,0,0,1,0,0,0,1944,555,0,1,0,0
stateful_task,olp_handoff,9105,320,80,160,1,160,configuration_error|required_state_loss,1,176,16,78,241,0.3236514523,0,0.25,0.1666666667,0,0,1,0,0,0,7272,1683,5,1,0,0
stateful_task,continuous_control,9106,320,80,96,1,96,required_state_loss,1,112,16,3,241,0.0124481328,0,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9106,320,80,80,1,80,configuration_error|required_state_loss,1,240,160,0,241,0.0,11,0.5,0.0,0,0,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9106,320,80,96,1,96,required_state_loss,1,112,16,3,241,0.0124481328,0,0.25,0.0,0,0,0,0,0,0,19886,4358,0,1,0,0
stateful_task,unsigned_minimal_handoff,9106,320,80,176,1,176,required_state_loss,1,192,16,88,241,0.3651452282,0,0.5,0.0,0,0,0,0,0,0,1948,557,0,1,0,0
stateful_task,olp_handoff,9106,320,80,176,1,176,required_state_loss,1,192,16,88,241,0.3651452282,0,0.5,0.0,0,0,0,0,0,0,7276,1621,5,1,0,0
stateful_task,continuous_control,9107,320,80,96,1,96,required_state_loss,1,112,16,2,241,0.0082987552,0,0.0833333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9107,320,80,80,1,80,configuration_error|required_state_loss,1,256,176,0,241,0.0,11,0.0833333333,0.0,0,0,0,0,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9107,320,80,96,1,96,required_state_loss,1,112,16,2,241,0.0082987552,0,0.0833333333,0.0,0,0,0,0,0,0,19875,4354,0,1,0,0
stateful_task,unsigned_minimal_handoff,9107,320,80,160,1,160,required_state_loss,1,176,16,77,241,0.3195020747,0,0.0833333333,0.0,0,0,0,0,0,0,1940,553,0,1,0,0
stateful_task,olp_handoff,9107,320,80,160,1,160,required_state_loss,1,176,16,77,241,0.3195020747,0,0.0833333333,0.0,0,0,0,0,0,0,7268,1615,5,1,0,0
stateful_task,continuous_control,9108,320,80,96,1,96,required_state_loss,1,112,16,6,241,0.0248962656,0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
stateful_task,empty_reset,9108,320,80,80,1,80,configuration_error|required_state_loss,1,208,128,0,241,0.0,11,0.4166666667,0.3333333333,0,1,0,1,0,0,45,17,0,1,0,0
stateful_task,full_history_handoff,9108,320,80,96,1,96,required_state_loss,1,112,16,6,241,0.0248962656,0,0.5,0.0,0,0,0,0,0,0,19872,4360,0,1,0,0
stateful_task,unsigned_minimal_handoff,9108,320,80,160,1,160,required_state_loss,1,176,16,70,241,0.2904564315,0,0.4166666667,0.1666666667,0,1,0,0,0,0,1946,557,0,1,0,0
