schedule,seed,event_count,declared_horizon,last_event_time,failures,first_failure_event,n_f,mean_collision_burden,peak_collision_burden,damage_auc,peak_damage,final_event_damage,adjacent_conflict_count,conflicting_pair_count
random_sparse_a,6244,20,69,69,3,13,13,0.7888444781,2.0530607115,8.9320911053,0.6346826207,0.5995731136,8,69
random_sparse_b,6244,20,69,69,2,14,14,0.9344808281,3.0768802691,9.4096050015,1.0740978819,0.831001781,8,69
ulam_spaced,6244,20,69,69,2,14,14,0.9851094834,2.6560574487,10.9939599612,0.8618492718,0.435605688,8,69
conflict_aware,6244,20,69,69,3,13,13,0.8427417108,1.6589473867,10.5587671557,0.7495515298,0.3126246542,8,69
clustered,6245,20,69,20,5,4,4,2.5464728729,5.7112058512,38.517446511,4.1272910371,4.1272910371,6,63
random_sparse_a,6245,20,69,69,1,4,4,1.0625546695,4.0536110437,12.0511902621,1.3283026648,0.6187744804,6,63
random_sparse_b,6245,20,69,69,1,4,4,0.9180229444,3.148284186,9.1446670418,1.0566720826,1.0566720826,6,63
ulam_spaced,6245,20,69,69,1,4,4,1.021366962,2.9792618662,10.891751132,1.1277485179,0.3881900043,6,63
conflict_aware,6245,20,69,69,1,4,4,0.8234337291,1.6367874249,9.2604881364,0.7726399833,0.4252752801,6,63
clustered,6246,20,69,20,4,3,3,2.772615288,6.5661391372,46.5203119084,3.9948339609,3.9948339609,8,62
random_sparse_a,6246,20,69,69,3,3,3,1.0910180868,3.4988453737,10.5350955586,1.1249390857,0.8823208696,8,62
random_sparse_b,6246,20,69,69,3,3,3,1.2266956356,3.6554107514,11.4982145308,1.1538731346,0.9993668022,8,62
ulam_spaced,6246,20,69,69,3,3,3,1.149569767,3.238764099,13.374295272,1.2152274317,0.3712703137,8,62
conflict_aware,6246,20,69,69,3,3,3,0.9525295179,1.9896309331,10.3473031936,0.9714135807,0.5387847367,8,62
clustered,6247,20,69,20,3,5,5,1.7691886445,5.2962022109,26.9843255656,3.2154250554,3.1368049568,6,49
random_sparse_a,6247,20,69,69,2,14,14,0.7324640963,4.0979834076,8.4710014221,1.0930768066,1.0210623427,6,49
random_sparse_b,6247,20,69,69,1,17,17,0.6984381485,4.0786838415,7.9384473236,1.0559248045,0.5536118554,6,49
ulam_spaced,6247,20,69,69,2,5,5,0.650172191,2.428178689,7.499317231,0.6099194202,0.3064973262,6,49
conflict_aware,6247,20,69,69,0,,21,0.4629680743,1.268696269,6.3717821644,0.4986350128,0.2949746436,6,49
clustered,6248,20,69,20,4,12,12,2.1839194669,5.1758216449,32.9176379076,3.6852355146,3.6852355146,7,61
random_sparse_a,6248,20,69,69,1,12,12,0.7094121791,2.125085543,7.7117118953,0.8196657375,0.4911425901,7,61
random_sparse_b,6248,20,69,69,2,12,12,0.7925869247,2.679589276,9.0391329169,1.1557199144,0.7300398785,7,61
ulam_spaced,6248,20,69,69,1,12,12,0.8345465202,2.0157165665,8.9797533513,0.7893396623,0.405250753,7,61
conflict_aware,6248,20,69,69,1,12,12,0.65083922,1.5276274966,8.126034288,0.5967603785,0.3122940098,7,61
clustered,6249,20,69,20,8,4,4,2.5239660759,5.1097052134,43.5480030641,3.740610579,3.6130815627,10,61
random_sparse_a,6249,20,69,69,1,12,12,0.8482627752,2.2743072716,9.0458407089,0.8461146422,0.7238126316,10,61
random_sparse_b,6249,20,69,69,4,4,4,1.0226193524,2.8707900277,10.6198067193,1.0922950132,0.557046745,10,61
ulam_spaced,6249,20,69,69,5,4,4,1.119245334,3.298181571,12.3967774409,1.4197416646,0.334053637,10,61
conflict_aware,6249,20,69,69,2,4,4,0.8182498044,1.7965413803,8.8598879964,0.6748515044,0.6332234365,10,61
clustered,6250,20,69,20,7,7,7,2.5748125987,6.1944888887,39.9306413971,4.0735572285,4.0735572285,10,72
random_sparse_a,6250,20,69,69,1,14,14,1.0108085527,2.5434621602,11.1455726933,1.1852634922,0.5017072747,10,72
random_sparse_b,6250,20,69,69,1,14,14,1.0257049284,3.8004628803,11.4262141901,1.3558092022,0.4696915089,10,72
ulam_spaced,6250,20,69,69,3,7,7,1.0092830983,3.3143380943,10.7515853782,0.9504852694,0.2902632743,10,72
conflict_aware,6250,20,69,69,1,14,14,0.7302716658,1.5,8.3371639425,0.754519291,0.4293283037,10,72
clustered,6251,20,69,20,4,11,11,2.9644834884,6.6703772346,43.5018867244,4.7701857952,4.7701857952,7,79
random_sparse_a,6251,20,69,69,0,,21,0.9299757153,3.1064671564,9.1784358287,0.8246567995,0.8246567995,7,79
random_sparse_b,6251,20,69,69,0,,21,0.9637431841,2.5865071107,10.5561715487,1.0826241066,0.7323574907,7,79
ulam_spaced,6251,20,69,69,0,,21,0.8773767119,2.7292618662,9.7646078911,1.0379960833,0.350749251,7,79
conflict_aware,6251,20,69,69,0,,21,0.7343407,1.5157165665,8.2592336338,0.5967724842,0.4350610722,7,79
clustered,6252,20,69,20,4,14,14,2.9986710727,7.8805747963,49.1663425804,4.6468775483,4.346985119,8,73
random_sparse_a,6252,20,69,69,0,,21,1.0066523183,3.4025039914,10.317171605,0.9026939261,0.5544077271,8,73
random_sparse_b,6252,20,69,69,0,,21,1.1587044433,4.7043851397,12.0277007086,1.3554522482,0.9905272959,8,73
ulam_spaced,6252,20,69,69,0,,21,1.2305588047,4.4333288052,13.3995306406,1.1979055211,0.3202050231,8,73
conflict_aware,6252,20,69,69,0,,21,0.8755209903,1.9792618662,9.3682925353,0.6715882616,0.6047775943,8,73
clustered,6253,20,69,20,6,2,2,2.4671148889,5.4660767556,38.4457755622,3.9260806236,3.9260806236,6,57
random_sparse_a,6253,20,69,69,3,4,4,0.8647532303,3.0677327856,9.1562449534,0.8000238625,0.6298154872,6,57
random_sparse_b,6253,20,69,69,3,4,4,1.0037433319,3.5913584246,12.2592970466,1.0258696206,0.4212232726,6,57
ulam_spaced,6253,20,69,69,4,2,2,0.9247676464,3.4949784327,11.5250506053,1.2558128228,0.2455956907,6,57
conflict_aware,6253,20,69,69,3,4,4,0.6903956459,1.4322343519,8.7205770002,0.7901371707,0.4562587142,6,57
clustered,6254,20,69,20,7,2,2,4.4430278653,7.126919631,70.3030983321,6.2141426826,6.2141426826,9,98
random_sparse_a,6254,20,69,69,4,2,2,1.7475118083,4.8394433625,18.7634966708,1.6887280468,0.4478782313,9,98
random_sparse_b,6254,20,69,69,4,2,2,1.3720996486,3.7203629928,13.2557611683,0.9734412159,0.7588145669,9,98
ulam_spaced,6254,20,69,69,4,2,2,1.987465749,6.1066301226,21.5449077236,2.4271734653,0.4352520538,9,98
conflict_aware,6254,20,69,69,5,2,2,1.5399782158,2.8809785505,15.6639038291,1.5969251461,1.1445096205,9,98
clustered,6255,20,69,20,7,3,3,2.0074285629,5.4576218558,29.0123957351,3.5767748599,3.5767748599,6,53
random_sparse_a,6255,20,69,69,5,3,3,0.7265988495,2.6116516899,9.256168298,0.8560490357,0.3154909024,6,53
random_sparse_b,6255,20,69,69,5,3,3,0.8092746422,2.7271958014,8.5124626049,0.8683464336,0.8683464336,6,53
ulam_spaced,6255,20,69,69,4,3,3,0.6700881325,2.6116516899,8.1296611536,0.6762545653,0.4033532794,6,53
conflict_aware,6255,20,69,69,4,4,4,0.6103985701,1.2176376408,8.1263681825,0.6558067697,0.2893313022,6,53
clustered,6256,20,69,20,3,8,8,2.2058781556,5.4927983659,33.7321034226,3.6689907751,3.6689907751,4,54
random_sparse_a,6256,20,69,69,1,15,15,0.8972139734,2.7066340464,9.5301440615,0.9874734283,0.5894393366,4,54
random_sparse_b,6256,20,69,69,2,13,13,0.8223152869,2.788461633,9.3471591309,0.9889429837,0.3914218376,4,54
ulam_spaced,6256,20,69,69,1,8,8,0.7586103963,2.4989594098,9.2201539333,0.7176558014,0.4116535483,4,54
conflict_aware,6256,20,69,69,1,8,8,0.7294784053,1.3705505633,8.9796136478,0.7294349715,0.3945724282,4,54
clustered,6257,20,69,20,5,7,7,2.6790462009,6.6249544207,41.5184752855,4.2026481015,4.2026481015,7,56
random_sparse_a,6257,20,69,69,0,,21,1.2618901835,4.7617746416,15.0651327338,1.849764478,0.2163888423,7,56
random_sparse_b,6257,20,69,69,0,,21,1.0972172592,4.5345291013,11.4763979733,1.1756521248,0.4958274453,7,56
ulam_spaced,6257,20,69,69,1,19,19,0.8539960671,3.9475368634,9.7501084593,1.1387025717,0.2643109825,7,56
conflict_aware,6257,20,69,69,1,19,19,0.7131176141,1.6415996545,7.79136192,0.583611426,0.4818181509,7,56
clustered,6258,20,69,20,6,9,9,3.6226168142,10.2029282069,49.421134028,5.9569268969,5.9569268969,9,87
random_sparse_a,6258,20,69,69,5,9,9,1.4189080394,4.6567734788,13.9196266264,1.6945037055,0.6570179835,9,87
random_sparse_b,6258,20,69,69,4,9,9,1.4482398568,5.4330432727,13.8289369033,1.7463673163,0.9479509489,9,87
ulam_spaced,6258,20,69,69,4,9,9,1.2033269962,3.019227724,12.1254946785,0.9340820519,0.5223346663,9,87
conflict_aware,6258,20,69,69,4,9,9,1.1896572785,2.5841803703,12.6526478439,1.0656694947,0.4308884751,9,87
clustered,6259,20,69,20,4,3,3,3.8715055473,8.9135785635,53.4927758541,6.2398080383,6.2398080383,11,77
random_sparse_a,6259,20,69,69,3,3,3,1.7984338588,4.575978012,16.131301956,2.2550390098,2.2550390098,11,77
random_sparse_b,6259,20,69,69,2,3,3,1.4248198121,3.4809159803,14.1198399766,1.1576644538,0.5579615387,11,77
ulam_spaced,6259,20,69,69,2,3,3,1.3179059419,3.2568176931,13.5132214925,1.1338249281,0.5138564484,11,77
conflict_aware,6259,20,69,69,2,3,3,1.3379520196,2.3195079108,14.0539420258,1.1605649872,0.4957453141,11,77
clustered,6260,20,69,20,5,6,6,2.746265775,6.5807727376,40.4900503965,4.4716568232,4.4716568232,6,69
random_sparse_a,6260,20,69,69,1,6,6,1.0282758244,4.1394185586,10.4199881791,1.0672402738,0.9847569655,6,69
random_sparse_b,6260,20,69,69,1,6,6,0.986458941,3.7631318327,9.3799924658,1.1582140162,1.0703446067,6,69
ulam_spaced,6260,20,69,69,1,6,6,0.9976617475,3.9103622746,11.2720025624,1.1947668481,0.4198936318,6,69
conflict_aware,6260,20,69,69,0,,21,0.7762763256,1.4265032372,9.3095710362,0.7486103026,0.371390221,6,69
clustered,6261,20,69,20,3,3,3,2.1591186295,5.4434105252,37.8147818211,3.1770969104,3.1770969104,5,47
random_sparse_a,6261,20,69,69,1,3,3,0.8120713464,3.2850877111,9.2468495314,0.7533444057,0.3886631553,5,47
random_sparse_b,6261,20,69,69,1,3,3,0.7086606548,2.6116516899,8.0442487945,0.6526538784,0.6109883095,5,47
ulam_spaced,6261,20,69,69,2,3,3,0.9439404534,4.3215424115,11.3997755529,1.2919895067,0.2587672768,5,47
conflict_aware,6261,20,69,69,1,3,3,0.5882182184,1.5276274966,7.62496951,0.6282463223,0.4276591235,5,47
clustered,6262,20,69,20,8,6,6,2.8808508198,8.5685886997,45.216328917,4.6732452803,4.3961305472,6,72
random_sparse_a,6262,20,69,69,4,6,6,0.8783895934,4.5411318494,10.0948326343,1.3423578957,0.5844696793,6,72
random_sparse_b,6262,20,69,69,3,10,10,0.9797398028,5.3942359035,10.9355312099,1.5508325493,0.6130104015,6,72
ulam_spaced,6262,20,69,69,2,6,6,0.9072768849,2.7404529079,9.8568497433,1.0032452407,0.24773064,6,72
conflict_aware,6262,20,69,69,2,6,6,0.6904719431,1.8058258449,7.6011770737,0.5697928758,0.5170048558,6,72
clustered,6263,20,69,20,4,5,5,2.7890268314,6.5868819186,44.1332860189,4.38798336,4.2538308579,7,61
random_sparse_a,6263,20,69,69,3,5,5,1.1651771193,4.5736159843,12.931926231,1.551982487,0.4876938234,7,61
random_sparse_b,6263,20,69,69,4,5,5,1.1339113251,3.299057926,12.6950473718,1.3243871638,1.2555279764,7,61
ulam_spaced,6263,20,69,69,2,5,5,1.1503524671,3.9966223823,12.0143088904,1.0341620819,0.3290072558,7,61
conflict_aware,6263,20,69,69,2,5,5,0.7875199929,1.5532914224,8.8112894112,0.6422288657,0.5020984733,7,61
clustered,6264,20,69,20,7,3,3,3.3672704025,6.2288167792,49.9063927342,5.2447098642,5.2447098642,6,75
random_sparse_a,6264,20,69,69,2,3,3,0.9756074401,2.4676376408,10.0164970452,0.8666259307,0.4779510515,6,75
random_sparse_b,6264,20,69,69,2,3,3,0.9971334857,3.7402392523,10.6033286211,1.1581109544,0.4530816399,6,75
ulam_spaced,6264,20,69,69,2,3,3,1.1219333336,3.616049291,12.0504589492,1.3598637433,0.4275572198,6,75
conflict_aware,6264,20,69,69,3,3,3,0.8893437867,1.9352752816,9.7471669675,0.7791881074,0.3790204425,6,75
clustered,6265,20,69,20,6,8,8,2.7321827961,7.7755019965,37.7162753331,4.6858466814,4.6858466814,7,69
random_sparse_a,6265,20,69,69,1,16,16,1.0315313475,3.4515049451,11.244699915,1.4646073732,0.8367849721,7,69
random_sparse_b,6265,20,69,69,2,8,8,1.1383420149,4.1840184966,11.1426869014,1.406900298,0.7687013731,7,69
ulam_spaced,6265,20,69,69,1,16,16,1.0097515098,2.829500694,10.1806147325,0.8105568154,0.4612698052,7,69
conflict_aware,6265,20,69,69,1,16,16,0.8009210431,1.8972860897,9.2526685519,0.8398147293,0.3728277577,7,69
clustered,6266,20,69,20,1,9,9,2.6833200791,5.6102028355,45.7933958844,3.8641257001,3.8269204041,8,69
random_sparse_a,6266,20,69,69,0,,21,0.8450261344,2.7748799205,9.7045844822,0.8943726138,0.8943726138,8,69
random_sparse_b,6266,20,69,69,0,,21,1.0010964436,3.3616516899,10.8360441766,1.2097467661,0.3756668711,8,69
ulam_spaced,6266,20,69,69,0,,21,1.041973964,3.2039012595,11.9012700618,1.1753209824,0.2812387855,8,69
conflict_aware,6266,20,69,69,0,,21,0.7580099607,1.8789291416,8.4826194267,0.6481624578,0.6481624578,8,69
clustered,6267,20,69,20,6,8,8,2.471270143,5.3870538287,37.8832853421,3.9878655462,3.9878655462,8,57
random_sparse_a,6267,20,69,69,1,15,15,0.8619919834,3.7492003919,9.408635512,1.1610116318,0.5632930922,8,57
random_sparse_b,6267,20,69,69,0,,21,0.9345613395,2.8770586365,9.5594365468,0.8967235351,0.6794959898,8,57
ulam_spaced,6267,20,69,69,0,,21,0.9231720193,2.7230475325,10.4047467415,0.8924471499,0.3495965795,8,57
conflict_aware,6267,20,69,69,0,,21,0.7184893174,1.5720627065,8.7908826944,0.7563081059,0.3647840534,8,57
clustered,6268,20,69,20,3,11,11,2.856084367,6.6314383581,42.6280042045,4.5655747285,4.5655747285,10,58
random_sparse_a,6268,20,69,69,2,11,11,1.3022622285,3.2263537669,12.5965659309,1.1376152311,1.1189500773,10,58
random_sparse_b,6268,20,69,69,2,11,11,1.2772254935,3.4222732048,12.5719617694,1.0703950904,0.7789513835,10,58
ulam_spaced,6268,20,69,69,2,11,11,1.2619448843,4.4636333238,13.828711447,1.2935509343,0.5011999073,10,58
conflict_aware,6268,20,69,69,2,11,11,1.0473834873,2.0157165665,11.8617407093,0.9822729203,0.4396254601,10,58
clustered,6269,20,69,20,6,6,6,3.4279219723,7.28907427,52.461733348,5.1721701931,5.1721701931,5,84
random_sparse_a,6269,20,69,69,2,9,9,0.9501239847,2.0171776171,9.8127827458,0.8000520459,0.8000520459,5,84
random_sparse_b,6269,20,69,69,2,9,9,0.9915678714,2.9175345017,10.2791587373,1.1336810539,1.1336810539,5,84
ulam_spaced,6269,20,69,69,3,6,6,1.2026854969,2.8946457081,13.3347583111,1.2215747945,0.3502964417,5,84
conflict_aware,6269,20,69,69,2,9,9,0.9598938515,2.042420179,10.3783642253,0.9002368509,0.5120300408,5,84
clustered,6270,20,69,20,5,1,1,2.2531404829,7.3601624743,39.4573022953,3.2745118462,3.2745118462,5,50
random_sparse_a,6270,20,69,69,2,1,1,0.8832894969,4.3855844267,11.1079586891,1.332794972,0.2071560265,5,50
random_sparse_b,6270,20,69,69,2,1,1,0.8242055496,2.8895260984,10.3573578092,0.9383962102,0.3295942345,5,50
ulam_spaced,6270,20,69,69,2,1,1,0.9086487857,2.9209842811,11.0662589099,1.2423909497,0.176779174,5,50
conflict_aware,6270,20,69,69,2,1,1,0.5578124146,1.2396309331,7.2252232351,0.5079182821,0.5079182821,5,50
clustered,6271,20,69,20,4,2,2,2.382237263,4.8120792309,38.7775232222,3.6739115973,3.6739115973,6,65
random_sparse_a,6271,20,69,69,3,2,2,0.8838431038,2.5824440358,9.656546897,1.0070536212,0.4545852846,6,65
random_sparse_b,6271,20,69,69,3,2,2,0.898927073,2.5980775009,10.5533897739,0.9336813582,0.3671824064,6,65
ulam_spaced,6271,20,69,69,2,2,2,0.9365852759,2.4170144043,10.8648415034,0.8584161829,0.2803842304,6,65
conflict_aware,6271,20,69,69,2,2,2,0.7028481311,1.3195079108,7.9368185434,0.6905994108,0.6905994108,6,65
clustered,6272,20,69,20,7,3,3,3.3370500354,7.1664742902,49.6737487128,5.1866726415,5.1866726415,9,75
random_sparse_a,6272,20,69,69,3,3,3,1.1680084404,2.9371427543,12.4864426374,1.0218369787,0.4385938202,9,75
random_sparse_b,6272,20,69,69,4,3,3,1.1814288065,3.2568176931,12.0048696459,1.119017914,0.9034626608,9,75
ulam_spaced,6272,20,69,69,3,3,3,1.1407785884,3.2568176931,12.5947684978,1.145263259,0.300190764,9,75
conflict_aware,6272,20,69,69,3,3,3,1.0829370985,2.3195079108,12.1703535423,1.198616607,0.3792991327,9,75
clustered,6273,20,69,20,4,10,10,2.4123258703,5.6332864045,38.5096093668,3.7769083345,3.7769083345,6,66
random_sparse_a,6273,20,69,69,0,,21,0.9084158621,3.3646120738,8.816470797,1.0316572949,1.0316572949,6,66
random_sparse_b,6273,20,69,69,0,,21,0.8746448713,3.1732290261,9.4697803248,1.1691565972,0.5736837667,6,66
ulam_spaced,6273,20,69,69,1,10,10,0.9078131494,2.4545241999,10.582206016,0.9647290554,0.4156706215,6,66
conflict_aware,6273,20,69,69,1,10,10,0.7371038451,1.5,8.9179920186,0.7347741022,0.4013278545,6,66
clustered,6274,20,69,20,7,5,5,2.2991644721,6.5209293623,39.765313998,3.3670892438,3.3670892438,5,55
random_sparse_a,6274,20,69,69,2,5,5,0.68852254,2.6790291207,7.7719119426,0.6942937551,0.3550456133,5,55
random_sparse_b,6274,20,69,69,3,5,5,0.7862538287,2.4086712764,8.4189396352,0.7437895703,0.3916746025,5,55
ulam_spaced,6274,20,69,69,2,5,5,0.9045232712,4.0990773327,10.3899417006,1.3574481853,0.2129026797,5,55
conflict_aware,6274,20,69,69,3,5,5,0.5423269532,1.4249062147,6.6523795776,0.5248992332,0.4317815594,5,55
clustered,6275,20,69,20,4,12,12,2.9056883621,7.4701975795,42.6884404284,4.6899292795,4.6899292795,9,64
random_sparse_a,6275,20,69,69,2,12,12,1.0018650081,3.1800454023,9.7518191414,0.9115148686,0.8711510441,9,64
random_sparse_b,6275,20,69,69,2,12,12,1.0455482869,3.1064671564,9.9681681232,0.9331419366,0.7490426472,9,64
ulam_spaced,6275,20,69,69,2,12,12,1.0043682582,2.5476555786,10.6984221543,1.0364897929,0.4301171025,9,64
conflict_aware,6275,20,69,69,2,12,12,0.9273986427,1.7547831924,10.1563711751,0.9133370866,0.4026804426,9,64
clustered,6276,20,69,20,6,7,7,2.9223145528,6.9395821911,46.382246099,4.3991256782,4.3991256782,9,67
random_sparse_a,6276,20,69,69,3,7,7,1.0306204368,3.8500635534,10.0791281914,1.2362150299,1.2362150299,9,67
random_sparse_b,6276,20,69,69,4,7,7,1.1441824823,3.1541472197,12.5215333555,1.1210037546,0.5666081214,9,67
ulam_spaced,6276,20,69,69,5,7,7,1.1958322734,4.2291649182,13.0729516591,1.6671977167,0.4445256778,9,67
conflict_aware,6276,20,69,69,2,12,12,0.8551771128,1.6933937124,9.2938151256,0.7241181409,0.5847343531,9,67
clustered,6277,20,69,20,3,8,8,2.1099865545,6.3895156255,34.756268973,3.3423190605,3.3253265953,7,56
random_sparse_a,6277,20,69,69,3,8,8,0.7869421441,3.3591879018,9.2644598039,0.9317513118,0.8260187723,7,56
random_sparse_b,6277,20,69,69,3,8,8,0.7806846731,2.6531058279,9.6121656991,0.9884085325,0.96856936,7,56
ulam_spaced,6277,20,69,69,2,8,8,0.7153935174,2.4989594098,8.7741356741,0.821477943,0.2468863493,7,56
conflict_aware,6277,20,69,69,2,8,8,0.5756120699,1.3058258449,7.1340028536,0.5437583559,0.5437583559,7,56
clustered,6278,20,69,20,3,10,10,2.2278869931,4.976591276,34.8264039969,3.6275500492,3.6275500492,4,60
random_sparse_a,6278,20,69,69,2,15,15,0.7039975843,2.5440703768,9.1039384712,0.914172315,0.6429907132,4,60
random_sparse_b,6278,20,69,69,0,,21,0.5163342661,2.6116516899,6.7813848509,0.5293406431,0.3926783682,4,60
ulam_spaced,6278,20,69,69,1,16,16,0.566287389,2.6116516899,8.0049261295,0.729643005,0.1867064354,4,60
conflict_aware,6278,20,69,69,0,,21,0.4618922621,1.1868518779,6.6027020106,0.5751313639,0.3535456827,4,60
clustered,6279,20,69,20,2,19,19,2.5403279677,5.9926089102,36.0283226979,4.3364934297,4.3364934297,10,61
random_sparse_a,6279,20,69,69,2,19,19,0.9333635353,2.6342358997,9.5880214846,0.8792518421,0.7649130605,10,61
random_sparse_b,6279,20,69,69,2,19,19,1.0220189476,3.4327009039,10.7427276661,1.1248167732,1.0584378699,10,61
ulam_spaced,6279,20,69,69,2,19,19,0.9381295891,2.3142044233,9.9280463701,0.8195814625,0.5253683062,10,61
conflict_aware,6279,20,69,69,0,,21,0.8159767612,1.4290955039,9.7781908139,0.7597824293,0.3561042886,10,61
clustered,6280,20,69,20,10,4,4,3.1869500381,7.3106747345,44.1451102071,5.2942126788,5.2942126788,6,67
random_sparse_a,6280,20,69,69,5,4,4,1.1837057153,3.5296404368,12.5553814303,1.4865554383,0.8306060719,6,67
random_sparse_b,6280,20,69,69,3,4,4,1.0924484798,2.8058258449,10.841061098,1.2076990866,0.9681038349,6,67
ulam_spaced,6280,20,69,69,3,4,4,0.9397947275,3.2230475325,10.2152605216,0.9065783525,0.4266722037,6,67
conflict_aware,6280,20,69,69,4,4,4,0.8500089006,1.9792618662,9.6015267926,0.8626701343,0.345772741,6,67
clustered,6281,20,69,20,6,2,2,2.987908954,6.8511356773,43.897669341,4.8035944428,4.7956739712,8,70
random_sparse_a,6281,20,69,69,3,2,2,1.0323156371,3.2924450444,11.157842764,1.3181825424,0.7604869274,8,70
random_sparse_b,6281,20,69,69,2,2,2,0.9960179991,3.0809335117,10.1540284805,1.0754479155,0.5128378512,8,70
ulam_spaced,6281,20,69,69,3,2,2,0.8999867491,2.6790470299,9.4519541261,0.9969916396,0.3864851722,8,70
conflict_aware,6281,20,69,69,3,2,2,0.8342705889,2.2589724816,8.8834903257,0.8044780734,0.4470092399,8,70
clustered,6282,20,69,20,4,8,8,2.940020273,8.8656196504,47.3170744484,4.7644073045,4.3608562233,7,53
random_sparse_a,6282,20,69,69,2,8,8,1.130155977,3.9581592651,11.5129915167,1.3827124525,0.6135064874,7,53
random_sparse_b,6282,20,69,69,2,8,8,1.0733691512,4.0372866596,12.1389591621,1.3029384686,0.7269758413,7,53
ulam_spaced,6282,20,69,69,1,8,8,1.1443475811,3.0705226884,10.934266463,0.980362733,0.3721682895,7,53
conflict_aware,6282,20,69,69,1,8,8,0.9203191999,2.2207643338,9.2495279658,0.7663644974,0.6311564873,7,53
clustered,6283,20,69,20,7,6,6,2.9744613567,7.3997043918,47.8632612735,4.5531547127,4.4015619355,6,75
random_sparse_a,6283,20,69,69,3,6,6,0.9089792342,3.8916320992,10.2507349959,1.0900823655,0.47875468,6,75
random_sparse_b,6283,20,69,69,2,6,6,0.9099362293,3.1096612013,9.4869133673,0.7845112784,0.7205701017,6,75
ulam_spaced,6283,20,69,69,2,6,6,0.9838020249,4.1220047561,11.29024573,1.280828738,0.3053402814,6,75
conflict_aware,6283,20,69,69,1,15,15,0.6692302918,1.6193820495,7.6121081179,0.526288871,0.526288871,6,75
clustered,6284,20,69,20,4,10,10,2.553677843,6.7411019517,35.0453806043,4.4603968315,4.4603968315,6,69
random_sparse_a,6284,20,69,69,0,,21,0.9982692668,3.7639339311,9.8878728822,1.5427751241,1.5427751241,6,69
random_sparse_b,6284,20,69,69,0,,21,0.8592420824,2.893286431,8.6671805699,0.8803584669,0.8803584669,6,69
ulam_spaced,6284,20,69,69,1,10,10,0.8257138686,2.1624311338,8.5495522409,0.7517499315,0.4646214122,6,69
conflict_aware,6284,20,69,69,0,,21,0.7255216181,1.5276274966,8.4275221856,0.6598253711,0.3739222216,6,69
clustered,6285,20,69,20,4,10,10,2.159667612,6.8628165194,31.7575228152,3.8792229478,3.7267624964,4,57
random_sparse_a,6285,20,69,69,0,,21,0.6333906859,2.0762166262,7.7347873619,0.735154527,0.4116757849,4,57
random_sparse_b,6285,20,69,69,0,,21,0.6316703536,2.9261739887,7.039236747,0.8808234202,0.8569550355,4,57
ulam_spaced,6285,20,69,69,0,,21,0.7110391265,2.1596638051,8.1876903281,0.7766707071,0.3434998239,4,57
conflict_aware,6285,20,69,69,0,,21,0.521834854,1.2230168931,7.0275156022,0.5300556834,0.2805388034,4,57
clustered,6286,20,69,20,8,1,1,2.9399694703,7.8391370768,42.3491730766,4.8103567508,4.8103567508,11,65
random_sparse_a,6286,20,69,69,2,1,1,1.3508082489,3.8502229708,15.1860135117,1.7776753073,0.6095051371,11,65
random_sparse_b,6286,20,69,69,2,1,1,1.0299906189,2.7570976356,10.2106664842,1.0483656332,1.042945679,11,65
ulam_spaced,6286,20,69,69,4,1,1,1.1570062164,3.4162197481,11.7187125662,0.9757483874,0.4305499809,11,65
conflict_aware,6286,20,69,69,4,1,1,0.9468764602,1.9276459606,10.5403713221,0.8158914403,0.421068651,11,65
clustered,6287,20,69,20,5,13,13,2.8521231453,7.6164919308,45.7189512896,4.634776545,4.275452733,5,63
random_sparse_a,6287,20,69,69,3,16,16,1.1125729942,4.0892366757,12.3634236984,1.3731587372,0.6545001522,5,63
random_sparse_b,6287,20,69,69,2,16,16,0.9035952875,3.5902098805,10.4071865643,1.105535279,0.3950579032,5,63
ulam_spaced,6287,20,69,69,1,20,20,1.0067026114,3.3749538618,11.4081265076,1.1625231035,0.2314652868,5,63
conflict_aware,6287,20,69,69,1,20,20,0.7621229226,1.9228774114,8.8955061743,0.6480154367,0.3488680084,5,63
clustered,6288,20,69,20,5,7,7,2.3114329421,4.4921298134,36.7028731785,3.6763730862,3.6763730862,4,58
random_sparse_a,6288,20,69,69,2,7,7,0.7656765203,2.6833401548,8.5115699378,0.9679060094,0.4076774875,4,58
random_sparse_b,6288,20,69,69,2,7,7,0.5754633842,1.8102752816,7.1287353776,0.5956029332,0.4233403747,4,58
ulam_spaced,6288,20,69,69,2,7,7,0.7868967788,2.8407856324,9.5856738799,0.9990787155,0.2586943674,4,58
conflict_aware,6288,20,69,69,2,7,7,0.5228421406,1.1886201664,6.53513843,0.6093119713,0.6093119713,4,58
clustered,6289,20,69,20,2,17,17,2.2915702332,5.7704291348,36.6851633216,3.7257863881,3.6259909149,4,53
random_sparse_a,6289,20,69,69,2,17,17,0.8457605812,2.9504580669,9.6550193513,1.0908280701,0.7185827678,4,53
random_sparse_b,6289,20,69,69,1,19,19,0.8054553921,3.601282623,10.6529905364,1.013905135,0.2526801758,4,53
ulam_spaced,6289,20,69,69,2,17,17,0.9548499182,3.7925554433,11.3837838003,0.96450866,0.3151179503,4,53
conflict_aware,6289,20,69,69,1,19,19,0.6075414157,1.4308258449,8.0840435651,0.5997299683,0.3532659809,4,53
clustered,6290,20,69,20,5,10,10,2.3290690385,6.2479976974,32.0518341083,4.1434856057,4.1434856057,0,55
