run_family,mode,schedule,seed,cycle,event_id,amplitude,target,truth_delta,applied_delta,application_outcome,difficulty,correction_required,correction_success,checkpoint,checkpoint_failed,unsafe_attempt,first_failure_this_cycle,failed_by_cycle,failed_before_cycle,config_accuracy,requirement_accuracy,invariant_failure_count,invariant_failures,known_dependency_count,unresolved_dependency_count,unresolved_dependencies,contradiction_count,retry_count,repair_succeeded,repaired_invariant_count,repaired_field_count,representation_tokens,total_tokens,context_pressure,handoff_loss,kappa,kappa_star_0,phi_star,phi_base,epsilon,delta_hol,vkd,damage_D,kappa_star_eff,vkd_f,subcritical_failure
primary,prose_summary,low_to_high,707,18,s707-e08,high,memory_horizon,-3,-3,correct,0.46960469,0,0,0,0,1,0,1,1,0.33333333,0.33333333,0,,6,3,handoff_depth|latency_floor|token_capacity,16,3,0,0,0,234,4738,0.79545455,0.72727273,0.88681818,0.75,0.3,0.99811343,0.18324112,0.11780345,-0.4,1.0,0.0,-0.88681818,0
primary,prose_summary,low_to_high,707,19,s707-e10,high,handoff_depth,-3,-3,missed,0.56127589,1,1,0,0,1,0,1,1,0.41666667,0.33333333,2,receipt_outlives_memory|receipt_covers_checkpoint_span,6,2,latency_floor|token_capacity,16,3,0,0,0,234,5021,0.79545455,0.72727273,0.90681818,0.75,0.31666667,0.99811343,0.34904221,0.1677978,-0.38333333,1.0,0.0,-0.90681818,0
primary,prose_summary,low_to_high,707,20,s707-e17,high,handoff_depth,-3,-3,missed,0.54322589,1,1,1,1,1,0,1,1,0.33333333,0.33333333,2,receipt_outlives_memory|receipt_covers_checkpoint_span,6,0,,16,4,1,2,8,234,5304,0.79545455,0.72727273,0.90681818,0.75,0.3,0.99811343,0.44713854,0.28754552,-0.4,1.0,0.0,-0.90681818,0
primary,receipt_ancestry,low_to_high,707,1,s707-e00,low,handoff_depth,1,1,correct,0.1149204,0,0,0,0,0,0,0,0,1.0,1.0,0,,21,1,max_handoffs,0,0,0,0,0,204,211,0.22833333,0.04545455,0.30882727,0.75,0.975,0.99811343,0.0,0.0,0.275,0.2964081777,0.5276938667,0.2188665967,0
primary,receipt_ancestry,low_to_high,707,2,s707-e05,low,latency_floor,35,35,correct,0.10402309,0,0,0,0,0,0,0,0,1.0,1.0,0,,21,2,max_handoffs|retry_demand,0,0,0,0,0,229,440,0.33666667,0.04545455,0.32832727,0.75,0.975,0.99811343,0.0,0.0,0.275,0.4317768019,0.4261673986,0.0978401286,0
primary,receipt_ancestry,low_to_high,707,3,s707-e06,low,latency_floor,35,35,reversed,0.15843669,1,1,0,0,0,0,0,0,1.0,1.0,0,,22,2,max_handoffs|retry_demand,0,0,0,0,0,256,704,0.33666667,0.0,0.3406,0.75,1.0,0.99811343,0.0,0.0,0.3,0.4640139739,0.4019895196,0.0613895196,0
primary,receipt_ancestry,low_to_high,707,4,s707-e09,low,latency_floor,35,35,correct,0.1485464,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,2,max_handoffs|retry_demand,0,0,0,0,0,256,985,0.33666667,0.0,0.3206,0.75,1.0,0.99811343,0.0,0.0,0.3,0.4493923855,0.4129557109,0.0923557109,0
primary,receipt_ancestry,low_to_high,707,5,s707-e12,low,memory_horizon,-1,-1,correct,0.1261132,0,0,1,0,0,0,0,0,1.0,1.0,0,,21,3,max_handoffs|retry_demand|token_budget,0,0,0,0,0,256,1266,0.445,0.04545455,0.34782727,0.75,0.975,0.99811343,0.0,0.0,0.275,0.5151765561,0.3636175829,0.0157903129,0
primary,receipt_ancestry,low_to_high,707,6,s707-e14,low,risk_tolerance,1,1,correct,0.13100549,1,0,0,0,0,0,0,0,1.0,1.0,0,,21,3,max_handoffs|retry_demand|token_budget,0,0,0,0,0,256,1557,0.445,0.04545455,0.34782727,0.75,0.975,0.99811343,0.0,0.0,0.275,0.5393771999,0.3454671001,-0.0023601699,0
primary,receipt_ancestry,low_to_high,707,7,s707-e19,low,handoff_depth,-1,-1,correct,0.15362229,0,0,0,0,0,0,0,0,1.0,1.0,0,,20,5,handoff_depth|max_handoffs|memory_horizon|retry_demand|token_budget,0,0,0,0,0,256,1838,0.66166667,0.09090909,0.39455455,0.75,0.95,0.99811343,0.0,0.0,0.25,0.6547964017,0.2589026987,-0.1356518513,0
primary,receipt_ancestry,low_to_high,707,8,s707-e01,medium,handoff_depth,2,2,correct,0.32476178,0,0,0,0,0,0,0,0,0.91666667,1.0,0,,18,5,handoff_depth|max_handoffs|memory_horizon|retry_demand|token_budget,0,0,0,0,0,256,2126,0.66166667,0.18181818,0.51000909,0.75,0.88333333,0.99811343,0.09212847,0.02777778,0.18333333,1.0,0.0,-0.51000909,0
primary,receipt_ancestry,low_to_high,707,9,s707-e11,medium,risk_tolerance,2,2,correct,0.25841276,0,0,0,0,0,0,0,0,0.91666667,1.0,0,,16,5,handoff_depth|max_handoffs|memory_horizon|retry_demand|token_budget,0,0,0,0,0,256,2414,0.66166667,0.27272727,0.52546364,0.75,0.83333333,0.99811343,0.09212847,0.02777778,0.13333333,1.0,0.0,-0.52546364,0
primary,receipt_ancestry,low_to_high,707,10,s707-e13,medium,handoff_depth,2,2,correct,0.36426855,0,0,1,0,0,0,0,0,1.0,1.0,0,,14,4,max_handoffs|memory_horizon|retry_demand|token_budget,0,0,0,0,0,256,2702,0.55333333,0.36363636,0.52141818,0.75,0.8,0.99811343,0.0,0.0,0.1,1.0,0.0,-0.52141818,0
primary,receipt_ancestry,low_to_high,707,11,s707-e15,medium,latency_floor,70,70,correct,0.28423793,0,0,0,0,0,0,0,0,1.0,1.0,0,,13,4,max_handoffs|memory_horizon|retry_demand|token_budget,0,0,0,0,0,256,2990,0.55333333,0.40909091,0.52914545,0.75,0.775,0.99811343,0.0,0.0,0.075,1.0,0.0,-0.52914545,0
primary,receipt_ancestry,low_to_high,707,12,s707-e16,medium,handoff_depth,2,2,correct,0.30524622,0,0,0,0,0,0,0,0,1.0,1.0,0,,11,4,max_handoffs|memory_horizon|retry_demand|token_budget,0,0,0,0,0,256,3278,0.55333333,0.5,0.5446,0.75,0.725,0.99811343,0.0,0.0,0.025,1.0,0.0,-0.5446,0
primary,receipt_ancestry,low_to_high,707,13,s707-e18,medium,handoff_depth,2,2,correct,0.3565924,1,0,0,0,0,0,0,0,1.0,1.0,0,,11,4,max_handoffs|memory_horizon|retry_demand|token_budget,0,0,0,0,0,256,3576,0.55333333,0.5,0.5446,0.75,0.725,0.99811343,0.0,0.0,0.025,1.0,0.0,-0.5446,0
primary,receipt_ancestry,low_to_high,707,14,s707-e02,high,token_capacity,-3,-3,correct,0.279766,0,0,0,0,1,1,1,0,0.91666667,1.0,1,evidence_fits_token_budget,11,4,max_handoffs|memory_horizon|retry_demand|token_budget,0,0,0,0,0,256,3871,0.55333333,0.5,0.6546,0.75,0.70833333,0.99811343,0.03948363,0.01190476,0.00833333,1.0,0.0,-0.6546,1
primary,receipt_ancestry,low_to_high,707,15,s707-e03,high,latency_floor,-105,105,reversed,0.3859276,0,0,1,1,1,0,1,1,0.83333333,0.83333333,1,evidence_fits_token_budget,22,0,,1,1,1,1,2,256,4166,0.66166667,0.54545455,0.72682727,0.75,0.625,0.99811343,0.06812811,0.0297619,-0.075,1.0,0.0,-0.72682727,0
primary,receipt_ancestry,low_to_high,707,16,s707-e04,high,memory_horizon,3,3,correct,0.226114,0,0,0,0,0,0,1,1,1.0,1.0,0,,11,0,,1,1,0,0,0,256,4461,0.12,0.5,0.6016,0.75,0.725,0.99811343,0.0,0.0,0.025,1.0,0.0,-0.6016,0
primary,receipt_ancestry,low_to_high,707,17,s707-e07,high,risk_tolerance,3,3,correct,0.2909452,1,0,0,0,0,0,1,1,0.83333333,1.0,0,,11,0,,1,1,0,0,0,256,4766,0.12,0.5,0.6016,0.75,0.69166667,0.99811343,0.01967018,0.00867647,-0.00833333,1.0,0.0,-0.6016,0
primary,receipt_ancestry,low_to_high,707,18,s707-e08,high,memory_horizon,-3,0,missed,0.3133308,0,0,0,0,1,0,1,1,0.66666667,0.83333333,0,,9,1,memory_horizon,2,1,0,0,0,256,5061,0.22833333,0.59090909,0.68155455,0.75,0.56666667,0.99811343,0.23037841,0.1045098,-0.13333333,1.0,0.0,-0.68155455,0
primary,receipt_ancestry,low_to_high,707,19,s707-e10,high,handoff_depth,-3,-3,correct,0.42742058,1,0,0,0,1,0,1,1,0.66666667,0.83333333,0,,11,1,memory_horizon,2,1,0,0,0,256,5366,0.22833333,0.5,0.6461,0.75,0.61666667,0.99811343,0.26574164,0.12509804,-0.08333333,1.0,0.0,-0.6461,0
primary,receipt_ancestry,low_to_high,707,20,s707-e17,high,handoff_depth,-3,-3,correct,0.4038524,1,0,1,1,1,0,1,1,0.66666667,0.83333333,0,,22,0,,2,2,1,0,4,256,5671,0.22833333,0.5,0.6461,0.75,0.61666667,0.99811343,0.28404407,0.13367647,-0.08333333,1.0,0.0,-0.6461,0
primary,fresh_ground_truth,high_to_low,707,1,s707-e02,high,token_capacity,-3,-3,correct,0.0325425,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,295,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.4946804426,0.3789896681,-0.0910103319,0
primary,fresh_ground_truth,high_to_low,707,2,s707-e03,high,latency_floor,-105,-105,correct,0.0349605,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,590,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.6766632073,0.2425025945,-0.2274974055,0
primary,fresh_ground_truth,high_to_low,707,3,s707-e04,high,memory_horizon,3,3,correct,0.0312075,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,885,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.7436109251,0.1922918062,-0.2777081938,0
primary,fresh_ground_truth,high_to_low,707,4,s707-e07,high,risk_tolerance,3,3,correct,0.0312585,1,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1190,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.7682396142,0.1738202894,-0.2961797106,0
primary,fresh_ground_truth,high_to_low,707,5,s707-e08,high,memory_horizon,-3,-3,correct,0.0414465,0,0,1,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1485,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.7773000025,0.1670249981,-0.3029750019,0
primary,fresh_ground_truth,high_to_low,707,6,s707-e10,high,handoff_depth,-3,-3,correct,0.0385395,1,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1790,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.7806331331,0.1645251502,-0.3054748498,0
primary,fresh_ground_truth,high_to_low,707,7,s707-e17,high,handoff_depth,-3,-3,missed,0.040227,1,1,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,2095,0.0,0.0,0.49,0.75,1.0,0.99811343,0.0,0.0,0.26,0.8137682336,0.1396738248,-0.3503261752,0
primary,fresh_ground_truth,high_to_low,707,8,s707-e01,medium,handoff_depth,2,2,correct,0.031953,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,2383,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.6309817232,0.2767637076,-0.0832362924,0
primary,fresh_ground_truth,high_to_low,707,9,s707-e11,medium,risk_tolerance,2,2,correct,0.031122,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,2671,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.5637383238,0.3271962572,-0.0328037428,0
primary,fresh_ground_truth,high_to_low,707,10,s707-e13,medium,handoff_depth,2,2,correct,0.037395,0,0,1,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,2959,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.5390008597,0.3457493552,-0.0142506448,0
primary,fresh_ground_truth,high_to_low,707,11,s707-e15,medium,latency_floor,70,70,correct,0.0254835,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,3247,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.5299004552,0.3525746586,-0.0074253414,0
primary,fresh_ground_truth,high_to_low,707,12,s707-e16,medium,handoff_depth,2,2,correct,0.0397995,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,3535,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.5265526035,0.3550855474,-0.0049144526,0
primary,fresh_ground_truth,high_to_low,707,13,s707-e18,medium,handoff_depth,2,2,correct,0.0494895,1,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,3833,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.5253209977,0.3560092517,-0.0039907483,0
primary,fresh_ground_truth,high_to_low,707,14,s707-e00,low,handoff_depth,1,2,duplicated,0.0411795,0,0,0,0,0,0,0,0,0.83333333,0.83333333,0,,22,1,handoff_depth,1,0,0,0,0,256,4114,0.0,0.0,0.305,0.75,0.925,0.99811343,0.04776579,0.02116402,0.225,0.4945167797,0.3791124152,0.0741124152,0
primary,fresh_ground_truth,high_to_low,707,15,s707-e05,low,latency_floor,35,35,correct,0.01977,0,0,1,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,4395,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.385457029,0.4609072282,0.2009072282,0
primary,fresh_ground_truth,high_to_low,707,16,s707-e06,low,latency_floor,35,35,correct,0.0293355,1,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,4686,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.3453361888,0.4909978584,0.2309978584,0
primary,fresh_ground_truth,high_to_low,707,17,s707-e09,low,latency_floor,35,35,correct,0.027972,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,4967,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.3305765565,0.5020675826,0.2420675826,0
primary,fresh_ground_truth,high_to_low,707,18,s707-e12,low,memory_horizon,-1,-1,correct,0.0230235,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,5248,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.3251467913,0.5061399065,0.2461399065,0
primary,fresh_ground_truth,high_to_low,707,19,s707-e14,low,risk_tolerance,1,1,correct,0.020847,1,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,5539,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.3231492922,0.5076380309,0.2476380309,0
primary,fresh_ground_truth,high_to_low,707,20,s707-e19,low,handoff_depth,-1,-1,correct,0.036336,0,0,1,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,5820,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.3224144534,0.50818916,0.24818916,0
primary,persistent_history,high_to_low,707,1,s707-e02,high,token_capacity,-3,-3,correct,0.21695,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,135,135,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.4946804426,0.3789896681,-0.0910103319,0
primary,persistent_history,high_to_low,707,2,s707-e03,high,latency_floor,-105,-105,correct,0.23307,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,174,309,0.0296875,0.0,0.47534375,0.75,1.0,0.99811343,0.0,0.0,0.27465625,0.6851236804,0.2361572397,-0.2391865103,0
primary,persistent_history,high_to_low,707,3,s707-e04,high,memory_horizon,3,3,correct,0.21250313,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,213,522,0.18203125,0.0,0.50276562,0.75,1.0,0.99811343,0.0,0.0,0.24723438,0.7993440054,0.150491996,-0.352273624,0
primary,persistent_history,high_to_low,707,4,s707-e07,high,risk_tolerance,3,0,missed,0.23569469,1,0,0,0,0,0,0,0,0.83333333,0.83333333,0,,22,2,history_overflow|risk_tolerance,1,0,0,0,0,256,784,0.3734375,0.0,0.58221875,0.75,0.925,0.99811343,0.02080942,0.0091653,0.16778125,1.0,0.0,-0.58221875,0
primary,persistent_history,high_to_low,707,5,s707-e08,high,memory_horizon,-3,-3,correct,0.35232562,0,0,1,1,0,1,1,0,0.83333333,0.83333333,0,,22,2,history_overflow|risk_tolerance,1,1,1,0,2,256,1079,0.52578125,0.0,0.58964063,0.75,0.925,0.99811343,0.02080942,0.0091653,0.16035937,1.0,0.0,-0.58964063,1
primary,persistent_history,high_to_low,707,6,s707-e10,high,handoff_depth,-3,-3,correct,0.35579719,1,0,0,0,1,0,1,1,0.75,0.66666667,0,,22,2,history_overflow|risk_tolerance,1,1,0,0,0,256,1384,0.7171875,0.0,0.62409375,0.75,0.86666667,0.99811343,0.21406919,0.11944444,0.12590625,1.0,0.0,-0.62409375,0
primary,persistent_history,high_to_low,707,7,s707-e17,high,handoff_depth,-3,3,reversed,0.39575813,1,0,0,0,1,0,1,1,0.58333333,0.5,0,,22,3,handoff_depth|history_overflow|risk_tolerance,2,1,0,0,0,256,1689,0.90859375,0.0,0.70354688,0.75,0.79166667,0.99811343,0.85865577,0.51527778,0.04645312,1.0,0.0,-0.70354688,0
primary,persistent_history,high_to_low,707,8,s707-e01,medium,handoff_depth,2,2,correct,0.38930906,0,0,0,0,1,0,1,1,0.58333333,0.5,0,,22,2,history_overflow|risk_tolerance,2,1,0,0,0,256,1977,1.03359375,0.0,0.59604688,0.75,0.79166667,0.99811343,1.43526127,0.80694444,0.09166667,1.0,0.0,-0.59604688,0
primary,persistent_history,high_to_low,707,9,s707-e11,medium,risk_tolerance,2,2,correct,0.56251906,0,0,0,0,1,0,1,1,0.58333333,0.5,0,,22,1,history_overflow,2,1,0,0,0,256,2265,1.15859375,0.0,0.61854688,0.75,0.79166667,0.99811343,1.43526127,0.80694444,0.09166667,1.0,0.0,-0.61854688,0
primary,persistent_history,high_to_low,707,10,s707-e13,medium,handoff_depth,2,0,missed,0.62308906,0,0,1,1,1,0,1,1,0.58333333,0.5,0,,22,4,handoff_depth|history_overflow|latency_floor|token_capacity,4,2,0,0,0,256,2553,1.28359375,0.0,0.68604687,0.75,0.79166667,0.99811343,0.80681296,0.55694444,0.06395313,1.0,0.0,-0.68604687,0
primary,persistent_history,high_to_low,707,11,s707-e15,medium,latency_floor,70,70,correct,0.60242906,0,0,0,0,1,0,1,1,0.58333333,0.5,0,,22,3,handoff_depth|history_overflow|token_capacity,4,2,0,0,0,256,2841,1.40859375,0.0,0.71354687,0.75,0.79166667,0.99811343,0.80838507,0.55189394,0.03645313,1.0,0.0,-0.71354687,0
primary,persistent_history,high_to_low,707,12,s707-e16,medium,handoff_depth,2,2,correct,0.72,0,0,0,0,1,0,1,1,0.58333333,0.5,0,,22,2,history_overflow|token_capacity,4,2,0,0,0,256,3129,1.5,0.0,0.73,0.75,0.79166667,0.99811343,0.45053357,0.33661616,0.02,1.0,0.0,-0.73,0
primary,persistent_history,high_to_low,707,13,s707-e18,medium,handoff_depth,2,0,missed,0.72,1,0,0,0,1,0,1,1,0.58333333,0.5,0,,22,3,handoff_depth|history_overflow|token_capacity,5,2,0,0,0,256,3427,1.5,0.0,0.775,0.75,0.79166667,0.99811343,0.23395939,0.18036616,-0.025,1.0,0.0,-0.775,0
primary,persistent_history,high_to_low,707,14,s707-e00,low,handoff_depth,1,2,duplicated,0.72,0,0,0,0,1,0,1,1,0.58333333,0.5,0,,22,3,handoff_depth|history_overflow|token_capacity,6,2,0,0,0,256,3708,1.5,0.0,0.7,0.75,0.79166667,0.99811343,0.2441056,0.18483045,0.05,1.0,0.0,-0.7,0
primary,persistent_history,high_to_low,707,15,s707-e05,low,latency_floor,35,0,missed,0.6168,0,0,1,1,1,0,1,1,0.58333333,0.5,0,,22,4,handoff_depth|history_overflow|latency_floor|token_capacity,8,3,0,0,0,256,3989,1.5,0.0,0.7,0.75,0.79166667,0.99811343,0.24267901,0.17599206,0.05,1.0,0.0,-0.7,0
primary,persistent_history,high_to_low,707,16,s707-e06,low,latency_floor,35,0,missed,0.68057,1,0,0,0,1,0,1,1,0.58333333,0.5,0,,22,4,handoff_depth|history_overflow|latency_floor|token_capacity,9,3,0,0,0,256,4280,1.5,0.0,0.7,0.75,0.79166667,0.99811343,0.24422902,0.16851343,0.05,1.0,0.0,-0.7,0
primary,persistent_history,high_to_low,707,17,s707-e09,low,latency_floor,35,0,missed,0.72,0,0,0,0,1,0,1,1,0.66666667,0.66666667,0,,22,4,handoff_depth|history_overflow|latency_floor|token_capacity,10,3,0,0,0,256,4561,1.5,0.0,0.7,0.75,0.85,0.99811343,0.24753596,0.16210317,0.05,1.0,0.0,-0.7,0
primary,persistent_history,high_to_low,707,18,s707-e12,low,memory_horizon,-1,-2,duplicated,0.72,0,0,0,0,1,0,1,1,0.58333333,0.5,0,,22,5,handoff_depth|history_overflow|latency_floor|memory_horizon|token_capacity,11,3,0,0,0,256,4842,1.5,0.0,0.7,0.75,0.79166667,0.99811343,0.26981968,0.18293651,0.05,1.0,0.0,-0.7,0
primary,persistent_history,high_to_low,707,19,s707-e14,low,risk_tolerance,1,0,missed,0.72,1,0,0,0,1,0,1,1,0.41666667,0.33333333,0,,22,6,handoff_depth|history_overflow|latency_floor|memory_horizon|risk_tolerance|token_capacity,12,3,0,0,0,256,5133,1.5,0.0,0.7,0.75,0.71666667,0.99811343,0.27140891,0.18582866,0.01666667,1.0,0.0,-0.7,0
primary,persistent_history,high_to_low,707,20,s707-e19,low,handoff_depth,-1,-1,correct,0.72,0,0,1,1,1,0,1,1,0.33333333,0.33333333,0,,22,6,handoff_depth|history_overflow|latency_floor|memory_horizon|risk_tolerance|token_capacity,13,4,0,0,0,256,5414,1.5,0.0,0.68,0.75,0.7,0.99811343,0.3280947,0.23865605,0.0,1.0,0.0,-0.68,0
primary,prose_summary,high_to_low,707,1,s707-e02,high,token_capacity,-3,3,reversed,0.248382,0,0,0,0,1,1,1,0,0.83333333,0.83333333,0,,6,1,token_capacity,1,0,0,0,0,234,197,0.79545455,0.72727273,0.78181818,0.75,0.525,0.99811343,0.41197357,0.18333333,-0.175,1.0,0.0,-0.78181818,0
primary,prose_summary,high_to_low,707,2,s707-e03,high,latency_floor,-105,-105,correct,0.34934229,0,0,0,0,1,0,1,1,0.75,0.83333333,0,,6,1,token_capacity,1,0,0,0,0,234,470,0.79545455,0.72727273,0.76181818,0.75,0.50833333,0.99811343,0.40990815,0.21111111,-0.19166667,1.0,0.0,-0.76181818,0
primary,prose_summary,high_to_low,707,3,s707-e04,high,memory_horizon,3,0,missed,0.33032709,0,0,0,0,1,0,1,1,0.58333333,0.66666667,0,,6,2,memory_horizon|token_capacity,2,0,0,0,0,234,743,0.79545455,0.72727273,0.80681818,0.75,0.43333333,0.99811343,0.46254171,0.27361111,-0.26666667,1.0,0.0,-0.80681818,0
primary,prose_summary,high_to_low,707,4,s707-e07,high,risk_tolerance,3,3,correct,0.34578549,1,0,0,0,1,0,1,1,0.41666667,0.66666667,0,,6,2,memory_horizon|token_capacity,3,0,0,0,0,234,1026,0.79545455,0.72727273,0.81181818,0.75,0.4,0.99811343,0.46594205,0.28277641,-0.3,1.0,0.0,-0.81181818,0
primary,prose_summary,high_to_low,707,5,s707-e08,high,memory_horizon,-3,-3,correct,0.41260469,0,0,1,1,1,0,1,1,0.58333333,0.66666667,0,,6,0,,3,1,1,0,5,234,1299,0.79545455,0.72727273,0.81181818,0.75,0.43333333,0.99811343,0.4151235,0.22027641,-0.26666667,1.0,0.0,-0.81181818,0
primary,prose_summary,high_to_low,707,6,s707-e10,high,handoff_depth,-3,-3,missed,0.39787589,1,1,0,0,1,0,1,1,0.75,1.0,0,,6,0,,3,1,0,0,0,234,1582,0.79545455,0.72727273,0.83181818,0.75,0.55,0.99811343,0.84471396,0.375,-0.15,1.0,0.0,-0.83181818,0
primary,prose_summary,high_to_low,707,7,s707-e17,high,handoff_depth,-3,-3,missed,0.40642589,1,1,0,0,0,0,1,1,0.83333333,1.0,0,,6,0,,3,1,0,0,0,234,1865,0.79545455,0.72727273,0.83181818,0.75,0.56666667,0.99811343,0.84983659,0.33333333,-0.13333333,1.0,0.0,-0.83181818,0
primary,prose_summary,high_to_low,707,8,s707-e01,medium,handoff_depth,2,2,correct,0.36450429,0,0,0,0,0,0,1,1,0.91666667,0.83333333,0,,6,1,risk_tolerance,4,1,0,0,0,234,2131,0.79545455,0.72727273,0.72681818,0.75,0.54166667,0.99811343,0.8291562,0.25,-0.15833333,1.0,0.0,-0.72681818,0
primary,prose_summary,high_to_low,707,9,s707-e11,medium,risk_tolerance,2,4,duplicated,0.37549389,0,0,0,0,0,0,1,1,0.75,0.66666667,0,,6,2,memory_horizon|risk_tolerance,7,1,0,0,0,234,2397,0.79545455,0.72727273,0.79681818,0.75,0.46666667,0.99811343,0.8292411,0.2571327,-0.23333333,1.0,0.0,-0.79681818,0
primary,prose_summary,high_to_low,707,10,s707-e13,medium,handoff_depth,2,0,missed,0.42247709,0,0,1,1,1,0,1,1,0.66666667,0.5,0,,6,0,,8,2,1,0,4,234,2663,0.79545455,0.72727273,0.79681818,0.75,0.40833333,0.99811343,0.27732015,0.1071327,-0.29166667,1.0,0.0,-0.79681818,0
primary,prose_summary,high_to_low,707,11,s707-e15,medium,latency_floor,70,0,missed,0.36212549,0,0,0,0,1,0,1,1,0.91666667,0.83333333,0,,6,1,latency_floor,9,2,0,0,0,234,2929,0.79545455,0.72727273,0.79681818,0.75,0.54166667,0.99811343,0.05025189,0.01515152,-0.15833333,1.0,0.0,-0.79681818,0
primary,prose_summary,high_to_low,707,12,s707-e16,medium,handoff_depth,2,0,missed,0.43465989,0,0,0,0,1,0,1,1,0.66666667,0.66666667,0,,6,2,handoff_depth|latency_floor,10,2,0,0,0,234,3195,0.79545455,0.72727273,0.79681818,0.75,0.45,0.99811343,0.19426399,0.12626263,-0.25,1.0,0.0,-0.79681818,0
primary,prose_summary,high_to_low,707,13,s707-e18,medium,handoff_depth,2,2,correct,0.48375589,1,0,0,0,1,0,1,1,0.66666667,0.66666667,0,,6,2,handoff_depth|latency_floor,11,2,0,0,0,234,3471,0.79545455,0.72727273,0.77681818,0.75,0.45,0.99811343,0.22414728,0.14015152,-0.25,1.0,0.0,-0.77681818,0
primary,prose_summary,high_to_low,707,14,s707-e00,low,handoff_depth,1,0,missed,0.44165189,0,0,0,0,1,0,1,1,0.66666667,0.66666667,0,,6,2,handoff_depth|latency_floor,12,2,0,0,0,234,3730,0.79545455,0.72727273,0.69681818,0.75,0.45,0.99811343,0.23194527,0.15073353,-0.25,1.0,0.0,-0.69681818,0
primary,prose_summary,high_to_low,707,15,s707-e05,low,latency_floor,35,70,duplicated,0.33317709,0,0,1,1,1,0,1,1,0.66666667,0.66666667,0,,6,2,handoff_depth|latency_floor,14,3,0,0,0,234,3989,0.79545455,0.72727273,0.69681818,0.75,0.45,0.99811343,0.23346725,0.15641534,-0.25,1.0,0.0,-0.69681818,0
primary,prose_summary,high_to_low,707,16,s707-e06,low,latency_floor,35,35,correct,0.38164229,1,0,0,0,1,0,1,1,0.66666667,0.5,0,,6,2,handoff_depth|retry_demand,15,3,0,0,0,234,4258,0.79545455,0.72727273,0.67681818,0.75,0.40833333,0.99811343,0.23258477,0.14199227,-0.29166667,1.0,0.0,-0.67681818,0
