run_family,mode,schedule,seed,cycle,event_id,amplitude,target,truth_delta,applied_delta,application_outcome,difficulty,correction_required,correction_success,checkpoint,checkpoint_failed,unsafe_attempt,first_failure_this_cycle,failed_by_cycle,failed_before_cycle,config_accuracy,requirement_accuracy,invariant_failure_count,invariant_failures,known_dependency_count,unresolved_dependency_count,unresolved_dependencies,contradiction_count,retry_count,repair_succeeded,repaired_invariant_count,repaired_field_count,representation_tokens,total_tokens,context_pressure,handoff_loss,kappa,kappa_star_0,phi_star,phi_base,epsilon,delta_hol,vkd,damage_D,kappa_star_eff,vkd_f,subcritical_failure
primary,fresh_ground_truth,low_to_high,101,1,s101-e00,low,retry_demand,-1,-1,correct,0.0135255,1,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,291,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.2035344724,0.5973491457,0.3,0
primary,fresh_ground_truth,low_to_high,101,2,s101-e02,low,retry_demand,1,1,correct,0.0161055,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,572,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.2784106203,0.5411920348,0.2811920348,0
primary,fresh_ground_truth,low_to_high,101,3,s101-e07,low,latency_floor,35,35,correct,0.0074055,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,853,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.3059560158,0.5205329882,0.2605329882,0
primary,fresh_ground_truth,low_to_high,101,4,s101-e08,low,token_capacity,-1,-1,correct,0.007944,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1134,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.3160894005,0.5129329496,0.2529329496,0
primary,fresh_ground_truth,low_to_high,101,5,s101-e11,low,risk_tolerance,1,1,correct,0.0119685,0,0,1,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1415,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.3198172644,0.5101370517,0.2501370517,0
primary,fresh_ground_truth,low_to_high,101,6,s101-e14,low,risk_tolerance,1,1,correct,0.0142995,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1696,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.3211886689,0.5091084983,0.2491084983,0
primary,fresh_ground_truth,low_to_high,101,7,s101-e17,low,token_capacity,1,1,correct,0.0225975,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1977,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.3216931804,0.5087301147,0.2487301147,0
primary,fresh_ground_truth,low_to_high,101,8,s101-e04,medium,handoff_depth,-2,-2,correct,0.0261135,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,2265,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.4499574276,0.4125319293,0.0525319293,0
primary,fresh_ground_truth,low_to_high,101,9,s101-e05,medium,memory_horizon,2,2,correct,0.0222225,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,2553,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.4971432071,0.3771425947,0.0171425947,0
primary,fresh_ground_truth,low_to_high,101,10,s101-e06,medium,retry_demand,-2,-2,correct,0.0298665,0,0,1,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,2841,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.5145018854,0.364123586,0.004123586,0
primary,fresh_ground_truth,low_to_high,101,11,s101-e13,medium,retry_demand,2,2,correct,0.0438825,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,3129,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.5208877862,0.3593341603,-0.0006658397,0
primary,fresh_ground_truth,low_to_high,101,12,s101-e16,medium,risk_tolerance,-2,-2,correct,0.031836,1,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,3427,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.5232370278,0.3575722291,-0.0024277709,0
primary,fresh_ground_truth,low_to_high,101,13,s101-e18,medium,memory_horizon,-2,-2,correct,0.026604,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,3715,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.5241012655,0.3569240509,-0.0030759491,0
primary,fresh_ground_truth,low_to_high,101,14,s101-e01,high,memory_horizon,3,3,correct,0.0448545,1,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,4020,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.6874865232,0.2343851076,-0.2356148924,0
primary,fresh_ground_truth,low_to_high,101,15,s101-e03,high,memory_horizon,-3,-3,correct,0.047487,1,0,1,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,4325,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.7475926006,0.1893055496,-0.2806944504,0
primary,fresh_ground_truth,low_to_high,101,16,s101-e09,high,risk_tolerance,3,3,correct,0.050841,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,4620,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.7697043907,0.172721707,-0.297278293,0
primary,fresh_ground_truth,low_to_high,101,17,s101-e10,high,memory_horizon,3,3,correct,0.057369,1,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,4925,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.7778388637,0.1666208522,-0.3033791478,0
primary,fresh_ground_truth,low_to_high,101,18,s101-e12,high,latency_floor,105,105,correct,0.035376,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,5220,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.7808313691,0.1643764732,-0.3056235268,0
primary,fresh_ground_truth,low_to_high,101,19,s101-e15,high,token_capacity,3,3,correct,0.0516015,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,5515,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.7819322503,0.1635508123,-0.3064491877,0
primary,fresh_ground_truth,low_to_high,101,20,s101-e19,high,retry_demand,3,3,correct,0.057039,0,0,1,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,5810,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.7823372418,0.1632470687,-0.3067529313,0
primary,persistent_history,low_to_high,101,1,s101-e00,low,retry_demand,-1,-1,correct,0.09017,1,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,131,131,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.2035344724,0.5973491457,0.3,0
primary,persistent_history,low_to_high,101,2,s101-e02,low,retry_demand,1,2,duplicated,0.10737,0,0,0,0,0,0,0,0,0.83333333,0.83333333,0,,22,1,retry_demand,1,0,0,0,0,156,287,0.0,0.0,0.305,0.75,0.925,0.99811343,0.14877976,0.0625,0.225,0.3968061226,0.4523954081,0.1473954081,0
primary,persistent_history,low_to_high,101,3,s101-e07,low,latency_floor,35,35,correct,0.06937,0,0,0,0,0,0,0,0,0.83333333,0.83333333,0,,22,1,retry_demand,1,0,0,0,0,181,468,0.05703125,0.0,0.29526563,0.75,0.925,0.99811343,0.14877976,0.0625,0.225,0.454102424,0.409423182,0.114157552,0
primary,persistent_history,low_to_high,101,4,s101-e08,low,token_capacity,-1,-1,correct,0.08151469,0,0,0,0,0,0,0,0,0.83333333,0.83333333,0,,22,1,retry_demand,1,0,0,0,0,206,674,0.1546875,0.0,0.31284375,0.75,0.925,0.99811343,0.14877976,0.0625,0.225,0.500269926,0.3747975555,0.0619538055,0
primary,persistent_history,low_to_high,101,5,s101-e11,low,risk_tolerance,1,2,duplicated,0.12299312,0,0,1,1,0,1,1,0,0.66666667,0.66666667,0,,22,2,retry_demand|risk_tolerance,2,1,1,0,4,231,905,0.25234375,0.0,0.37542188,0.75,0.85,0.99811343,0.1476166,0.0656746,0.15,0.6675154878,0.2493633841,-0.1260584959,1
primary,persistent_history,low_to_high,101,6,s101-e14,low,risk_tolerance,1,1,correct,0.17318156,0,0,0,0,0,0,1,1,1.0,1.0,0,,22,1,retry_demand,2,1,0,0,0,256,1161,0.35,0.0,0.373,0.75,1.0,0.99811343,0.0,0.0,0.3,0.5953019195,0.3035235604,-0.0694764396,0
primary,persistent_history,low_to_high,101,7,s101-e17,low,token_capacity,1,1,correct,0.24315,0,0,0,0,0,0,1,1,1.0,1.0,0,,22,2,history_overflow|retry_demand,2,1,0,0,0,256,1442,0.44765625,0.0,0.39057812,0.75,1.0,0.99811343,0.0,0.0,0.3,0.5937477655,0.3046891759,-0.0858889441,0
primary,persistent_history,low_to_high,101,8,s101-e04,medium,handoff_depth,-2,0,missed,0.28123844,0,0,0,0,1,0,1,1,0.75,0.83333333,0,,22,3,handoff_depth|history_overflow|retry_demand,3,1,0,0,0,256,1730,0.57265625,0.0,0.55807812,0.75,0.90833333,0.99811343,0.37038927,0.19047619,0.19192188,1.0,0.0,-0.55807812,0
primary,persistent_history,low_to_high,101,9,s101-e05,medium,memory_horizon,2,2,correct,0.29404844,0,0,0,0,1,0,1,1,0.75,0.83333333,0,,22,3,handoff_depth|history_overflow|retry_demand,3,1,0,0,0,256,2018,0.69765625,0.0,0.56057812,0.75,0.90833333,0.99811343,0.37038927,0.19047619,0.18942188,1.0,0.0,-0.56057812,0
primary,persistent_history,low_to_high,101,10,s101-e06,medium,retry_demand,-2,2,reversed,0.68375844,0,0,1,1,1,0,1,1,0.58333333,0.66666667,0,,22,3,handoff_depth|history_overflow|retry_demand,4,2,1,0,5,256,2306,0.82265625,0.0,0.62807812,0.75,0.83333333,0.99811343,0.94243317,0.60714286,0.12192188,1.0,0.0,-0.62807812,0
primary,persistent_history,low_to_high,101,11,s101-e13,medium,retry_demand,2,0,missed,0.72,0,0,0,0,0,0,1,1,0.41666667,0.33333333,0,,22,3,handoff_depth|history_overflow|retry_demand,5,2,0,0,0,256,2594,0.94765625,0.0,0.67557813,0.75,0.71666667,0.99811343,0.20061642,0.1151787,0.01666667,1.0,0.0,-0.67557813,0
primary,persistent_history,low_to_high,101,12,s101-e16,medium,risk_tolerance,-2,2,reversed,0.72,1,0,0,0,0,0,1,1,0.41666667,0.33333333,0,,22,4,handoff_depth|history_overflow|retry_demand|risk_tolerance,6,2,0,0,0,256,2892,1.11171875,0.0,0.73010938,0.75,0.71666667,0.99811343,0.20594856,0.12177909,0.01666667,1.0,0.0,-0.73010938,0
primary,persistent_history,low_to_high,101,13,s101-e18,medium,memory_horizon,-2,-2,correct,0.44411781,0,0,0,0,0,0,1,1,0.41666667,0.33333333,0,,22,4,handoff_depth|history_overflow|retry_demand|risk_tolerance,6,2,0,0,0,256,3180,1.23671875,0.0,0.73260938,0.75,0.71666667,0.99811343,0.20594856,0.12177909,0.01666667,1.0,0.0,-0.73260938,0
primary,persistent_history,low_to_high,101,14,s101-e01,high,memory_horizon,3,3,correct,0.72,1,0,0,0,0,0,1,1,0.41666667,0.33333333,0,,22,4,handoff_depth|history_overflow|retry_demand|risk_tolerance,6,2,0,0,0,256,3485,1.428125,0.0,0.8770625,0.75,0.71666667,0.99811343,0.20594856,0.12177909,-0.1270625,1.0,0.0,-0.8770625,0
primary,persistent_history,low_to_high,101,15,s101-e03,high,memory_horizon,-3,-3,correct,0.72,1,0,1,1,0,0,1,1,0.41666667,0.33333333,0,,22,4,handoff_depth|history_overflow|retry_demand|risk_tolerance,6,3,1,0,7,256,3790,1.5,0.0,0.89,0.75,0.71666667,0.99811343,0.20594856,0.12177909,-0.14,1.0,0.0,-0.89,0
primary,persistent_history,low_to_high,101,16,s101-e09,high,risk_tolerance,3,0,missed,0.72,0,0,0,0,1,0,1,1,0.25,0.16666667,0,,22,4,handoff_depth|history_overflow|retry_demand|risk_tolerance,7,3,0,0,0,256,4085,1.5,0.0,0.91,0.75,0.64166667,0.99811343,0.44034868,0.29503984,-0.16,1.0,0.0,-0.91,0
primary,persistent_history,low_to_high,101,17,s101-e10,high,memory_horizon,3,3,correct,0.72,1,0,0,0,1,0,1,1,0.25,0.16666667,0,,22,4,handoff_depth|history_overflow|retry_demand|risk_tolerance,7,3,0,0,0,256,4390,1.5,0.0,0.89,0.75,0.64166667,0.99811343,0.41292153,0.27003984,-0.14,1.0,0.0,-0.89,0
primary,persistent_history,low_to_high,101,18,s101-e12,high,latency_floor,105,0,missed,0.72,0,0,0,0,1,0,1,1,0.25,0.16666667,0,,22,5,handoff_depth|history_overflow|latency_floor|retry_demand|risk_tolerance,8,3,0,0,0,256,4685,1.5,0.0,0.91,0.75,0.64166667,0.99811343,0.42367272,0.28446292,-0.16,1.0,0.0,-0.91,0
primary,persistent_history,low_to_high,101,19,s101-e15,high,token_capacity,3,3,correct,0.72,0,0,0,0,1,0,1,1,0.25,0.16666667,0,,22,5,handoff_depth|history_overflow|latency_floor|retry_demand|risk_tolerance,8,3,0,0,0,256,4980,1.5,0.0,0.89,0.75,0.64166667,0.99811343,0.41799699,0.27090773,-0.14,1.0,0.0,-0.89,0
primary,persistent_history,low_to_high,101,20,s101-e19,high,retry_demand,3,6,duplicated,0.72,0,0,1,1,1,0,1,1,0.08333333,0.0,0,,22,5,handoff_depth|history_overflow|latency_floor|retry_demand|risk_tolerance,9,4,1,0,11,256,5275,1.5,0.0,0.91,0.75,0.56666667,0.99811343,0.48110171,0.43102677,-0.16,1.0,0.0,-0.91,0
primary,prose_summary,low_to_high,101,1,s101-e00,low,retry_demand,-1,-1,correct,0.1520292,1,0,0,0,0,0,0,0,1.0,1.0,0,,6,0,,0,0,0,0,0,234,193,0.79545455,0.72727273,0.52681818,0.75,0.6,0.99811343,0.0,0.0,-0.1,1.0,0.0,-0.52681818,0
primary,prose_summary,low_to_high,101,2,s101-e02,low,retry_demand,1,1,correct,0.23861029,0,0,0,0,0,0,0,0,0.91666667,1.0,0,,6,0,,0,0,0,0,0,234,452,0.79545455,0.72727273,0.52681818,0.75,0.58333333,0.99811343,0.06909635,0.02083333,-0.11666667,1.0,0.0,-0.52681818,0
primary,prose_summary,low_to_high,101,3,s101-e07,low,latency_floor,35,35,correct,0.19453029,0,0,0,0,0,0,0,0,0.91666667,1.0,0,,6,0,,0,0,0,0,0,234,711,0.79545455,0.72727273,0.52681818,0.75,0.58333333,0.99811343,0.06909635,0.02083333,-0.11666667,1.0,0.0,-0.52681818,0
primary,prose_summary,low_to_high,101,4,s101-e08,low,token_capacity,-1,-1,correct,0.19725869,0,0,0,0,0,0,0,0,0.75,1.0,0,,6,0,,0,0,0,0,0,234,970,0.79545455,0.72727273,0.52681818,0.75,0.55,0.99811343,0.09060288,0.04315476,-0.15,1.0,0.0,-0.52681818,0
primary,prose_summary,low_to_high,101,5,s101-e11,low,risk_tolerance,1,1,correct,0.21764949,0,0,1,1,0,1,1,0,0.58333333,1.0,0,,6,0,,1,1,0,0,0,234,1229,0.79545455,0.72727273,0.52681818,0.75,0.51666667,0.99811343,0.09094174,0.04632937,-0.18333333,1.0,0.0,-0.52681818,1
primary,prose_summary,low_to_high,101,6,s101-e14,low,risk_tolerance,1,1,correct,0.24465989,0,0,0,0,0,0,1,1,0.66666667,0.83333333,0,,6,1,token_capacity,2,1,0,0,0,234,1488,0.79545455,0.72727273,0.57681818,0.75,0.49166667,0.99811343,0.0910562,0.04575893,-0.20833333,1.0,0.0,-0.57681818,0
primary,prose_summary,low_to_high,101,7,s101-e17,low,token_capacity,1,0,missed,0.30190309,0,0,0,0,0,0,1,1,0.83333333,0.83333333,0,,6,2,handoff_depth|token_capacity,4,1,0,0,0,234,1747,0.79545455,0.72727273,0.64681818,0.75,0.525,0.99811343,0.06885054,0.0234375,-0.175,1.0,0.0,-0.64681818,0
primary,prose_summary,low_to_high,101,8,s101-e04,medium,handoff_depth,-2,0,missed,0.35011749,0,0,0,0,1,0,1,1,0.58333333,0.66666667,0,,6,3,handoff_depth|retry_demand|token_capacity,6,1,0,0,0,234,2013,0.79545455,0.72727273,0.79681818,0.75,0.43333333,0.99811343,0.48925233,0.25558036,-0.26666667,1.0,0.0,-0.79681818,0
primary,prose_summary,low_to_high,101,9,s101-e05,medium,memory_horizon,2,2,correct,0.34560309,0,0,0,0,1,0,1,1,0.41666667,0.5,0,,6,4,handoff_depth|retry_demand|risk_tolerance|token_capacity,7,1,0,0,0,234,2279,0.79545455,0.72727273,0.77681818,0.75,0.35833333,0.99811343,0.52017537,0.3031994,-0.34166667,1.0,0.0,-0.77681818,0
primary,prose_summary,low_to_high,101,10,s101-e06,medium,retry_demand,-2,-2,correct,0.38433269,0,0,1,1,1,0,1,1,0.33333333,0.33333333,0,,6,0,,8,2,1,0,8,234,2545,0.79545455,0.72727273,0.77681818,0.75,0.3,0.99811343,0.54889879,0.40736607,-0.4,1.0,0.0,-0.77681818,0
primary,prose_summary,low_to_high,101,11,s101-e13,medium,retry_demand,2,2,correct,0.45534709,0,0,0,0,0,0,1,1,0.91666667,1.0,0,,6,0,,8,2,0,0,0,234,2811,0.79545455,0.72727273,0.77681818,0.75,0.58333333,0.99811343,0.1381927,0.04166667,-0.11666667,1.0,0.0,-0.77681818,0
primary,prose_summary,low_to_high,101,12,s101-e16,medium,risk_tolerance,-2,-2,correct,0.39431149,1,0,0,0,0,0,1,1,0.83333333,1.0,0,,6,0,,8,2,0,0,0,234,3087,0.79545455,0.72727273,0.77681818,0.75,0.56666667,0.99811343,0.13989534,0.04545455,-0.13333333,1.0,0.0,-0.77681818,0
primary,prose_summary,low_to_high,101,13,s101-e18,medium,memory_horizon,-2,0,missed,0.36780269,0,0,0,0,1,0,1,1,0.66666667,0.66666667,0,,6,2,memory_horizon|token_capacity,10,2,0,0,0,234,3353,0.79545455,0.72727273,0.79681818,0.75,0.45,0.99811343,0.21643344,0.11212121,-0.25,1.0,0.0,-0.79681818,0
primary,prose_summary,low_to_high,101,14,s101-e01,high,memory_horizon,3,3,correct,0.46027189,1,0,0,0,1,0,1,1,0.66666667,0.66666667,1,receipt_outlives_memory,6,1,token_capacity,10,2,0,0,0,234,3636,0.79545455,0.72727273,0.88681818,0.75,0.45,0.99811343,0.16359021,0.07670455,-0.25,1.0,0.0,-0.88681818,0
primary,prose_summary,low_to_high,101,15,s101-e03,high,memory_horizon,-3,-3,correct,0.47360989,1,0,1,1,1,0,1,1,0.66666667,0.5,0,,6,0,,11,3,1,0,4,234,3919,0.79545455,0.72727273,0.88681818,0.75,0.40833333,0.99811343,0.21643344,0.11212121,-0.29166667,1.0,0.0,-0.88681818,0
primary,prose_summary,low_to_high,101,16,s101-e09,high,risk_tolerance,3,3,correct,0.49060349,0,0,0,0,0,0,1,1,0.83333333,1.0,0,,6,0,,11,3,0,0,0,234,4192,0.79545455,0.72727273,0.88681818,0.75,0.56666667,0.99811343,0.02080942,0.0091653,-0.13681818,1.0,0.0,-0.88681818,0
primary,prose_summary,low_to_high,101,17,s101-e10,high,memory_horizon,3,3,duplicated,0.52367869,1,1,0,0,1,0,1,1,0.66666667,0.83333333,0,,6,1,token_capacity,12,3,0,0,0,234,4475,0.79545455,0.72727273,0.90681818,0.75,0.49166667,0.99811343,0.13718097,0.0716653,-0.20833333,1.0,0.0,-0.90681818,0
primary,prose_summary,low_to_high,101,18,s101-e12,high,latency_floor,105,105,correct,0.41224749,0,0,0,0,1,0,1,1,0.58333333,0.83333333,0,,6,1,token_capacity,12,3,0,0,0,234,4748,0.79545455,0.72727273,0.88681818,0.75,0.475,0.99811343,0.13879707,0.0872903,-0.225,1.0,0.0,-0.88681818,0
primary,prose_summary,low_to_high,101,19,s101-e15,high,token_capacity,3,3,correct,0.49445669,0,0,0,0,1,0,1,1,0.41666667,0.83333333,0,,6,0,,12,3,0,0,0,234,5021,0.79545455,0.72727273,0.88681818,0.75,0.44166667,0.99811343,0.13325219,0.10319939,-0.25833333,1.0,0.0,-0.88681818,0
primary,prose_summary,low_to_high,101,20,s101-e19,high,retry_demand,3,3,correct,0.52200669,0,0,1,1,1,0,1,1,0.41666667,0.83333333,1,timeout_covers_retry_window,6,1,token_capacity,13,4,0,0,0,234,5294,0.79545455,0.72727273,0.88681818,0.75,0.44166667,0.99811343,0.14016823,0.11072254,-0.25833333,1.0,0.0,-0.88681818,0
primary,receipt_ancestry,low_to_high,101,1,s101-e00,low,retry_demand,-1,-1,correct,0.1085556,1,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,211,221,0.12,0.0,0.2816,0.75,1.0,0.99811343,0.0,0.0,0.3,0.2294177042,0.5779367219,0.2963367219,0
primary,receipt_ancestry,low_to_high,101,2,s101-e02,low,retry_demand,1,1,correct,0.1202516,0,0,0,0,0,0,0,0,1.0,1.0,0,,21,1,max_handoffs,0,0,0,0,0,229,457,0.22833333,0.04545455,0.30882727,0.75,0.975,0.99811343,0.0,0.0,0.275,0.3808062346,0.464395324,0.155568054,0
primary,receipt_ancestry,low_to_high,101,3,s101-e07,low,latency_floor,35,35,correct,0.09557069,0,0,0,0,0,0,0,0,1.0,1.0,0,,20,3,handoff_depth|max_handoffs|memory_horizon,0,0,0,0,0,247,711,0.445,0.09090909,0.35555455,0.75,0.95,0.99811343,0.0,0.0,0.25,0.5370668411,0.3471998692,-0.0083546808,0
primary,receipt_ancestry,low_to_high,101,4,s101-e08,low,token_capacity,-1,0,missed,0.12382098,0,0,0,0,0,0,0,0,0.83333333,0.83333333,0,,21,5,handoff_depth|max_handoffs|memory_horizon|risk_tolerance|token_capacity,1,0,0,0,0,256,983,0.66166667,0.04545455,0.43182727,0.75,0.9,0.99811343,0.05004515,0.02232143,0.2,0.7417094608,0.1937179044,-0.2381093656,0
primary,receipt_ancestry,low_to_high,101,5,s101-e11,low,risk_tolerance,1,0,missed,0.24405629,0,0,1,1,0,1,1,0,0.66666667,0.66666667,0,,21,5,handoff_depth|max_handoffs|memory_horizon|risk_tolerance|token_capacity,3,1,0,0,0,256,1264,0.66166667,0.04545455,0.45682727,0.75,0.825,0.99811343,0.05194527,0.02549603,0.125,0.9409289431,0.0443032927,-0.4125239773,1
primary,receipt_ancestry,low_to_high,101,6,s101-e14,low,risk_tolerance,1,1,correct,0.28182349,0,0,0,0,0,0,1,1,0.66666667,0.66666667,0,,21,5,handoff_depth|max_handoffs|memory_horizon|retry_demand|token_capacity,3,1,0,0,0,256,1545,0.66166667,0.04545455,0.46182727,0.75,0.825,0.99811343,0.05189946,0.02543511,0.125,1.0,0.0,-0.46182727,0
primary,receipt_ancestry,low_to_high,101,7,s101-e17,low,token_capacity,1,1,correct,0.31944109,0,0,0,0,0,0,1,1,0.66666667,0.66666667,0,,20,4,handoff_depth|max_handoffs|memory_horizon|retry_demand,3,1,0,0,0,256,1826,0.55333333,0.09090909,0.45005455,0.75,0.8,0.99811343,0.04600336,0.0227896,0.1,1.0,0.0,-0.45005455,0
primary,receipt_ancestry,low_to_high,101,8,s101-e04,medium,handoff_depth,-2,-2,correct,0.32803938,0,0,0,0,0,0,1,1,0.66666667,0.66666667,0,,18,3,max_handoffs|memory_horizon|retry_demand,3,1,0,0,0,256,2114,0.445,0.18181818,0.54600909,0.75,0.75,0.99811343,0.05189946,0.02543511,0.05,1.0,0.0,-0.54600909,0
primary,receipt_ancestry,low_to_high,101,9,s101-e05,medium,memory_horizon,2,2,correct,0.30676836,0,0,0,0,0,0,1,1,0.66666667,0.66666667,0,,16,3,handoff_depth|max_handoffs|retry_demand,3,1,0,0,0,256,2402,0.445,0.27272727,0.56146364,0.75,0.7,0.99811343,0.05189946,0.02543511,0.0,1.0,0.0,-0.56146364,0
primary,receipt_ancestry,low_to_high,101,10,s101-e06,medium,retry_demand,-2,-2,correct,0.34883935,0,0,1,1,0,0,1,1,0.66666667,0.66666667,0,,22,0,,3,2,1,0,4,256,2690,0.33666667,0.36363636,0.55741818,0.75,0.65,0.99811343,0.05189946,0.02543511,-0.05,1.0,0.0,-0.55741818,0
primary,receipt_ancestry,low_to_high,101,11,s101-e13,medium,retry_demand,2,2,correct,0.286974,0,0,0,0,0,0,1,1,1.0,1.0,0,,13,0,,3,2,0,0,0,256,2978,0.12,0.40909091,0.52614545,0.75,0.775,0.99811343,0.0,0.0,0.075,1.0,0.0,-0.52614545,0
primary,receipt_ancestry,low_to_high,101,12,s101-e16,medium,risk_tolerance,-2,-2,correct,0.26574502,1,0,0,0,0,0,1,1,0.83333333,1.0,0,,11,0,,3,2,0,0,0,256,3276,0.12,0.5,0.5416,0.75,0.69166667,0.99811343,0.0147293,0.00647605,-0.00833333,1.0,0.0,-0.5416,0
primary,receipt_ancestry,low_to_high,101,13,s101-e18,medium,memory_horizon,-2,-2,correct,0.2494448,0,0,0,0,1,0,1,1,0.66666667,1.0,0,,11,0,,3,2,0,0,0,256,3564,0.12,0.5,0.5416,0.75,0.65833333,0.99811343,0.14688669,0.07314272,-0.04166667,1.0,0.0,-0.5416,0
primary,receipt_ancestry,low_to_high,101,14,s101-e01,high,memory_horizon,3,3,duplicated,0.3321804,1,1,0,0,0,0,1,1,0.83333333,1.0,0,,11,0,,3,2,0,0,0,256,3869,0.12,0.5,0.6716,0.75,0.69166667,0.99811343,0.0147293,0.00647605,-0.00833333,1.0,0.0,-0.6716,0
primary,receipt_ancestry,low_to_high,101,15,s101-e03,high,memory_horizon,-3,3,reversed,0.3441144,1,0,1,1,1,0,1,1,0.66666667,0.83333333,0,,22,0,,4,3,1,0,4,256,4174,0.33666667,0.59090909,0.75105455,0.75,0.56666667,0.99811343,0.44455206,0.20647605,-0.13333333,1.0,0.0,-0.75105455,0
primary,receipt_ancestry,low_to_high,101,16,s101-e09,high,risk_tolerance,3,-3,reversed,0.3321192,0,0,0,0,0,0,1,1,0.83333333,0.83333333,0,,10,2,max_retries|risk_tolerance,5,3,0,0,0,256,4469,0.33666667,0.54545455,0.76832727,0.75,0.625,0.99811343,0.04161885,0.01833061,-0.075,1.0,0.0,-0.76832727,0
primary,receipt_ancestry,low_to_high,101,17,s101-e10,high,memory_horizon,3,3,missed,0.44192189,1,1,0,0,1,0,1,1,0.75,0.83333333,1,receipt_outlives_memory,11,2,max_retries|risk_tolerance,5,3,0,0,0,256,4774,0.33666667,0.5,0.7606,0.75,0.63333333,0.99811343,0.10643615,0.04958061,-0.06666667,1.0,0.0,-0.7606,0
primary,receipt_ancestry,low_to_high,101,18,s101-e12,high,latency_floor,105,0,missed,0.3385112,0,0,0,0,1,0,1,1,0.66666667,0.66666667,1,receipt_outlives_memory,10,3,latency_floor|max_retries|risk_tolerance,6,3,0,0,0,256,5069,0.445,0.54545455,0.81282727,0.75,0.55,0.99811343,0.1116459,0.06520561,-0.15,1.0,0.0,-0.81282727,0
primary,receipt_ancestry,low_to_high,101,19,s101-e15,high,token_capacity,3,0,missed,0.42682589,0,0,0,0,1,0,1,1,0.5,0.5,1,receipt_outlives_memory,9,4,latency_floor|max_retries|risk_tolerance|token_capacity,7,3,0,0,0,256,5364,0.55333333,0.59090909,0.84005455,0.75,0.45,0.99811343,0.13289503,0.11293288,-0.25,1.0,0.0,-0.84005455,0
