run_family,mode,schedule,seed,cycle,event_id,amplitude,target,truth_delta,applied_delta,application_outcome,difficulty,correction_required,correction_success,checkpoint,checkpoint_failed,unsafe_attempt,first_failure_this_cycle,failed_by_cycle,config_accuracy,requirement_accuracy,invariant_failure_count,invariant_failures,known_dependency_count,unresolved_dependency_count,unresolved_dependencies,contradiction_count,retry_count,repair_succeeded,repaired_invariant_count,repaired_field_count,representation_tokens,total_tokens,context_pressure,handoff_loss,kappa,kappa_star_0,phi_star,phi_base,epsilon,delta_hol,vkd,subcritical_failure
amplitude_sweep,fresh_ground_truth,constant_low,101,1,amp-s101-e00,low,risk_tolerance,1,1,correct,0.0074025,1,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,291,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,2,amp-s101-e01,low,memory_horizon,1,1,correct,0.0168585,1,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,582,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,3,amp-s101-e02,low,latency_floor,35,35,correct,0.015603,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,863,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,4,amp-s101-e03,low,token_capacity,-1,-1,correct,0.01242,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1144,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,5,amp-s101-e04,low,retry_demand,1,1,correct,0.0089355,0,0,1,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1425,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,6,amp-s101-e05,low,retry_demand,1,1,correct,0.013476,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1706,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,7,amp-s101-e06,low,memory_horizon,-1,-1,correct,0.0165015,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1987,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,8,amp-s101-e07,low,memory_horizon,1,1,correct,0.0214095,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,2268,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,9,amp-s101-e08,low,token_capacity,1,0,missed,0.022902,1,0,0,0,0,0,0,0.83333333,0.83333333,0,,22,1,token_capacity,1,0,0,0,0,256,2559,0.0,0.0,0.305,0.75,0.925,0.99811343,0.04408796,0.01967593,0.225,0
amplitude_sweep,fresh_ground_truth,constant_low,101,10,amp-s101-e09,low,risk_tolerance,-1,-1,correct,0.0228525,1,0,1,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,2850,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,11,amp-s101-e10,low,handoff_depth,1,1,correct,0.0131625,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,3131,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,12,amp-s101-e11,low,latency_floor,-35,-35,correct,0.018084,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,3412,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,13,amp-s101-e12,low,handoff_depth,1,1,correct,0.020661,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,3693,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,14,amp-s101-e13,low,latency_floor,35,35,correct,0.0220425,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,3974,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,15,amp-s101-e14,low,latency_floor,35,35,correct,0.0236565,0,0,1,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,4255,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,16,amp-s101-e15,low,latency_floor,-35,-35,correct,0.0327405,1,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,4546,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,17,amp-s101-e16,low,retry_demand,1,1,correct,0.025251,1,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,4837,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,18,amp-s101-e17,low,retry_demand,-1,-1,correct,0.033963,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,5118,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,19,amp-s101-e18,low,retry_demand,-1,-1,correct,0.0283005,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,5399,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_low,101,20,amp-s101-e19,low,memory_horizon,-1,-1,correct,0.0284985,0,0,1,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,5680,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,persistent_history,constant_low,101,1,amp-s101-e00,low,risk_tolerance,1,1,correct,0.04935,1,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,131,131,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,persistent_history,constant_low,101,2,amp-s101-e01,low,memory_horizon,1,1,correct,0.11239,1,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,166,297,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,persistent_history,constant_low,101,3,amp-s101-e02,low,latency_floor,35,35,correct,0.10402,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,191,488,0.09609375,0.0,0.27729687,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,persistent_history,constant_low,101,4,amp-s101-e03,low,token_capacity,-1,-1,correct,0.09721406,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,216,704,0.19375,0.0,0.294875,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,persistent_history,constant_low,101,5,amp-s101-e04,low,retry_demand,1,1,correct,0.0886325,0,0,1,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,241,945,0.29140625,0.0,0.31245312,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,persistent_history,constant_low,101,6,amp-s101-e05,low,retry_demand,1,1,correct,0.13355094,0,0,0,0,0,0,0,1.0,1.0,0,,22,1,history_overflow,0,0,0,0,0,256,1211,0.3890625,0.0,0.33003125,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,persistent_history,constant_low,101,7,amp-s101-e06,low,memory_horizon,-1,-1,correct,0.16836937,0,0,0,0,0,0,0,1.0,1.0,0,,22,1,history_overflow,0,0,0,0,0,256,1492,0.48671875,0.0,0.34760937,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,persistent_history,constant_low,101,8,amp-s101-e07,low,memory_horizon,1,1,correct,0.21573781,0,0,0,0,0,0,0,1.0,1.0,0,,22,1,history_overflow,0,0,0,0,0,256,1773,0.584375,0.0,0.3651875,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,persistent_history,constant_low,101,9,amp-s101-e08,low,token_capacity,1,1,correct,0.24033625,1,0,0,0,0,0,0,1.0,1.0,0,,22,1,history_overflow,0,0,0,0,0,256,2064,0.72109375,0.0,0.38979687,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,persistent_history,constant_low,101,10,amp-s101-e09,low,risk_tolerance,-1,-1,correct,0.42051406,1,0,1,0,0,0,0,1.0,1.0,0,,22,1,history_overflow,0,0,0,0,0,256,2355,0.8578125,0.0,0.41440625,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,persistent_history,constant_low,101,11,amp-s101-e10,low,handoff_depth,1,1,correct,0.21642187,0,0,0,0,0,0,0,1.0,1.0,0,,22,1,history_overflow,0,0,0,0,0,256,2636,0.95546875,0.0,0.43198437,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,persistent_history,constant_low,101,12,amp-s101-e11,low,latency_floor,-35,-35,correct,0.42388031,0,0,0,0,0,0,0,1.0,1.0,0,,22,1,history_overflow,0,0,0,0,0,256,2917,1.053125,0.0,0.4495625,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,persistent_history,constant_low,101,13,amp-s101-e12,low,handoff_depth,1,1,correct,0.29570875,0,0,0,0,0,0,0,1.0,1.0,0,,22,1,history_overflow,0,0,0,0,0,256,3198,1.15078125,0.0,0.46714062,0.75,1.0,0.99811343,0.0,0.0,0.28285938,0
amplitude_sweep,persistent_history,constant_low,101,14,amp-s101-e13,low,latency_floor,35,0,missed,0.47956719,0,0,0,0,0,0,0,0.91666667,0.83333333,0,,22,2,history_overflow|latency_floor,1,0,0,0,0,256,3479,1.2484375,0.0,0.52971875,0.75,0.94166667,0.99811343,0.0030372,0.00091575,0.22028125,0
amplitude_sweep,persistent_history,constant_low,101,15,amp-s101-e14,low,latency_floor,35,0,missed,0.52497563,0,0,1,0,0,0,0,0.91666667,0.83333333,0,,22,2,history_overflow|latency_floor,2,1,1,0,1,256,3760,1.34609375,0.0,0.57229688,0.75,0.94166667,0.99811343,0.02256207,0.00680272,0.17770312,0
amplitude_sweep,persistent_history,constant_low,101,16,amp-s101-e15,low,latency_floor,-35,-35,correct,0.62018406,1,0,0,0,0,0,0,0.41666667,0.33333333,0,,22,1,history_overflow,2,1,0,0,0,256,4051,1.4828125,0.0,0.57690625,0.75,0.71666667,0.99811343,0.15446274,0.1068705,0.01666667,0
amplitude_sweep,persistent_history,constant_low,101,17,amp-s101-e16,low,retry_demand,1,0,missed,0.72,1,0,0,0,1,1,1,0.41666667,0.33333333,0,,22,2,history_overflow|retry_demand,3,1,0,0,0,256,4342,1.5,0.0,0.625,0.75,0.71666667,0.99811343,0.19590102,0.14450787,0.01666667,1
amplitude_sweep,persistent_history,constant_low,101,18,amp-s101-e17,low,retry_demand,-1,-2,duplicated,0.72,0,0,0,0,0,0,1,0.41666667,0.33333333,0,,22,2,history_overflow|retry_demand,4,1,0,0,0,256,4623,1.5,0.0,0.65,0.75,0.71666667,0.99811343,0.25480375,0.15548162,0.01666667,0
amplitude_sweep,persistent_history,constant_low,101,19,amp-s101-e18,low,retry_demand,-1,-1,correct,0.72,0,0,0,0,0,0,1,0.41666667,0.33333333,0,,22,1,history_overflow,4,1,0,0,0,256,4904,1.5,0.0,0.63,0.75,0.71666667,0.99811343,0.25158444,0.15409273,0.01666667,0
amplitude_sweep,persistent_history,constant_low,101,20,amp-s101-e19,low,memory_horizon,-1,-1,correct,0.72,0,0,1,1,1,0,1,0.41666667,0.33333333,0,,22,1,history_overflow,4,2,1,0,7,256,5185,1.5,0.0,0.63,0.75,0.71666667,0.99811343,0.25216813,0.15964828,0.01666667,0
amplitude_sweep,prose_summary,constant_low,101,1,amp-s101-e00,low,risk_tolerance,1,1,correct,0.121006,1,0,0,0,0,0,0,1.0,1.0,0,,6,0,,0,0,0,0,0,234,193,0.79545455,0.72727273,0.52681818,0.75,0.6,0.99811343,0.0,0.0,-0.1,0
amplitude_sweep,prose_summary,constant_low,101,2,amp-s101-e01,low,memory_horizon,1,1,correct,0.24242549,1,0,0,0,0,0,0,0.91666667,1.0,0,,6,0,,0,0,0,0,0,234,462,0.79545455,0.72727273,0.52681818,0.75,0.58333333,0.99811343,0.04606423,0.01388889,-0.11666667,0
amplitude_sweep,prose_summary,constant_low,101,3,amp-s101-e02,low,latency_floor,35,35,correct,0.23606429,0,0,0,0,0,0,0,0.83333333,0.83333333,0,,6,1,risk_tolerance,1,0,0,0,0,234,721,0.79545455,0.72727273,0.55181818,0.75,0.525,0.99811343,0.04894748,0.02029915,-0.175,0
amplitude_sweep,prose_summary,constant_low,101,4,amp-s101-e03,low,token_capacity,-1,-1,correct,0.23513709,0,0,0,0,0,0,0,0.75,0.83333333,0,,6,1,risk_tolerance,1,0,0,0,0,234,980,0.79545455,0.72727273,0.55181818,0.75,0.50833333,0.99811343,0.06661926,0.03220391,-0.19166667,0
amplitude_sweep,prose_summary,constant_low,101,5,amp-s101-e04,low,retry_demand,1,0,missed,0.21748229,0,0,1,1,0,1,1,0.66666667,0.83333333,0,,6,2,retry_demand|risk_tolerance,4,1,0,0,0,234,1239,0.79545455,0.72727273,0.62181818,0.75,0.49166667,0.99811343,0.12021845,0.0702381,-0.20833333,1
amplitude_sweep,prose_summary,constant_low,101,6,amp-s101-e05,low,retry_demand,1,0,missed,0.28608749,0,0,0,0,0,0,1,0.66666667,0.66666667,0,,6,2,retry_demand|risk_tolerance,5,1,0,0,0,234,1498,0.79545455,0.72727273,0.67181818,0.75,0.45,0.99811343,0.10095191,0.06051587,-0.25,0
amplitude_sweep,prose_summary,constant_low,101,7,amp-s101-e06,low,memory_horizon,-1,-1,correct,0.31661669,0,0,0,0,0,0,1,0.75,0.66666667,0,,6,2,retry_demand|risk_tolerance,5,1,0,0,0,234,1757,0.79545455,0.72727273,0.65181818,0.75,0.46666667,0.99811343,0.0932909,0.04662698,-0.23333333,0
amplitude_sweep,prose_summary,constant_low,101,8,amp-s101-e07,low,memory_horizon,1,0,missed,0.34148389,0,0,0,0,0,0,1,0.58333333,0.5,0,,6,3,memory_horizon|retry_demand|risk_tolerance,6,1,0,0,0,234,2016,0.79545455,0.72727273,0.69681818,0.75,0.39166667,0.99811343,0.10627126,0.07440476,-0.30833333,0
amplitude_sweep,prose_summary,constant_low,101,9,amp-s101-e08,low,token_capacity,1,1,correct,0.34904589,1,0,0,0,0,0,1,0.66666667,0.33333333,0,,6,4,handoff_depth|memory_horizon|retry_demand|risk_tolerance,7,1,0,0,0,234,2285,0.79545455,0.72727273,0.67681818,0.75,0.36666667,0.99811343,0.09081039,0.0625,-0.33333333,0
amplitude_sweep,prose_summary,constant_low,101,10,amp-s101-e09,low,risk_tolerance,-1,-1,correct,0.34879509,1,0,1,1,0,0,1,0.5,0.5,0,,6,0,,8,2,1,0,6,234,2554,0.79545455,0.72727273,0.67681818,0.75,0.375,0.99811343,0.09330337,0.06573803,-0.325,0
amplitude_sweep,prose_summary,constant_low,101,11,amp-s101-e10,low,handoff_depth,1,1,correct,0.29969909,0,0,0,0,0,0,1,1.0,1.0,0,,6,0,,8,2,0,0,0,234,2813,0.79545455,0.72727273,0.67681818,0.75,0.6,0.99811343,0.0,0.0,-0.1,0
amplitude_sweep,prose_summary,constant_low,101,12,amp-s101-e11,low,latency_floor,-35,0,missed,0.32463469,0,0,0,0,0,0,1,0.91666667,0.83333333,0,,6,1,latency_floor,9,2,0,0,0,234,3072,0.79545455,0.72727273,0.69681818,0.75,0.54166667,0.99811343,0.00307095,0.00092593,-0.15833333,0
amplitude_sweep,prose_summary,constant_low,101,13,amp-s101-e12,low,handoff_depth,1,0,missed,0.33769149,0,0,0,0,0,0,1,0.75,0.5,0,,6,3,handoff_depth|latency_floor|token_capacity,11,2,0,0,0,234,3331,0.79545455,0.72727273,0.69681818,0.75,0.425,0.99811343,0.05091138,0.02239057,-0.275,0
amplitude_sweep,prose_summary,constant_low,101,14,amp-s101-e13,low,latency_floor,35,-35,reversed,0.34469109,0,0,0,0,0,0,1,0.83333333,0.33333333,0,,6,4,handoff_depth|latency_floor|risk_tolerance|token_capacity,13,2,0,0,0,234,3590,0.79545455,0.72727273,0.69681818,0.75,0.4,0.99811343,0.05042607,0.02146465,-0.3,0
amplitude_sweep,prose_summary,constant_low,101,15,amp-s101-e14,low,latency_floor,35,35,correct,0.35286869,0,0,1,1,0,0,1,0.75,0.33333333,0,,6,0,,13,3,1,0,3,234,3849,0.79545455,0.72727273,0.67681818,0.75,0.38333333,0.99811343,0.0517397,0.02741703,-0.31666667,0
amplitude_sweep,prose_summary,constant_low,101,16,amp-s101-e15,low,latency_floor,-35,-35,correct,0.39889429,1,0,0,0,0,0,1,0.91666667,1.0,0,,6,0,,13,3,0,0,0,234,4118,0.79545455,0.72727273,0.67681818,0.75,0.58333333,0.99811343,0.02126042,0.00641026,-0.11666667,0
amplitude_sweep,prose_summary,constant_low,101,17,amp-s101-e16,low,retry_demand,1,1,correct,0.36094749,1,0,0,0,1,0,1,0.83333333,0.83333333,1,timeout_covers_retry_window,6,1,handoff_depth,14,3,0,0,0,234,4387,0.79545455,0.72727273,0.67681818,0.75,0.525,0.99811343,0.0699309,0.03042328,-0.175,0
amplitude_sweep,prose_summary,constant_low,101,18,amp-s101-e17,low,retry_demand,-1,-1,correct,0.40508829,0,0,0,0,0,0,1,0.91666667,0.83333333,0,,6,1,handoff_depth,14,3,0,0,0,234,4646,0.79545455,0.72727273,0.67681818,0.75,0.54166667,0.99811343,0.02126042,0.00641026,-0.15833333,0
amplitude_sweep,prose_summary,constant_low,101,19,amp-s101-e18,low,retry_demand,-1,-1,correct,0.37639829,0,0,0,0,0,0,1,0.75,0.83333333,0,,6,1,handoff_depth,14,3,0,0,0,234,4905,0.79545455,0.72727273,0.67681818,0.75,0.50833333,0.99811343,0.10246701,0.0508547,-0.19166667,0
amplitude_sweep,prose_summary,constant_low,101,20,amp-s101-e19,low,memory_horizon,-1,0,missed,0.37740149,0,0,1,1,1,0,1,0.58333333,0.66666667,0,,6,2,handoff_depth|memory_horizon,16,4,0,0,0,234,5164,0.79545455,0.72727273,0.69681818,0.75,0.43333333,0.99811343,0.11253769,0.08418803,-0.26666667,0
amplitude_sweep,receipt_ancestry,constant_low,101,1,amp-s101-e00,low,risk_tolerance,1,1,correct,0.080798,1,0,0,0,0,0,0,1.0,1.0,0,,21,1,handoff_depth,0,0,0,0,0,204,221,0.22833333,0.04545455,0.30882727,0.75,0.975,0.99811343,0.0,0.0,0.275,0
amplitude_sweep,receipt_ancestry,constant_low,101,2,amp-s101-e01,low,memory_horizon,1,1,correct,0.13842429,1,0,0,0,0,0,0,1.0,1.0,0,,21,2,handoff_depth|retry_demand,0,0,0,0,0,229,460,0.33666667,0.04545455,0.32832727,0.75,0.975,0.99811343,0.0,0.0,0.275,0
amplitude_sweep,receipt_ancestry,constant_low,101,3,amp-s101-e02,low,latency_floor,35,35,correct,0.14378269,0,0,0,0,0,0,0,1.0,1.0,0,,21,3,handoff_depth|memory_horizon|retry_demand,0,0,0,0,0,254,714,0.445,0.04545455,0.34782727,0.75,0.975,0.99811343,0.0,0.0,0.275,0
amplitude_sweep,receipt_ancestry,constant_low,101,4,amp-s101-e03,low,token_capacity,-1,-1,correct,0.14040309,0,0,0,0,0,0,0,1.0,1.0,0,,22,3,handoff_depth|memory_horizon|retry_demand,0,0,0,0,0,256,993,0.445,0.0,0.3401,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,receipt_ancestry,constant_low,101,5,amp-s101-e04,low,retry_demand,1,1,correct,0.1908976,0,0,1,0,0,0,0,1.0,1.0,0,,22,2,handoff_depth|memory_horizon,0,0,0,0,0,256,1274,0.33666667,0.0,0.3206,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,receipt_ancestry,constant_low,101,6,amp-s101-e05,low,retry_demand,1,1,correct,0.1304312,0,0,0,0,0,0,0,1.0,1.0,0,,21,2,handoff_depth|memory_horizon,0,0,0,0,0,256,1555,0.33666667,0.04545455,0.32832727,0.75,0.975,0.99811343,0.0,0.0,0.275,0
amplitude_sweep,receipt_ancestry,constant_low,101,7,amp-s101-e06,low,memory_horizon,-1,-1,correct,0.21785589,0,0,0,0,0,0,0,1.0,1.0,0,,20,2,handoff_depth|retry_backoff_ms,0,0,0,0,0,256,1836,0.33666667,0.09090909,0.33605455,0.75,0.95,0.99811343,0.0,0.0,0.25,0
amplitude_sweep,receipt_ancestry,constant_low,101,8,amp-s101-e07,low,memory_horizon,1,1,correct,0.17381458,0,0,0,0,0,0,0,1.0,1.0,0,,18,2,handoff_depth|retry_backoff_ms,0,0,0,0,0,256,2117,0.33666667,0.18181818,0.35150909,0.75,0.9,0.99811343,0.0,0.0,0.2,0
amplitude_sweep,receipt_ancestry,constant_low,101,9,amp-s101-e08,low,token_capacity,1,1,correct,0.18799876,1,0,0,0,0,0,0,0.91666667,1.0,0,,16,2,handoff_depth|retry_backoff_ms,0,0,0,0,0,256,2408,0.33666667,0.27272727,0.36696364,0.75,0.83333333,0.99811343,0.03070949,0.00925926,0.13333333,0
amplitude_sweep,receipt_ancestry,constant_low,101,10,amp-s101-e09,low,risk_tolerance,-1,-1,correct,0.19519255,1,0,1,1,0,1,1,0.75,1.0,0,,22,0,,0,1,1,0,3,256,2699,0.33666667,0.36363636,0.38241818,0.75,0.75,0.99811343,0.03251575,0.01249728,0.05,1
amplitude_sweep,receipt_ancestry,constant_low,101,11,amp-s101-e10,low,handoff_depth,1,1,correct,0.10691,0,0,0,0,0,0,1,1.0,1.0,0,,13,0,,0,1,0,0,0,256,2980,0.12,0.40909091,0.35114545,0.75,0.775,0.99811343,0.0,0.0,0.075,0
amplitude_sweep,receipt_ancestry,constant_low,101,12,amp-s101-e11,low,latency_floor,-35,-35,correct,0.16260262,0,0,0,0,0,0,1,1.0,1.0,0,,11,1,max_handoffs,0,1,0,0,0,256,3261,0.22833333,0.5,0.3861,0.75,0.725,0.99811343,0.0,0.0,0.025,0
amplitude_sweep,receipt_ancestry,constant_low,101,13,amp-s101-e12,low,handoff_depth,1,0,missed,0.1927532,0,0,0,0,0,0,1,0.83333333,0.83333333,0,,6,2,handoff_depth|max_handoffs,1,1,0,0,0,256,3542,0.33666667,0.72727273,0.48923636,0.75,0.525,0.99811343,0.05042607,0.02146465,-0.175,0
amplitude_sweep,receipt_ancestry,constant_low,101,14,amp-s101-e13,low,latency_floor,35,35,correct,0.24221145,0,0,0,0,0,0,1,0.75,0.83333333,0,,11,2,handoff_depth|max_handoffs,1,1,0,0,0,256,3823,0.33666667,0.5,0.4306,0.75,0.63333333,0.99811343,0.05012685,0.0223804,-0.06666667,0
amplitude_sweep,receipt_ancestry,constant_low,101,15,amp-s101-e14,low,latency_floor,35,35,correct,0.2309828,0,0,1,1,0,0,1,0.83333333,0.83333333,0,,22,0,,1,2,1,0,2,256,4104,0.33666667,0.5,0.4306,0.75,0.65,0.99811343,0.05042607,0.02146465,-0.05,0
amplitude_sweep,receipt_ancestry,constant_low,101,16,amp-s101-e15,low,latency_floor,-35,-35,correct,0.2092636,1,0,0,0,0,0,1,1.0,1.0,0,,11,0,,1,2,0,0,0,256,4395,0.12,0.5,0.3916,0.75,0.725,0.99811343,0.0,0.0,0.025,0
amplitude_sweep,receipt_ancestry,constant_low,101,17,amp-s101-e16,low,retry_demand,1,1,correct,0.2161112,1,0,0,0,1,0,1,0.75,1.0,0,,11,0,,1,2,0,0,0,256,4686,0.12,0.5,0.3916,0.75,0.675,0.99811343,0.09375041,0.05171958,-0.025,0
amplitude_sweep,receipt_ancestry,constant_low,101,18,amp-s101-e17,low,retry_demand,-1,-1,correct,0.2556056,0,0,0,0,0,0,1,1.0,1.0,0,,11,0,,1,2,0,0,0,256,4967,0.12,0.5,0.3916,0.75,0.725,0.99811343,0.0,0.0,0.025,0
amplitude_sweep,receipt_ancestry,constant_low,101,19,amp-s101-e18,low,retry_demand,-1,0,missed,0.2299356,0,0,0,0,0,0,1,0.83333333,0.83333333,0,,8,1,retry_demand,2,2,0,0,0,256,5248,0.22833333,0.63636364,0.47928182,0.75,0.575,0.99811343,0.10304021,0.04444444,-0.125,0
amplitude_sweep,receipt_ancestry,constant_low,101,20,amp-s101-e19,low,memory_horizon,-1,-1,correct,0.26661047,0,0,1,1,1,0,1,0.66666667,0.83333333,0,,22,0,,2,3,1,0,4,256,5529,0.22833333,0.5,0.4361,0.75,0.61666667,0.99811343,0.11493423,0.07777778,-0.08333333,0
amplitude_sweep,fresh_ground_truth,constant_medium,101,1,amp-s101-e00,medium,risk_tolerance,2,2,correct,0.0179025,1,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,298,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_medium,101,2,amp-s101-e01,medium,memory_horizon,2,2,correct,0.0273585,1,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,596,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_medium,101,3,amp-s101-e02,medium,latency_floor,70,70,correct,0.026103,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,884,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_medium,101,4,amp-s101-e03,medium,token_capacity,-2,-2,correct,0.02292,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1172,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_medium,101,5,amp-s101-e04,medium,retry_demand,2,2,correct,0.0194355,0,0,1,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1460,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_medium,101,6,amp-s101-e05,medium,retry_demand,2,2,correct,0.023976,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1748,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_medium,101,7,amp-s101-e06,medium,memory_horizon,-2,-2,correct,0.0270015,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,2036,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_medium,101,8,amp-s101-e07,medium,memory_horizon,2,2,correct,0.0319095,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,2324,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0
amplitude_sweep,fresh_ground_truth,constant_medium,101,9,amp-s101-e08,medium,token_capacity,2,0,missed,0.033402,1,0,0,0,1,1,1,0.83333333,0.83333333,0,,22,1,token_capacity,1,0,0,0,0,256,2622,0.0,0.0,0.405,0.75,0.925,0.99811343,0.08817591,0.03935185,0.225,1
