world,mode,seed,declared_horizon,n_f,failed,first_failure_cycle,survival_160,survival_320,mean_active_context_tokens_160,mean_active_context_tokens_320,mean_checkpoint_accuracy_160,mean_checkpoint_accuracy_320,critical_omission_rate_160,critical_omission_rate_320,mean_epsilon_160,mean_epsilon_320,minimum_margin_160,minimum_margin_320,restorations,pruned_tokens,ecc_corrections,external_retrievals,quarantines,final_config_accuracy,final_requirement_accuracy
main,sham_retirement_85,8124,320,321,0,,1,1,704.20625,695.259375,0.8828125,0.9075520833333334,0.90625,0.78125,0.6557156510354416,0.6605494290350801,-0.17816863741809197,-0.31279000653528644,3,0,0,34,0,1.0,1.0
pressure_disabled_null,capsule_baseline,8124,320,321,0,,1,1,737.1125,742.5875,0.8880208333333334,0.92578125,0.90625,0.765625,0.11044226565628845,0.1064431680816009,0.3747505683416664,0.3747505683416664,0,0,0,34,0,1.0,1.0
pressure_disabled_null,restoration_stack,8124,320,321,0,,1,1,729.2375,731.15,0.9401041666666666,0.9661458333333334,0.75,0.59375,0.09724390191690112,0.09361290439724532,0.541164005723618,0.541164005723618,0,240,8,34,0,1.0,1.0
main,capsule_baseline,8125,320,321,0,,1,1,739.69375,746.2125,0.8697916666666666,0.9166666666666666,0.90625,0.78125,0.6718292993729704,0.6748253229842692,-0.30217476914803054,-0.30217476914803054,0,0,0,30,0,1.0,1.0
main,scheduled_prune_80,8125,320,321,0,,1,1,731.81875,734.775,0.8697916666666666,0.9166666666666666,0.90625,0.78125,0.6529244420321958,0.649035041223148,-0.2997485839542009,-0.2997485839542009,0,240,0,30,0,1.0,1.0
main,fixed_retirement_85,8125,320,321,0,,1,1,706.50625,698.228125,0.8932291666666666,0.9309895833333334,0.84375,0.734375,0.5916229301421574,0.5823273411814014,-0.28383182309725696,-0.28383182309725696,3,0,0,47,0,1.0,1.0
main,telemetry_breaker,8125,320,321,0,,1,1,623.51875,635.775,0.9244791666666666,0.9518229166666666,0.78125,0.65625,0.4728401649161942,0.43890924552945576,0.043444424237705115,0.043444424237705115,9,0,0,82,0,1.0,1.0
main,ecc_digest,8125,320,321,0,,1,1,739.69375,746.2125,0.9244791666666666,0.9466145833333334,0.71875,0.65625,0.6191931094745314,0.6233500313236144,-0.2966643490505789,-0.2966643490505789,0,0,8,30,0,1.0,1.0
main,restoration_stack,8125,320,321,0,,1,1,645.08125,651.5125,0.9557291666666666,0.9700520833333334,0.65625,0.578125,0.44165010084420403,0.43528873523826334,0.19185610180484258,0.18300547413048462,7,240,7,71,0,1.0,1.0
main,sham_retirement_85,8125,320,321,0,,1,1,706.50625,698.228125,0.8697916666666666,0.9166666666666666,0.90625,0.78125,0.6718292993729704,0.6748253229842692,-0.30217476914803054,-0.30217476914803054,3,0,0,30,0,1.0,1.0
pressure_disabled_null,capsule_baseline,8125,320,321,0,,1,1,739.69375,746.2125,0.9036458333333334,0.9388020833333334,0.8125,0.71875,0.11329827780868924,0.11343643783341302,0.2633679540906795,0.2633679540906795,0,0,0,30,0,1.0,1.0
pressure_disabled_null,restoration_stack,8125,320,321,0,,1,1,731.81875,734.775,0.9453125,0.9622395833333334,0.625,0.59375,0.10061088024534977,0.10146942394391764,0.2646555945293968,0.2646555945293968,0,240,7,30,0,1.0,1.0
main,capsule_baseline,8126,320,95,1,95,0,0,730.5125,740.940625,0.90625,0.9401041666666666,0.875,0.828125,0.7216508967863626,0.6547763691273487,-0.22250161101968313,-0.22250161101968313,0,0,0,30,0,1.0,1.0
main,scheduled_prune_80,8126,320,321,0,,1,1,722.6375,729.503125,0.90625,0.9401041666666666,0.875,0.828125,0.6956463413008606,0.6247703648538078,-0.21957202392046704,-0.21957202392046704,0,240,0,30,0,1.0,1.0
main,fixed_retirement_85,8126,320,321,0,,1,1,700.23125,694.33125,0.90625,0.9401041666666666,0.8125,0.78125,0.631626425978564,0.5713162198726228,-0.21957202392046704,-0.21957202392046704,3,0,0,46,0,1.0,1.0
main,telemetry_breaker,8126,320,321,0,,1,1,661.05,661.4125,0.921875,0.9557291666666666,0.78125,0.734375,0.4802085484529993,0.4557752461979522,-0.10009188501985222,-0.10009188501985222,7,0,0,67,1,1.0,1.0
main,ecc_digest,8126,320,321,0,,1,1,730.5125,740.940625,0.9505208333333334,0.97265625,0.84375,0.734375,0.624862513170047,0.5886530974776935,0.011684307871695832,0.011684307871695832,0,0,9,30,0,1.0,1.0
main,restoration_stack,8126,320,321,0,,1,1,633.10625,644.721875,0.953125,0.9739583333333334,0.75,0.6875,0.4545799322950028,0.42874126725743533,0.11071301741326844,0.11071301741326844,7,240,6,68,1,1.0,1.0
main,sham_retirement_85,8126,320,95,1,95,0,0,700.23125,694.33125,0.90625,0.9401041666666666,0.875,0.828125,0.7216508967863626,0.6547763691273487,-0.21957202392046704,-0.21957202392046704,3,0,0,30,0,1.0,1.0
pressure_disabled_null,capsule_baseline,8126,320,321,0,,1,1,730.5125,740.940625,0.9375,0.9609375,0.84375,0.78125,0.11097561519458643,0.10700407316360491,0.3788144587955362,0.3788144587955362,0,0,0,30,0,1.0,1.0
pressure_disabled_null,restoration_stack,8126,320,321,0,,1,1,722.6375,729.503125,0.9661458333333334,0.98046875,0.6875,0.65625,0.09707230797411343,0.094619140619431,0.5384004945687006,0.5384004945687006,0,240,8,30,0,1.0,1.0
main,capsule_baseline,8127,320,321,0,,1,1,726.2625,736.109375,0.953125,0.9348958333333334,0.65625,0.78125,0.6315886396293531,0.6778230604132343,-0.34809131944786587,-0.34809131944786587,0,0,0,29,0,1.0,1.0
main,scheduled_prune_80,8127,320,321,0,,1,1,718.3875,724.671875,0.953125,0.9348958333333334,0.65625,0.78125,0.6087723667637427,0.6479861217910836,-0.33757896734820814,-0.33757896734820814,0,240,0,29,0,1.0,1.0
main,fixed_retirement_85,8127,320,321,0,,1,1,695.325,688.890625,0.953125,0.9348958333333334,0.65625,0.78125,0.5811383657169031,0.6030558332503646,-0.3143559740973825,-0.3143559740973825,3,0,0,47,1,1.0,1.0
main,telemetry_breaker,8127,320,321,0,,1,1,647.725,642.459375,0.953125,0.9440104166666666,0.625,0.71875,0.4683335485874416,0.48012229812746704,-0.10412295743681477,-0.10412295743681477,7,0,0,70,2,1.0,1.0
main,ecc_digest,8127,320,321,0,,1,1,726.2625,736.109375,0.9583333333333334,0.9505208333333334,0.625,0.71875,0.6089334095018776,0.6406331539284442,-0.09771100948334754,-0.2834887102597681,0,0,6,29,0,1.0,1.0
main,restoration_stack,8127,320,321,0,,1,1,654.98125,646.175,0.9583333333333334,0.9583333333333334,0.625,0.671875,0.4472802838036441,0.4425241902612459,0.08646917630583573,0.0212049332556149,7,240,6,71,1,1.0,1.0
main,sham_retirement_85,8127,320,321,0,,1,1,695.325,688.890625,0.953125,0.9348958333333334,0.65625,0.78125,0.6315886396293531,0.6778230604132343,-0.34809131944786587,-0.34809131944786587,3,0,0,29,0,1.0,1.0
pressure_disabled_null,capsule_baseline,8127,320,321,0,,1,1,726.2625,736.109375,0.953125,0.9361979166666666,0.71875,0.8125,0.11008544202596249,0.11853554842623353,0.22328289081188746,0.22328289081188746,0,0,0,29,0,1.0,1.0
pressure_disabled_null,restoration_stack,8127,320,321,0,,1,1,718.3875,724.671875,0.9583333333333334,0.9505208333333334,0.625,0.71875,0.0999063265571033,0.10587876173356547,0.42502730710012726,0.28130766584122935,0,240,7,29,0,1.0,1.0
main,capsule_baseline,8128,320,321,0,,1,1,736.41875,746.515625,0.9505208333333334,0.953125,0.75,0.78125,0.5911841687657424,0.6035233179129765,0.059214784159762224,0.059214784159762224,0,0,0,31,0,1.0,1.0
main,scheduled_prune_80,8128,320,321,0,,1,1,728.54375,735.078125,0.9505208333333334,0.953125,0.75,0.78125,0.5732192003009194,0.5771673538266171,0.10006347341193955,0.10006347341193955,0,240,0,31,0,1.0,1.0
main,fixed_retirement_85,8128,320,321,0,,1,1,705.48125,698.96875,0.9583333333333334,0.9596354166666666,0.71875,0.71875,0.5347988794171515,0.5326586221480458,0.14356784684257407,0.108674829278675,3,0,0,48,0,1.0,1.0
main,telemetry_breaker,8128,320,321,0,,1,1,638.21875,653.7375,0.9635416666666666,0.9700520833333334,0.65625,0.65625,0.45738613119179367,0.44515500105711786,0.12900509350446254,0.12900509350446254,6,0,0,64,1,1.0,1.0
main,ecc_digest,8128,320,321,0,,1,1,736.41875,746.515625,0.9765625,0.9765625,0.6875,0.75,0.5410624665132386,0.5524032486799151,0.21237647286609873,0.10615962100788723,0,0,8,31,0,1.0,1.0
main,restoration_stack,8128,320,321,0,,1,1,663.53125,670.36875,0.9895833333333334,0.9934895833333334,0.59375,0.625,0.46600737121016805,0.4483735352171253,0.3487797034472295,0.3487797034472295,4,240,6,52,0,1.0,1.0
main,sham_retirement_85,8128,320,321,0,,1,1,705.48125,698.96875,0.9505208333333334,0.953125,0.75,0.78125,0.5911841687657424,0.6035233179129765,0.10236863031360843,0.10236863031360843,3,0,0,31,0,1.0,1.0
pressure_disabled_null,capsule_baseline,8128,320,321,0,,1,1,736.41875,746.515625,0.96875,0.96484375,0.6875,0.75,0.09594829545229862,0.10176634473519977,0.576552511937979,0.576552511937979,0,0,0,31,0,1.0,1.0
pressure_disabled_null,restoration_stack,8128,320,321,0,,1,1,728.54375,735.078125,0.9791666666666666,0.9778645833333334,0.59375,0.703125,0.08714030562865605,0.09084853653081741,0.6019551976816497,0.5867166173867,0,240,7,31,0,1.0,1.0
main,capsule_baseline,8129,320,155,1,155,0,0,733.0125,744.334375,0.953125,0.9609375,0.78125,0.796875,0.6219179167619029,0.7325195355331141,-0.5031026137718495,-0.5266840698262212,0,0,0,32,0,1.0,1.0
main,scheduled_prune_80,8129,320,155,1,155,0,0,725.1375,732.896875,0.953125,0.9609375,0.78125,0.796875,0.6056350553512531,0.7004643685726197,-0.5026901191582414,-0.5026901191582414,0,240,0,32,0,1.0,1.0
main,fixed_retirement_85,8129,320,155,1,155,0,0,703.0125,698.56875,0.9583333333333334,0.96875,0.75,0.75,0.567601260729235,0.6227271542822559,-0.5005839196424517,-0.5005839196424517,3,0,0,47,0,1.0,1.0
main,telemetry_breaker,8129,320,155,1,155,0,0,641.8,631.590625,0.9583333333333334,0.9739583333333334,0.71875,0.703125,0.46626481372448525,0.4589868400161163,-0.06608530721450445,-0.17146585750813825,8,0,0,76,1,1.0,1.0
main,ecc_digest,8129,320,155,1,155,0,0,733.0125,744.334375,0.9791666666666666,0.9817708333333334,0.65625,0.703125,0.5563275785583028,0.6405855014524293,-0.27531617913140405,-0.3508020534165024,0,0,9,32,1,1.0,1.0
main,restoration_stack,8129,320,155,1,155,0,0,633.925,643.11875,0.9791666666666666,0.9817708333333334,0.59375,0.625,0.43474950075750857,0.4532706336093765,0.16692263848979594,-0.16507092214128272,7,240,6,73,1,1.0,1.0
main,sham_retirement_85,8129,320,155,1,155,0,0,703.0125,698.56875,0.953125,0.9609375,0.78125,0.796875,0.6219179167619029,0.7325195355331141,-0.5031026137718495,-0.5031026137718495,3,0,0,32,0,1.0,1.0
pressure_disabled_null,capsule_baseline,8129,320,155,1,155,0,0,733.0125,744.334375,0.9583333333333334,0.9713541666666666,0.71875,0.734375,0.10333415310800165,0.10860135023374004,0.3827386505161734,0.3478351168264623,0,0,0,32,1,1.0,1.0
pressure_disabled_null,restoration_stack,8129,320,155,1,155,0,0,725.1375,732.896875,0.9791666666666666,0.9817708333333334,0.65625,0.640625,0.09239598450362416,0.09962781569986659,0.4718390682234761,0.4718390682234761,0,240,5,33,1,1.0,1.0
main,capsule_baseline,8130,320,321,0,,1,1,738.76875,749.684375,0.9375,0.9036458333333334,0.71875,0.796875,0.568980327156622,0.63713912795111,0.07117239141467202,-0.12599701862430512,0,0,0,30,1,1.0,1.0
main,scheduled_prune_80,8130,320,321,0,,1,1,730.89375,738.246875,0.9375,0.9036458333333334,0.71875,0.796875,0.5524333839425941,0.6121325545261362,0.07961960292717896,-0.08873817081203295,0,240,0,30,1,1.0,1.0
main,fixed_retirement_85,8130,320,321,0,,1,1,705.58125,700.45,0.9375,0.9153645833333334,0.625,0.671875,0.5284882004196935,0.5509700554809756,0.1018157605057225,0.1018157605057225,3,0,0,48,1,1.0,1.0
main,telemetry_breaker,8130,320,321,0,,1,1,689.26875,649.271875,0.9739583333333334,0.9661458333333334,0.59375,0.546875,0.4234252630528947,0.4240971249396214,0.3878544579045824,0.23849078685215042,7,0,0,70,1,1.0,1.0
main,ecc_digest,8130,320,321,0,,1,1,738.76875,749.684375,0.9479166666666666,0.9375,0.6875,0.703125,0.5643073981446253,0.6038465201070807,0.07117239141467202,0.07117239141467202,0,0,6,30,1,1.0,1.0
main,restoration_stack,8130,320,321,0,,1,1,681.39375,646.69375,0.984375,0.9791666666666666,0.5625,0.5,0.4069206497758101,0.41202965289119514,0.3968021528135165,0.24131437451724547,6,240,3,63,1,1.0,1.0
main,sham_retirement_85,8130,320,321,0,,1,1,705.58125,700.45,0.9375,0.9036458333333334,0.71875,0.796875,0.568980327156622,0.63713912795111,0.07117239141467202,-0.07302941522271311,3,0,0,30,1,1.0,1.0
pressure_disabled_null,capsule_baseline,8130,320,321,0,,1,1,738.76875,749.684375,0.9427083333333334,0.9153645833333334,0.6875,0.75,0.09486264917043345,0.10703193100111226,0.6884259001630573,0.38275917197856113,0,0,0,30,1,1.0,1.0
pressure_disabled_null,restoration_stack,8130,320,321,0,,1,1,730.89375,738.246875,0.953125,0.9401041666666666,0.65625,0.6875,0.0911891806957522,0.09828532877537562,0.6884259001630573,0.5539239037360302,0,240,5,30,1,1.0,1.0
main,capsule_baseline,8131,320,321,0,,1,1,736.875,745.94375,0.921875,0.9427083333333334,0.875,0.890625,0.6611551609924996,0.7192974527586548,-0.1888657936415259,-0.32981074377922037,0,0,0,32,0,1.0,1.0
main,scheduled_prune_80,8131,320,321,0,,1,1,729.0,734.50625,0.921875,0.9479166666666666,0.875,0.890625,0.6431693491387025,0.6739080726211719,-0.18693084961798911,-0.18693084961798911,0,240,0,32,0,1.0,1.0
main,fixed_retirement_85,8131,320,321,0,,1,1,705.28125,697.553125,0.921875,0.94921875,0.84375,0.859375,0.6139453781145264,0.6092341773846581,-0.18117289530761838,-0.18117289530761838,3,0,0,51,2,1.0,1.0
main,telemetry_breaker,8131,320,321,0,,1,1,652.875,640.0125,0.9505208333333334,0.9622395833333334,0.59375,0.703125,0.4527981078523312,0.4623136039507235,-0.14608270940284052,-0.14608270940284052,9,0,0,81,3,1.0,1.0
main,ecc_digest,8131,320,321,0,,1,1,736.875,745.94375,0.9479166666666666,0.96875,0.71875,0.734375,0.6161793296326927,0.6331217356203382,0.01686800657028631,-0.00849589177079757,0,0,8,32,0,1.0,1.0
main,restoration_stack,8131,320,321,0,,1,1,655.45625,650.571875,0.96875,0.98046875,0.6875,0.671875,0.46311040527786423,0.4662339537244581,0.06881283483919831,0.06881283483919831,6,240,7,66,1,1.0,1.0
main,sham_retirement_85,8131,320,321,0,,1,1,705.28125,697.553125,0.921875,0.9427083333333334,0.875,0.890625,0.6611551609924996,0.7192974527586548,-0.1888657936415259,-0.32981074377922037,3,0,0,32,0,1.0,1.0
pressure_disabled_null,capsule_baseline,8131,320,321,0,,1,1,736.875,745.94375,0.9322916666666666,0.953125,0.875,0.890625,0.11166006823620526,0.11530736830604411,0.37560355567843473,0.37560355567843473,0,0,0,32,0,1.0,1.0
pressure_disabled_null,restoration_stack,8131,320,321,0,,1,1,729.0,734.50625,0.9583333333333334,0.9739583333333334,0.71875,0.71875,0.10295741080732645,0.10249155101428245,0.5326302830729144,0.5326302830729144,0,240,8,32,0,1.0,1.0
main,capsule_baseline,8132,320,30,1,30,0,0,738.425,742.19375,0.828125,0.85546875,0.90625,0.90625,0.7209182287260152,0.7157404290875418,-0.49481514554089534,-0.49481514554089534,0,0,0,30,0,1.0,1.0
main,scheduled_prune_80,8132,320,30,1,30,0,0,730.55,730.75625,0.828125,0.85546875,0.90625,0.90625,0.7007187684381657,0.6840134636327537,-0.4940481353145181,-0.4940481353145181,0,240,0,30,0,1.0,1.0
main,fixed_retirement_85,8132,320,30,1,30,0,0,706.175,695.240625,0.828125,0.87109375,0.875,0.84375,0.6747506856307348,0.6308949428573871,-0.49215770234735845,-0.49215770234735845,3,0,0,46,0,1.0,1.0
main,telemetry_breaker,8132,320,30,1,30,0,0,644.3625,631.384375,0.8489583333333334,0.8841145833333334,0.59375,0.671875,0.5106222021164994,0.47406577859457866,-0.4110100162924193,-0.4110100162924193,9,0,0,76,0,1.0,1.0
main,ecc_digest,8132,320,30,1,30,0,0,738.425,742.19375,0.8802083333333334,0.89453125,0.78125,0.78125,0.6805355513743001,0.6714706833591813,-0.23198525433906392,-0.23198525433906392,0,0,7,30,0,1.0,1.0
main,restoration_stack,8132,320,30,1,30,0,0,635.9125,624.70625,0.9166666666666666,0.9348958333333334,0.53125,0.578125,0.45853596977354416,0.43566843078453515,-0.17700482368660042,-0.17700482368660042,8,240,5,72,0,1.0,1.0
main,sham_retirement_85,8132,320,30,1,30,0,0,706.175,695.240625,0.828125,0.85546875,0.90625,0.90625,0.7209182287260152,0.7157404290875418,-0.49481514554089534,-0.49481514554089534,3,0,0,30,0,1.0,1.0
pressure_disabled_null,capsule_baseline,8132,320,30,1,30,0,0,738.425,742.19375,0.8802083333333334,0.8932291666666666,0.75,0.796875,0.11539932922725593,0.11687709611634309,0.13389939927201877,0.13389939927201877,0,0,0,30,0,1.0,1.0
pressure_disabled_null,restoration_stack,8132,320,35,1,35,0,0,730.55,730.75625,0.9244791666666666,0.93359375,0.71875,0.6875,0.10739587849533512,0.10493245728810723,0.38423877567584663,0.38423877567584663,0,240,6,30,0,1.0,1.0
main,capsule_baseline,8133,320,170,1,170,1,0,724.19375,737.85625,0.9505208333333334,0.9322916666666666,0.65625,0.71875,0.5329827457315507,0.6235718741577381,0.1181485574923049,-0.613879260247761,0,0,0,31,0,1.0,1.0
main,scheduled_prune_80,8133,320,175,1,175,1,0,716.31875,726.41875,0.9505208333333334,0.9375,0.65625,0.703125,0.5174742397213934,0.5788627565204194,0.1546905275118825,-0.2671410212315537,0,240,0,31,0,1.0,1.0
main,fixed_retirement_85,8133,320,321,0,,1,1,695.88125,693.403125,0.9739583333333334,0.9674479166666666,0.59375,0.65625,0.46468190785979047,0.496965261676776,0.22847976178587226,-0.13176529247141855,3,0,0,45,1,1.0,1.0
main,telemetry_breaker,8133,320,321,0,,1,1,667.08125,645.7125,0.984375,0.9700520833333334,0.46875,0.578125,0.42002361098041946,0.43534405599463544,0.3824590495374842,0.36008065142318946,6,0,0,62,0,1.0,1.0
main,ecc_digest,8133,320,175,1,175,1,0,724.19375,737.85625,0.9661458333333334,0.9661458333333334,0.65625,0.640625,0.5206936820323598,0.5818008997580205,0.18229903539905923,-0.31716340531568843,0,0,6,30,0,1.0,1.0
main,restoration_stack,8133,320,321,0,,1,1,667.41875,648.0875,0.9765625,0.9869791666666666,0.5625,0.546875,0.4198825759715791,0.42288589842427327,0.23557607019160243,0.23557607019160243,5,240,3,57,0,1.0,1.0
main,sham_retirement_85,8133,320,170,1,170,1,0,695.88125,693.403125,0.9505208333333334,0.9322916666666666,0.65625,0.71875,0.5329827457315507,0.6235718741577381,0.15764086518461262,-0.5556869525554533,3,0,0,31,0,1.0,1.0
pressure_disabled_null,capsule_baseline,8133,320,321,0,,1,1,724.19375,737.85625,0.9557291666666666,0.953125,0.65625,0.671875,0.09410647756151776,0.10265080329774501,0.5412138263718307,0.5311542633962159,0,0,0,31,0,1.0,1.0
pressure_disabled_null,restoration_stack,8133,320,321,0,,1,1,716.31875,726.41875,0.9713541666666666,0.9765625,0.65625,0.609375,0.0892166276547147,0.0942283905244388,0.5508036926344884,0.5405695221868914,0,240,4,31,0,1.0,1.0
main,capsule_baseline,8134,320,321,0,,1,1,734.9,740.015625,0.9661458333333334,0.9583333333333334,0.65625,0.71875,0.5546814361935593,0.6224360410448712,0.07062890872737704,-0.12149942588584195,0,0,0,31,1,1.0,1.0
main,scheduled_prune_80,8134,320,321,0,,1,1,727.025,728.578125,0.9661458333333334,0.9583333333333334,0.65625,0.703125,0.5369165946064783,0.5958733851289563,0.1112870761881819,-0.11920414742118979,0,240,0,31,1,1.0,1.0
main,fixed_retirement_85,8134,320,321,0,,1,1,702.74375,692.46875,0.9765625,0.9661458333333334,0.59375,0.671875,0.49763445399054734,0.5471829828999639,0.3032441706527066,-0.04864857845621917,3,0,0,48,1,1.0,1.0
main,telemetry_breaker,8134,320,321,0,,1,1,662.1125,660.65,0.9765625,0.9739583333333334,0.625,0.671875,0.4464706189791407,0.453778329413819,0.3211389437679488,0.22532030375434609,7,0,0,72,2,1.0,1.0
main,ecc_digest,8134,320,321,0,,1,1,734.9,740.015625,0.9765625,0.96875,0.65625,0.703125,0.5423195588447914,0.6069446837488564,0.3014575138596435,0.03705525262927711,0,0,3,31,1,1.0,1.0
main,restoration_stack,8134,320,321,0,,1,1,692.6125,668.4,0.9765625,0.9739583333333334,0.65625,0.671875,0.47062811038857166,0.4588382846882165,0.3211389437679488,0.2455974903686602,6,240,2,66,2,1.0,1.0
main,sham_retirement_85,8134,320,321,0,,1,1,702.74375,692.46875,0.9661458333333334,0.9583333333333334,0.65625,0.71875,0.5546814361935593,0.6224360410448712,0.11220178806211112,-0.12149942588584195,3,0,0,31,1,1.0,1.0
pressure_disabled_null,capsule_baseline,8134,320,321,0,,1,1,734.9,740.015625,0.9817708333333334,0.96875,0.625,0.671875,0.09336459138113742,0.10636315020879676,0.7107663487922435,0.47740422104901814,0,0,0,31,1,1.0,1.0
pressure_disabled_null,restoration_stack,8134,320,321,0,,1,1,727.025,728.578125,0.9817708333333334,0.9739583333333334,0.625,0.65625,0.09085428204255379,0.10056063217617939,0.7108323033756985,0.48482175829877905,0,240,2,31,1,1.0,1.0
main,capsule_baseline,8135,320,10,1,10,0,0,727.48125,740.69375,0.9401041666666666,0.9192708333333334,0.8125,0.875,0.6065563968271935,0.7048781358460017,-0.10341152954659938,-0.3319516857338878,0,0,0,31,1,0.8333333333333334,0.8333333333333334
main,scheduled_prune_80,8135,320,10,1,10,0,0,719.60625,729.25625,0.9401041666666666,0.9192708333333334,0.8125,0.875,0.5885024052726153,0.6760395416785233,-0.10341152954659938,-0.3243425526057109,0,240,0,31,1,0.8333333333333334,0.8333333333333334
main,fixed_retirement_85,8135,320,10,1,10,0,0,695.23125,693.5375,0.9401041666666666,0.9309895833333334,0.78125,0.828125,0.5629571649496996,0.6148226315328367,-0.10341152954659938,-0.2996682215896451,3,0,0,47,1,0.8333333333333334,0.8333333333333334
main,telemetry_breaker,8135,320,10,1,10,0,0,663.125,652.090625,0.9453125,0.9388020833333334,0.6875,0.75,0.46411828326385096,0.4706088944482443,-0.10341152954659938,-0.20729716835192513,8,0,0,76,1,1.0,1.0
main,ecc_digest,8135,320,15,1,15,0,0,727.48125,740.69375,0.9453125,0.9309895833333334,0.78125,0.796875,0.5908425608113923,0.6611635034649219,-0.2641701933942726,-0.29944744748069985,0,0,8,31,1,1.0,1.0
main,restoration_stack,8135,320,15,1,15,0,0,648.70625,637.94375,0.9453125,0.9466145833333334,0.6875,0.6875,0.45636006763701686,0.44908568437335517,-0.2641701933942726,-0.2641701933942726,8,240,3,76,2,1.0,1.0
main,sham_retirement_85,8135,320,10,1,10,0,0,695.23125,693.5375,0.9401041666666666,0.9192708333333334,0.8125,0.875,0.6065563968271935,0.7048781358460017,-0.10341152954659938,-0.3319516857338878,3,0,0,31,1,0.8333333333333334,0.8333333333333334
pressure_disabled_null,capsule_baseline,8135,320,10,1,10,0,0,727.48125,740.69375,0.9244791666666666,0.9205729166666666,0.8125,0.875,0.10925649510339823,0.12098871848203288,0.35062854006622757,0.22756067297211635,0,0,0,31,1,1.0,1.0
pressure_disabled_null,restoration_stack,8135,320,15,1,15,0,0,719.60625,729.25625,0.9401041666666666,0.9361979166666666,0.78125,0.765625,0.10322315731621694,0.10926671753670067,0.2019719805736463,0.2019719805736463,0,240,8,31,1,1.0,1.0
main,capsule_baseline,8136,320,230,1,230,1,0,740.86875,745.375,0.9270833333333334,0.8932291666666666,0.8125,0.875,0.613337703797041,0.6883118809955222,-0.06303420335565302,-0.2424885520370026,0,0,0,29,1,1.0,1.0
main,scheduled_prune_80,8136,320,230,1,230,1,0,732.99375,733.9375,0.9270833333333334,0.8932291666666666,0.8125,0.875,0.5962382208670364,0.6578737653055874,-0.06303420335565302,-0.1787536330055175,0,240,0,29,1,1.0,1.0
main,fixed_retirement_85,8136,320,230,1,230,1,0,709.93125,698.703125,0.9270833333333334,0.8958333333333334,0.75,0.828125,0.574623295390271,0.6058210304178248,-0.06303420335565302,-0.16698522913475067,3,0,0,46,1,1.0,1.0
main,telemetry_breaker,8136,320,321,0,,1,1,664.23125,663.425,0.953125,0.9244791666666666,0.625,0.765625,0.4707409599795881,0.4957326299762247,-0.06303420335565302,-0.11890375852249613,7,0,0,69,1,1.0,1.0
main,ecc_digest,8136,320,230,1,230,1,0,740.86875,745.375,0.9375,0.921875,0.78125,0.75,0.603898738304992,0.6550378720761604,-0.06303420335565302,-0.24107087944045325,0,0,6,31,1,1.0,1.0
main,restoration_stack,8136,320,321,0,,1,1,656.35625,662.553125,0.953125,0.9479166666666666,0.625,0.65625,0.46373304908666924,0.4733234494272981,-0.06303420335565302,-0.1094695499782894,7,240,5,71,1,1.0,1.0
main,sham_retirement_85,8136,320,230,1,230,1,0,709.93125,698.703125,0.9270833333333334,0.8932291666666666,0.8125,0.875,0.613337703797041,0.6883118809955222,-0.06303420335565302,-0.2083577828062333,3,0,0,29,1,1.0,1.0
pressure_disabled_null,capsule_baseline,8136,320,235,1,235,1,0,740.86875,745.375,0.9479166666666666,0.9166666666666666,0.75,0.8125,0.1017652718132744,0.11411006854187203,0.5138995778153095,0.34410182011850066,0,0,0,29,1,1.0,1.0
pressure_disabled_null,restoration_stack,8136,320,235,1,235,1,0,732.99375,733.9375,0.9479166666666666,0.9348958333333334,0.75,0.734375,0.09929818731597163,0.10570803645795948,0.5138995778153095,0.5138995778153095,0,240,4,31,1,1.0,1.0
main,capsule_baseline,8137,320,30,1,30,0,0,727.10625,741.19375,0.9505208333333334,0.9635416666666666,0.6875,0.6875,0.5697092506751023,0.608155047637884,0.10688361279801128,0.10688361279801128,0,0,0,30,1,1.0,1.0
main,scheduled_prune_80,8137,320,30,1,30,0,0,719.23125,729.75625,0.9505208333333334,0.9635416666666666,0.6875,0.6875,0.5547794780879144,0.5842012386610127,0.11354243528630692,0.11354243528630692,0,240,0,30,1,1.0,1.0
main,fixed_retirement_85,8137,320,30,1,30,0,0,695.23125,693.896875,0.9505208333333334,0.9635416666666666,0.625,0.640625,0.5341817475641965,0.5453201540558871,0.13064032398984105,0.13064032398984105,3,0,0,46,1,1.0,1.0
main,telemetry_breaker,8137,320,30,1,30,0,0,675.15625,654.65,0.9609375,0.9752604166666666,0.625,0.609375,0.46870129090787876,0.43874079376758834,0.15748697622399466,0.15748697622399466,7,0,0,68,1,1.0,1.0
main,ecc_digest,8137,320,321,0,,1,1,727.10625,741.19375,0.9765625,0.984375,0.5,0.578125,0.5285429740459515,0.5693726329777642,0.20775609473939338,0.20775609473939338,0,0,7,31,1,1.0,1.0
main,restoration_stack,8137,320,321,0,,1,1,644.475,673.49375,0.9791666666666666,0.9869791666666666,0.46875,0.546875,0.4244389564343856,0.44185325507641215,0.20775609473939338,0.20775609473939338,5,240,7,61,1,1.0,1.0
main,sham_retirement_85,8137,320,30,1,30,0,0,695.23125,693.896875,0.9505208333333334,0.9635416666666666,0.6875,0.6875,0.5697092506751023,0.6037768404903293,0.10688361279801128,0.10688361279801128,3,0,0,30,1,1.0,1.0
