world,mode,schedule,seed,horizon_ticks,n_f_ticks,failed,first_failure_tick,disturbances_at_failure,final_disturbances_seen,mean_checkpoint_accuracy,minimum_checkpoint_accuracy,critical_omission_events,mean_critical_omissions,peak_critical_omissions,mean_active_context_tokens,peak_active_context_tokens,peak_instantaneous_rate,peak_rolling_rate_burden,synthetic_damage_auc,total_token_work,final_config_accuracy,final_requirement_accuracy
rate_disabled_null,continuous_history,sudden_burst,8228,160,58,1,58,6,20,0.6510416667,0.4166666667,11,1.9375,4,590.6125,1060,0.8333333333,9.3855782801,669.8525716983,3470,0.4166666667,0.3333333333
rate_disabled_null,continuous_history,burst_recovery,8228,160,45,1,45,6,20,0.6354166667,0.4166666667,12,2.0,4,608.08125,1060,0.3333333333,5.910677749,188.9509562704,3470,0.4166666667,0.3333333333
rate_disabled_null,ordinary_summary,slow_drip,8228,160,161,0,,,20,0.9270833333,0.8333333333,7,0.4375,1,358.7125,534,0.1666666667,3.4550583167,54.7231273948,3470,0.8333333333,0.8333333333
rate_disabled_null,ordinary_summary,steady_load,8228,160,161,0,,,20,0.9270833333,0.8333333333,7,0.4375,1,358.3625,534,0.1666666667,3.8435053117,64.3791251413,3470,0.8333333333,0.8333333333
rate_disabled_null,ordinary_summary,sudden_burst,8228,160,161,0,,,20,0.9270833333,0.8333333333,7,0.4375,1,357.4875,534,0.8333333333,9.3855782801,614.1025716983,3470,0.8333333333,0.8333333333
rate_disabled_null,ordinary_summary,burst_recovery,8228,160,161,0,,,20,0.9166666667,0.8333333333,8,0.5,1,374.95625,534,0.3333333333,5.910677749,133.2009562704,3470,0.8333333333,0.8333333333
rate_disabled_null,verified_capsule,slow_drip,8228,160,161,0,,,20,0.9895833333,0.8333333333,1,0.0625,1,373.8375,554,0.1666666667,3.4550583167,40.4731273948,3470,1.0,1.0
rate_disabled_null,verified_capsule,steady_load,8228,160,161,0,,,20,0.9895833333,0.8333333333,1,0.0625,1,373.4875,554,0.1666666667,3.8435053117,51.1291251413,3470,1.0,1.0
rate_disabled_null,verified_capsule,sudden_burst,8228,160,161,0,,,20,0.9895833333,0.8333333333,1,0.0625,1,372.6125,554,0.8333333333,9.3855782801,603.3525716983,3470,1.0,1.0
rate_disabled_null,verified_capsule,burst_recovery,8228,160,161,0,,,20,0.9895833333,0.8333333333,1,0.0625,1,390.08125,554,0.3333333333,5.910677749,119.2009562704,3470,1.0,1.0
rate_sensitive,continuous_history,slow_drip,8229,160,161,0,,,20,0.9479166667,0.8333333333,5,0.3125,1,598.0125,1040,0.1666666667,3.4525185624,47.5165650186,3450,0.8333333333,0.8333333333
rate_sensitive,continuous_history,steady_load,8229,160,100,1,100,13,20,0.9166666667,0.6666666667,6,0.5,2,597.5875,1040,0.1666666667,3.8674064926,68.1651779063,3450,0.8333333333,0.8333333333
rate_sensitive,continuous_history,sudden_burst,8229,160,141,1,141,19,20,0.9270833333,0.6666666667,5,0.4375,2,596.525,1040,0.8333333333,10.6292,633.61764579,3450,0.6666666667,0.6666666667
rate_sensitive,continuous_history,burst_recovery,8229,160,161,0,,,20,0.9479166667,0.8333333333,5,0.3125,1,612.85625,1040,0.3333333333,5.8097243346,125.8652217063,3450,0.8333333333,0.8333333333
rate_sensitive,ordinary_summary,slow_drip,8229,160,161,0,,,20,0.9895833333,0.8333333333,3,0.1875,1,356.5125,524,0.1666666667,3.4525185624,44.0165650186,3450,1.0,1.0
rate_sensitive,ordinary_summary,steady_load,8229,160,161,0,,,20,0.96875,0.8333333333,5,0.3125,1,356.0875,524,0.1666666667,3.8674064926,63.6651779063,3450,1.0,1.0
rate_sensitive,ordinary_summary,sudden_burst,8229,160,100,1,100,13,20,0.9635416667,0.5833333333,4,0.3125,2,355.025,524,0.8333333333,10.6292,627.61764579,3450,1.0,1.0
rate_sensitive,ordinary_summary,burst_recovery,8229,160,161,0,,,20,1.0,1.0,2,0.125,1,371.35625,524,0.3333333333,5.8097243346,122.6152217063,3450,1.0,1.0
rate_sensitive,verified_capsule,slow_drip,8229,160,161,0,,,20,0.9895833333,0.8333333333,1,0.0625,1,371.6375,544,0.1666666667,3.4525185624,41.2665650186,3450,1.0,1.0
rate_sensitive,verified_capsule,steady_load,8229,160,14,1,14,2,20,0.9739583333,0.8333333333,3,0.1875,1,371.2125,544,0.1666666667,3.8674064926,58.1651779063,3450,1.0,1.0
rate_sensitive,verified_capsule,sudden_burst,8229,160,19,1,19,2,20,0.9635416667,0.5833333333,2,0.25,3,370.15,544,0.8333333333,10.6292,631.11764579,3450,1.0,1.0
rate_sensitive,verified_capsule,burst_recovery,8229,160,6,1,6,2,20,0.9947916667,0.9166666667,1,0.0625,1,386.48125,544,0.3333333333,5.8097243346,121.3652217063,3450,1.0,1.0
rate_disabled_null,continuous_history,slow_drip,8229,160,108,1,108,14,20,0.8541666667,0.6666666667,8,0.875,2,598.0125,1040,0.1666666667,3.4525185624,70.0165650186,3450,0.6666666667,0.6666666667
rate_disabled_null,continuous_history,steady_load,8229,160,106,1,106,14,20,0.8541666667,0.6666666667,8,0.875,2,597.5875,1040,0.1666666667,3.8674064926,83.9151779063,3450,0.6666666667,0.6666666667
rate_disabled_null,continuous_history,sudden_burst,8229,160,101,1,101,14,20,0.8645833333,0.6666666667,7,0.8125,2,596.525,1040,0.8333333333,10.6292,649.11764579,3450,0.6666666667,0.6666666667
rate_disabled_null,continuous_history,burst_recovery,8229,160,101,1,101,14,20,0.8541666667,0.6666666667,8,0.875,2,612.85625,1040,0.3333333333,5.8097243346,150.1152217063,3450,0.6666666667,0.6666666667
rate_disabled_null,ordinary_summary,slow_drip,8229,160,60,1,60,8,20,0.640625,0.4166666667,13,2.1875,4,356.5125,524,0.1666666667,3.4525185624,119.5165650186,3450,0.4166666667,0.3333333333
rate_disabled_null,ordinary_summary,steady_load,8229,160,60,1,60,8,20,0.640625,0.4166666667,13,2.1875,4,356.0875,524,0.1666666667,3.8674064926,132.4151779063,3450,0.4166666667,0.3333333333
rate_disabled_null,ordinary_summary,sudden_burst,8229,160,60,1,60,8,20,0.6510416667,0.4166666667,13,2.125,4,355.025,524,0.8333333333,10.6292,695.11764579,3450,0.4166666667,0.3333333333
rate_disabled_null,ordinary_summary,burst_recovery,8229,160,60,1,60,8,20,0.640625,0.4166666667,13,2.25,4,371.35625,524,0.3333333333,5.8097243346,199.3652217063,3450,0.4166666667,0.3333333333
rate_disabled_null,verified_capsule,slow_drip,8229,160,161,0,,,20,1.0,1.0,0,0.0,0,371.6375,544,0.1666666667,3.4525185624,38.5165650186,3450,1.0,1.0
rate_disabled_null,verified_capsule,steady_load,8229,160,161,0,,,20,1.0,1.0,0,0.0,0,371.2125,544,0.1666666667,3.8674064926,53.9151779063,3450,1.0,1.0
rate_disabled_null,verified_capsule,sudden_burst,8229,160,161,0,,,20,0.9895833333,0.8333333333,1,0.0625,1,370.15,544,0.8333333333,10.6292,622.86764579,3450,1.0,1.0
rate_disabled_null,verified_capsule,burst_recovery,8229,160,161,0,,,20,1.0,1.0,0,0.0,0,386.48125,544,0.3333333333,5.8097243346,117.3652217063,3450,1.0,1.0
rate_sensitive,continuous_history,slow_drip,8230,160,60,1,60,8,20,0.8697916667,0.6666666667,7,0.625,2,610.15,1110,0.1666666667,3.4507908631,58.4892918765,3520,1.0,1.0
rate_sensitive,continuous_history,steady_load,8230,160,60,1,60,8,20,0.859375,0.6666666667,8,0.6875,2,611.3,1110,0.1666666667,3.8421698919,69.860320924,3520,1.0,1.0
rate_sensitive,continuous_history,sudden_burst,8230,160,60,1,60,8,20,0.8229166667,0.6666666667,12,0.9375,2,614.175,1110,0.8333333333,10.3855925221,608.7410789305,3520,0.8333333333,0.8333333333
rate_sensitive,continuous_history,burst_recovery,8230,160,60,1,60,8,20,0.8489583333,0.6666666667,9,0.75,2,626.3625,1110,0.3333333333,5.77546078,124.3198339693,3520,1.0,1.0
rate_sensitive,ordinary_summary,slow_drip,8230,160,84,1,84,11,20,0.9375,0.6666666667,3,0.1875,1,358.9625,561,0.1666666667,3.4507908631,41.4892918765,3520,1.0,1.0
rate_sensitive,ordinary_summary,steady_load,8230,160,88,1,88,11,20,0.9166666667,0.6666666667,4,0.25,1,360.1125,561,0.1666666667,3.8421698919,56.110320924,3520,1.0,1.0
rate_sensitive,ordinary_summary,sudden_burst,8230,160,21,1,21,4,20,0.9270833333,0.6666666667,4,0.25,1,362.9875,561,0.8333333333,10.3855925221,584.7410789305,3520,1.0,1.0
rate_sensitive,ordinary_summary,burst_recovery,8230,160,85,1,85,11,20,0.9166666667,0.6666666667,4,0.25,1,375.175,561,0.3333333333,5.77546078,104.5698339693,3520,1.0,1.0
rate_sensitive,verified_capsule,slow_drip,8230,160,161,0,,,20,0.9947916667,0.9166666667,1,0.0625,1,374.0875,581,0.1666666667,3.4507908631,36.4892918765,3520,1.0,1.0
rate_sensitive,verified_capsule,steady_load,8230,160,161,0,,,20,0.984375,0.8333333333,2,0.125,1,375.2375,581,0.1666666667,3.8421698919,49.110320924,3520,1.0,1.0
rate_sensitive,verified_capsule,sudden_burst,8230,160,161,0,,,20,0.96875,0.8333333333,4,0.25,1,378.1125,581,0.8333333333,10.3855925221,580.4910789305,3520,1.0,1.0
rate_sensitive,verified_capsule,burst_recovery,8230,160,161,0,,,20,0.9947916667,0.9166666667,1,0.0625,1,390.3,581,0.3333333333,5.77546078,96.3198339693,3520,1.0,1.0
rate_disabled_null,continuous_history,slow_drip,8230,160,52,1,52,7,20,0.8854166666,0.8333333333,15,1.625,2,610.15,1110,0.1666666667,3.4507908631,98.7392918765,3520,0.8333333333,0.6666666667
rate_disabled_null,continuous_history,steady_load,8230,160,54,1,54,7,20,0.8854166666,0.8333333333,15,1.625,2,611.3,1110,0.1666666667,3.8421698919,109.860320924,3520,0.8333333333,0.6666666667
rate_disabled_null,continuous_history,sudden_burst,8230,160,59,1,59,7,20,0.8854166666,0.8333333333,15,1.625,2,614.175,1110,0.8333333333,10.3855925221,634.4910789305,3520,0.8333333333,0.6666666667
rate_disabled_null,continuous_history,burst_recovery,8230,160,46,1,46,7,20,0.875,0.8333333333,16,1.75,2,626.3625,1110,0.3333333333,5.77546078,161.5698339693,3520,0.8333333333,0.6666666667
rate_disabled_null,ordinary_summary,slow_drip,8230,160,161,0,,,20,0.9791666667,0.9166666667,4,0.25,1,358.9625,561,0.1666666667,3.4507908631,43.4892918765,3520,0.9166666667,0.8333333333
rate_disabled_null,ordinary_summary,steady_load,8230,160,161,0,,,20,0.9791666667,0.9166666667,4,0.25,1,360.1125,561,0.1666666667,3.8421698919,54.610320924,3520,0.9166666667,0.8333333333
rate_disabled_null,ordinary_summary,sudden_burst,8230,160,161,0,,,20,0.984375,0.9166666667,3,0.1875,1,362.9875,561,0.8333333333,10.3855925221,579.2410789305,3520,0.9166666667,0.8333333333
rate_disabled_null,ordinary_summary,burst_recovery,8230,160,161,0,,,20,0.9791666667,0.9166666667,4,0.25,1,375.175,561,0.3333333333,5.77546078,103.0698339693,3520,0.9166666667,0.8333333333
rate_disabled_null,verified_capsule,slow_drip,8230,160,161,0,,,20,1.0,1.0,0,0.0,0,374.0875,581,0.1666666667,3.4507908631,34.2392918765,3520,1.0,1.0
rate_disabled_null,verified_capsule,steady_load,8230,160,161,0,,,20,1.0,1.0,0,0.0,0,375.2375,581,0.1666666667,3.8421698919,46.360320924,3520,1.0,1.0
rate_disabled_null,verified_capsule,sudden_burst,8230,160,161,0,,,20,1.0,1.0,0,0.0,0,378.1125,581,0.8333333333,10.3855925221,573.4910789305,3520,1.0,1.0
rate_disabled_null,verified_capsule,burst_recovery,8230,160,161,0,,,20,1.0,1.0,0,0.0,0,390.3,581,0.3333333333,5.77546078,94.0698339693,3520,1.0,1.0
rate_sensitive,continuous_history,slow_drip,8231,160,161,0,,,20,1.0,1.0,0,0.0,0,611.675,1090,0.1666666667,3.4353969976,35.5789984074,3500,1.0,1.0
rate_sensitive,continuous_history,steady_load,8231,160,161,0,,,20,0.9895833333,0.8333333333,1,0.0625,1,612.225,1090,0.1666666667,3.6932133172,47.4358305288,3500,1.0,1.0
rate_sensitive,continuous_history,sudden_burst,8231,160,61,1,61,9,20,0.9791666667,0.8333333333,3,0.1875,1,613.6,1090,0.8333333333,9.7653,575.8315215617,3500,1.0,1.0
rate_sensitive,continuous_history,burst_recovery,8231,160,161,0,,,20,0.9895833333,0.8333333333,2,0.125,1,628.55,1090,0.3333333333,5.8437339935,117.7476399881,3500,1.0,1.0
rate_sensitive,ordinary_summary,slow_drip,8231,160,161,0,,,20,1.0,1.0,0,0.0,0,358.8625,537,0.1666666667,3.4353969976,33.8289984074,3500,1.0,1.0
rate_sensitive,ordinary_summary,steady_load,8231,160,161,0,,,20,1.0,1.0,0,0.0,0,359.4125,537,0.1666666667,3.6932133172,43.9358305288,3500,1.0,1.0
rate_sensitive,ordinary_summary,sudden_burst,8231,160,161,0,,,20,1.0,1.0,0,0.0,0,360.7875,537,0.8333333333,9.7653,567.5815215617,3500,1.0,1.0
rate_sensitive,ordinary_summary,burst_recovery,8231,160,161,0,,,20,1.0,1.0,0,0.0,0,375.7375,537,0.3333333333,5.8437339935,111.4976399881,3500,1.0,1.0
rate_sensitive,verified_capsule,slow_drip,8231,160,28,1,28,4,20,0.9583333333,0.75,4,0.25,1,373.9875,557,0.1666666667,3.4353969976,46.0789984074,3500,1.0,1.0
rate_sensitive,verified_capsule,steady_load,8231,160,26,1,26,4,20,0.9479166667,0.75,5,0.3125,1,374.5375,557,0.1666666667,3.6932133172,58.6858305288,3500,1.0,1.0
rate_sensitive,verified_capsule,sudden_burst,8231,160,21,1,21,4,20,0.9479166667,0.8333333333,5,0.4375,2,375.9125,557,0.8333333333,9.7653,584.5815215617,3500,1.0,1.0
rate_sensitive,verified_capsule,burst_recovery,8231,160,21,1,21,4,20,0.984375,0.8333333333,2,0.125,1,390.8625,557,0.3333333333,5.8437339935,120.4976399881,3500,1.0,1.0
rate_disabled_null,continuous_history,slow_drip,8231,160,68,1,68,9,20,0.6458333333,0.5,16,2.0625,3,611.675,1090,0.1666666667,3.4353969976,111.5789984074,3500,0.5,0.5
rate_disabled_null,continuous_history,steady_load,8231,160,66,1,66,9,20,0.6458333333,0.5,16,2.0625,3,612.225,1090,0.1666666667,3.6932133172,121.1858305288,3500,0.5,0.5
rate_disabled_null,continuous_history,sudden_burst,8231,160,61,1,61,9,20,0.65625,0.5,15,2.0,3,613.6,1090,0.8333333333,9.7653,643.5815215617,3500,0.5,0.5
rate_disabled_null,continuous_history,burst_recovery,8231,160,61,1,61,9,20,0.6458333333,0.5,16,2.0625,3,628.55,1090,0.3333333333,5.8437339935,190.7476399881,3500,0.5,0.5
rate_disabled_null,ordinary_summary,slow_drip,8231,160,161,0,,,20,1.0,1.0,0,0.0,0,358.8625,537,0.1666666667,3.4353969976,33.8289984074,3500,1.0,1.0
rate_disabled_null,ordinary_summary,steady_load,8231,160,161,0,,,20,1.0,1.0,0,0.0,0,359.4125,537,0.1666666667,3.6932133172,43.9358305288,3500,1.0,1.0
rate_disabled_null,ordinary_summary,sudden_burst,8231,160,161,0,,,20,1.0,1.0,0,0.0,0,360.7875,537,0.8333333333,9.7653,567.5815215617,3500,1.0,1.0
rate_disabled_null,ordinary_summary,burst_recovery,8231,160,161,0,,,20,1.0,1.0,0,0.0,0,375.7375,537,0.3333333333,5.8437339935,111.4976399881,3500,1.0,1.0
rate_disabled_null,verified_capsule,slow_drip,8231,160,148,1,148,19,20,0.9427083333,0.75,5,0.3125,1,373.9875,557,0.1666666667,3.4353969976,47.8289984074,3500,1.0,1.0
rate_disabled_null,verified_capsule,steady_load,8231,160,146,1,146,19,20,0.9427083333,0.75,5,0.3125,1,374.5375,557,0.1666666667,3.6932133172,56.9358305288,3500,1.0,1.0
rate_disabled_null,verified_capsule,sudden_burst,8231,160,141,1,141,19,20,0.953125,0.75,4,0.25,1,375.9125,557,0.8333333333,9.7653,578.0815215617,3500,1.0,1.0
rate_disabled_null,verified_capsule,burst_recovery,8231,160,141,1,141,19,20,0.9427083333,0.75,5,0.3125,1,390.8625,557,0.3333333333,5.8437339935,125.2476399881,3500,1.0,1.0
rate_sensitive,continuous_history,slow_drip,8232,160,116,1,116,15,20,0.9895833333,0.9166666667,2,0.125,1,589.5,1070,0.1666666667,3.3184511258,39.3591647871,3480,1.0,1.0
rate_sensitive,continuous_history,steady_load,8232,160,112,1,112,15,20,0.96875,0.8333333333,4,0.25,1,589.625,1070,0.1666666667,3.5966725962,48.1073144154,3480,1.0,1.0
rate_sensitive,continuous_history,sudden_burst,8232,160,61,1,61,9,20,0.9114583333,0.5833333333,7,0.5625,2,589.9375,1070,0.8333333333,8.7466265157,569.7893976677,3480,1.0,1.0
rate_sensitive,continuous_history,burst_recovery,8232,160,115,1,115,15,20,0.984375,0.9166666667,3,0.1875,1,605.45625,1070,0.3333333333,4.9107295537,106.4979158868,3480,1.0,1.0
rate_sensitive,ordinary_summary,slow_drip,8232,160,68,1,68,9,20,0.9791666667,0.75,2,0.125,1,358.0625,537,0.1666666667,3.3184511258,35.8591647871,3480,1.0,1.0
rate_sensitive,ordinary_summary,steady_load,8232,160,66,1,66,9,20,0.9791666667,0.75,2,0.125,1,358.1875,537,0.1666666667,3.5966725962,43.1073144154,3480,1.0,1.0
rate_sensitive,ordinary_summary,sudden_burst,8232,160,61,1,61,9,20,0.9791666667,0.75,2,0.125,1,358.5,537,0.8333333333,8.7466265157,549.7893976677,3480,1.0,1.0
rate_sensitive,ordinary_summary,burst_recovery,8232,160,61,1,61,9,20,0.9791666667,0.75,2,0.125,1,374.01875,537,0.3333333333,4.9107295537,100.9979158868,3480,1.0,1.0
rate_sensitive,verified_capsule,slow_drip,8232,160,124,1,124,16,20,0.9739583333,0.8333333333,5,0.4375,2,373.1875,557,0.1666666667,3.3184511258,45.6091647871,3480,1.0,1.0
rate_sensitive,verified_capsule,steady_load,8232,160,128,1,128,16,20,0.9791666667,0.8333333333,4,0.375,2,373.3125,557,0.1666666667,3.5966725962,50.1073144154,3480,1.0,1.0
rate_sensitive,verified_capsule,sudden_burst,8232,160,21,1,21,4,20,0.984375,0.8333333333,3,0.25,2,373.625,557,0.8333333333,8.7466265157,555.7893976677,3480,1.0,1.0
rate_sensitive,verified_capsule,burst_recovery,8232,160,125,1,125,16,20,0.9947916667,0.9166666667,3,0.3125,2,389.14375,557,0.3333333333,4.9107295537,108.2479158868,3480,1.0,1.0
rate_disabled_null,continuous_history,slow_drip,8232,160,161,0,,,20,1.0,1.0,0,0.0,0,589.5,1070,0.1666666667,3.3184511258,33.3591647871,3480,1.0,1.0
rate_disabled_null,continuous_history,steady_load,8232,160,161,0,,,20,1.0,1.0,0,0.0,0,589.625,1070,0.1666666667,3.5966725962,40.1073144154,3480,1.0,1.0
rate_disabled_null,continuous_history,sudden_burst,8232,160,161,0,,,20,1.0,1.0,0,0.0,0,589.9375,1070,0.8333333333,8.7466265157,545.0393976677,3480,1.0,1.0
rate_disabled_null,continuous_history,burst_recovery,8232,160,161,0,,,20,1.0,1.0,0,0.0,0,605.45625,1070,0.3333333333,4.9107295537,96.4979158868,3480,1.0,1.0
rate_disabled_null,ordinary_summary,slow_drip,8232,160,68,1,68,9,20,0.7864583333,0.5833333333,11,1.375,3,358.0625,537,0.1666666667,3.3184511258,83.1091647871,3480,0.5833333333,0.5
rate_disabled_null,ordinary_summary,steady_load,8232,160,66,1,66,9,20,0.7864583333,0.5833333333,11,1.375,3,358.1875,537,0.1666666667,3.5966725962,91.3573144154,3480,0.5833333333,0.5
rate_disabled_null,ordinary_summary,sudden_burst,8232,160,61,1,61,9,20,0.7708333333,0.5833333333,11,1.4375,3,358.5,537,0.8333333333,8.7466265157,600.0393976677,3480,0.5833333333,0.5
rate_disabled_null,ordinary_summary,burst_recovery,8232,160,61,1,61,9,20,0.7864583333,0.5833333333,11,1.375,3,374.01875,537,0.3333333333,4.9107295537,148.2479158868,3480,0.5833333333,0.5
rate_disabled_null,verified_capsule,slow_drip,8232,160,124,1,124,16,20,0.9791666667,0.8333333333,6,0.625,2,373.1875,557,0.1666666667,3.3184511258,58.3591647871,3480,1.0,1.0
rate_disabled_null,verified_capsule,steady_load,8232,160,128,1,128,16,20,0.9791666667,0.8333333333,6,0.625,2,373.3125,557,0.1666666667,3.5966725962,65.1073144154,3480,1.0,1.0
rate_disabled_null,verified_capsule,sudden_burst,8232,160,138,1,138,16,20,0.9791666667,0.8333333333,6,0.625,2,373.625,557,0.8333333333,8.7466265157,570.0393976677,3480,1.0,1.0
rate_disabled_null,verified_capsule,burst_recovery,8232,160,125,1,125,16,20,0.9791666667,0.8333333333,6,0.625,2,389.14375,557,0.3333333333,4.9107295537,121.4979158868,3480,1.0,1.0
rate_sensitive,continuous_history,slow_drip,8233,160,161,0,,,20,0.9479166667,0.8333333333,5,0.3125,1,611.9375,1060,0.1666666667,3.4200570865,47.1471110306,3470,1.0,1.0
rate_sensitive,continuous_history,steady_load,8233,160,161,0,,,20,0.9479166667,0.8333333333,5,0.3125,1,611.375,1060,0.1666666667,3.6845918515,53.468268603,3470,1.0,1.0
rate_sensitive,continuous_history,sudden_burst,8233,160,161,0,,,20,0.9479166667,0.8333333333,6,0.375,1,609.96875,1060,0.8333333333,10.4753,623.0297131562,3470,1.0,1.0
rate_sensitive,continuous_history,burst_recovery,8233,160,161,0,,,20,0.9479166667,0.8333333333,6,0.375,1,626.3,1060,0.3333333333,5.7,116.9115825724,3470,1.0,1.0
rate_sensitive,ordinary_summary,slow_drip,8233,160,60,1,60,8,20,0.9270833333,0.5833333333,5,0.375,2,359.5625,520,0.1666666667,3.4200570865,52.1471110306,3470,1.0,1.0
rate_sensitive,ordinary_summary,steady_load,8233,160,60,1,60,8,20,0.9270833333,0.5833333333,5,0.375,2,359.0,520,0.1666666667,3.6845918515,62.468268603,3470,1.0,1.0
rate_sensitive,ordinary_summary,sudden_burst,8233,160,22,1,22,5,20,0.890625,0.5833333333,9,0.75,2,357.59375,520,0.8333333333,10.4753,644.7797131562,3470,1.0,0.6666666667
rate_sensitive,ordinary_summary,burst_recovery,8233,160,60,1,60,8,20,0.9270833333,0.5833333333,4,0.3125,2,373.925,520,0.3333333333,5.7,118.6615825724,3470,1.0,1.0
rate_sensitive,verified_capsule,slow_drip,8233,160,161,0,,,20,1.0,1.0,1,0.0625,1,374.6875,540,0.1666666667,3.4200570865,38.1471110306,3470,1.0,1.0
rate_sensitive,verified_capsule,steady_load,8233,160,161,0,,,20,1.0,1.0,1,0.0625,1,374.125,540,0.1666666667,3.6845918515,47.468268603,3470,1.0,1.0
rate_sensitive,verified_capsule,sudden_burst,8233,160,20,1,20,3,20,0.9895833333,0.8333333333,1,0.125,2,372.71875,540,0.8333333333,10.4753,618.2797131562,3470,1.0,1.0
rate_sensitive,verified_capsule,burst_recovery,8233,160,161,0,,,20,1.0,1.0,0,0.0,0,389.05,540,0.3333333333,5.7,106.1615825724,3470,1.0,1.0
rate_disabled_null,continuous_history,slow_drip,8233,160,60,1,60,8,20,0.5260416667,0.1666666667,15,2.5,4,611.9375,1060,0.1666666667,3.4200570865,129.6471110306,3470,0.25,0.3333333333
rate_disabled_null,continuous_history,steady_load,8233,160,60,1,60,8,20,0.5260416667,0.1666666667,15,2.5,4,611.375,1060,0.1666666667,3.6845918515,137.468268603,3470,0.25,0.3333333333
rate_disabled_null,continuous_history,sudden_burst,8233,160,60,1,60,8,20,0.5416666667,0.1666666667,15,2.5,4,609.96875,1060,0.8333333333,10.4753,702.2797131562,3470,0.25,0.3333333333
rate_disabled_null,continuous_history,burst_recovery,8233,160,60,1,60,8,20,0.5104166667,0.1666666667,16,2.625,4,626.3,1060,0.3333333333,5.7,202.6615825724,3470,0.25,0.3333333333
rate_disabled_null,ordinary_summary,slow_drip,8233,160,161,0,,,20,1.0,1.0,0,0.0,0,359.5625,520,0.1666666667,3.4200570865,34.6471110306,3470,1.0,1.0
rate_disabled_null,ordinary_summary,steady_load,8233,160,161,0,,,20,1.0,1.0,0,0.0,0,359.0,520,0.1666666667,3.6845918515,43.468268603,3470,1.0,1.0
rate_disabled_null,ordinary_summary,sudden_burst,8233,160,161,0,,,20,1.0,1.0,0,0.0,0,357.59375,520,0.8333333333,10.4753,610.7797131562,3470,1.0,1.0
rate_disabled_null,ordinary_summary,burst_recovery,8233,160,161,0,,,20,1.0,1.0,0,0.0,0,373.925,520,0.3333333333,5.7,104.6615825724,3470,1.0,1.0
rate_disabled_null,verified_capsule,slow_drip,8233,160,161,0,,,20,1.0,1.0,0,0.0,0,374.6875,540,0.1666666667,3.4200570865,34.6471110306,3470,1.0,1.0
rate_disabled_null,verified_capsule,steady_load,8233,160,161,0,,,20,1.0,1.0,0,0.0,0,374.125,540,0.1666666667,3.6845918515,43.468268603,3470,1.0,1.0
rate_disabled_null,verified_capsule,sudden_burst,8233,160,161,0,,,20,1.0,1.0,0,0.0,0,372.71875,540,0.8333333333,10.4753,610.7797131562,3470,1.0,1.0
rate_disabled_null,verified_capsule,burst_recovery,8233,160,161,0,,,20,1.0,1.0,0,0.0,0,389.05,540,0.3333333333,5.7,104.6615825724,3470,1.0,1.0
rate_sensitive,continuous_history,slow_drip,8234,160,161,0,,,20,0.9791666667,0.8333333333,2,0.125,1,606.4125,1080,0.1666666667,3.4380277743,39.5293275454,3490,1.0,1.0
rate_sensitive,continuous_history,steady_load,8234,160,112,1,112,15,20,0.9791666667,0.8333333333,4,0.25,1,606.5125,1080,0.1666666667,3.8250060166,55.7996072259,3490,1.0,1.0
rate_sensitive,continuous_history,sudden_burst,8234,160,102,1,102,15,20,0.96875,0.6666666667,4,0.3125,2,606.7625,1080,0.8333333333,9.5566333824,575.5423855007,3490,1.0,1.0
rate_sensitive,continuous_history,burst_recovery,8234,160,161,0,,,20,0.9791666667,0.8333333333,2,0.125,1,622.76875,1080,0.3333333333,5.8122560713,109.4896885696,3490,1.0,1.0
rate_sensitive,ordinary_summary,slow_drip,8234,160,161,0,,,20,1.0,1.0,0,0.0,0,359.4125,554,0.1666666667,3.4380277743,36.0293275454,3490,1.0,1.0
rate_sensitive,ordinary_summary,steady_load,8234,160,161,0,,,20,1.0,1.0,0,0.0,0,359.5125,554,0.1666666667,3.8250060166,46.5496072259,3490,1.0,1.0
rate_sensitive,ordinary_summary,sudden_burst,8234,160,161,0,,,20,0.9791666667,0.8333333333,2,0.125,1,359.7625,554,0.8333333333,9.5566333824,565.5423855007,3490,1.0,1.0
rate_sensitive,ordinary_summary,burst_recovery,8234,160,161,0,,,20,1.0,1.0,0,0.0,0,375.76875,554,0.3333333333,5.8122560713,105.7396885696,3490,1.0,1.0
rate_sensitive,verified_capsule,slow_drip,8234,160,52,1,52,7,20,0.96875,0.75,3,0.1875,1,374.5375,574,0.1666666667,3.4380277743,45.7793275454,3490,1.0,1.0
rate_sensitive,verified_capsule,steady_load,8234,160,54,1,54,7,20,0.96875,0.75,3,0.1875,1,374.6375,574,0.1666666667,3.8250060166,56.5496072259,3490,1.0,1.0
rate_sensitive,verified_capsule,sudden_burst,8234,160,59,1,59,7,20,0.953125,0.75,4,0.25,1,374.8875,574,0.8333333333,9.5566333824,571.2923855007,3490,1.0,1.0
rate_sensitive,verified_capsule,burst_recovery,8234,160,46,1,46,7,20,0.9479166667,0.75,4,0.25,1,390.89375,574,0.3333333333,5.8122560713,115.9896885696,3490,1.0,1.0
rate_disabled_null,continuous_history,slow_drip,8234,160,132,1,132,17,20,0.9270833333,0.75,14,1.0625,2,606.4125,1080,0.1666666667,3.4380277743,76.5293275454,3490,0.75,0.6666666667
