world,mode,schedule,seed,horizon_ticks,n_f_ticks,failed,first_failure_tick,disturbances_at_failure,final_disturbances_seen,mean_checkpoint_accuracy,minimum_checkpoint_accuracy,critical_omission_events,mean_critical_omissions,peak_critical_omissions,mean_active_context_tokens,peak_active_context_tokens,peak_instantaneous_rate,peak_rolling_rate_burden,synthetic_damage_auc,total_token_work,final_config_accuracy,final_requirement_accuracy
rate_sensitive,verified_capsule,burst_recovery,8254,160,60,1,60,8,20,0.96875,0.75,2,0.125,1,392.30625,561,0.3333333333,5.7768614676,107.1044489682,3480,1.0,1.0
rate_disabled_null,continuous_history,slow_drip,8254,160,161,0,,,20,1.0,1.0,0,0.0,0,581.85,1070,0.1666666667,3.4200960611,34.8735292506,3480,1.0,1.0
rate_disabled_null,continuous_history,steady_load,8254,160,161,0,,,20,1.0,1.0,0,0.0,0,581.0125,1070,0.1666666667,3.7392737338,46.9621219768,3480,1.0,1.0
rate_disabled_null,continuous_history,sudden_burst,8254,160,161,0,,,20,1.0,1.0,0,0.0,0,578.91875,1070,0.8333333333,10.5756211797,613.3951993768,3480,1.0,1.0
rate_disabled_null,continuous_history,burst_recovery,8254,160,161,0,,,20,1.0,1.0,0,0.0,0,597.11875,1070,0.3333333333,5.7768614676,101.6044489682,3480,1.0,1.0
rate_disabled_null,ordinary_summary,slow_drip,8254,160,76,1,76,10,20,0.7135416666,0.3333333333,14,1.875,4,361.9125,541,0.1666666667,3.4200960611,103.8735292506,3480,0.3333333333,0.3333333333
rate_disabled_null,ordinary_summary,steady_load,8254,160,72,1,72,10,20,0.7135416666,0.3333333333,14,1.875,4,361.075,541,0.1666666667,3.7392737338,116.4621219768,3480,0.3333333333,0.3333333333
rate_disabled_null,ordinary_summary,sudden_burst,8254,160,62,1,62,10,20,0.7239583333,0.3333333333,14,1.875,4,358.98125,541,0.8333333333,10.5756211797,684.1451993768,3480,0.3333333333,0.3333333333
rate_disabled_null,ordinary_summary,burst_recovery,8254,160,75,1,75,10,20,0.7135416666,0.3333333333,14,1.875,4,377.18125,541,0.3333333333,5.7768614676,172.3544489682,3480,0.3333333333,0.3333333333
rate_disabled_null,verified_capsule,slow_drip,8254,160,156,1,156,20,20,0.9739583333,0.8333333333,4,0.25,1,377.0375,561,0.1666666667,3.4200960611,47.8735292506,3480,1.0,1.0
rate_disabled_null,verified_capsule,steady_load,8254,160,152,1,152,20,20,0.9739583333,0.8333333333,4,0.25,1,376.2,561,0.1666666667,3.7392737338,60.4621219768,3480,1.0,1.0
rate_disabled_null,verified_capsule,sudden_burst,8254,160,142,1,142,20,20,0.9635416667,0.75,4,0.25,1,374.10625,561,0.8333333333,10.5756211797,628.1451993768,3480,1.0,1.0
rate_disabled_null,verified_capsule,burst_recovery,8254,160,155,1,155,20,20,0.9739583333,0.8333333333,4,0.25,1,392.30625,561,0.3333333333,5.7768614676,116.3544489682,3480,1.0,1.0
rate_sensitive,continuous_history,slow_drip,8255,160,161,0,,,20,1.0,1.0,0,0.0,0,597.95,1070,0.1666666667,3.4177711169,32.1894377466,3480,1.0,1.0
rate_sensitive,continuous_history,steady_load,8255,160,161,0,,,20,1.0,1.0,0,0.0,0,597.4625,1070,0.1666666667,3.7607167637,41.790681564,3480,1.0,1.0
rate_sensitive,continuous_history,sudden_burst,8255,160,161,0,,,20,0.9791666667,0.8333333333,2,0.125,1,596.24375,1070,0.8333333333,8.1715153651,582.9200338594,3480,1.0,1.0
rate_sensitive,continuous_history,burst_recovery,8255,160,161,0,,,20,0.9895833333,0.8333333333,1,0.0625,1,613.7125,1070,0.3333333333,5.7657624815,124.9754544906,3480,1.0,1.0
rate_sensitive,ordinary_summary,slow_drip,8255,160,161,0,,,20,0.9583333333,0.8333333333,4,0.25,1,360.5125,520,0.1666666667,3.4177711169,39.4394377466,3480,1.0,1.0
rate_sensitive,ordinary_summary,steady_load,8255,160,161,0,,,20,0.9583333333,0.8333333333,4,0.25,1,360.025,520,0.1666666667,3.7607167637,48.040681564,3480,1.0,1.0
rate_sensitive,ordinary_summary,sudden_burst,8255,160,161,0,,,20,0.9479166667,0.8333333333,5,0.3125,1,358.80625,520,0.8333333333,8.1715153651,585.1700338594,3480,1.0,1.0
rate_sensitive,ordinary_summary,burst_recovery,8255,160,161,0,,,20,0.9583333333,0.8333333333,4,0.25,1,376.275,520,0.3333333333,5.7657624815,130.2254544906,3480,1.0,1.0
rate_sensitive,verified_capsule,slow_drip,8255,160,84,1,84,11,20,0.9895833333,0.8333333333,4,0.4375,2,375.6375,540,0.1666666667,3.4177711169,45.6894377466,3480,1.0,1.0
rate_sensitive,verified_capsule,steady_load,8255,160,88,1,88,11,20,0.96875,0.8333333333,6,0.5625,2,375.15,540,0.1666666667,3.7607167637,60.540681564,3480,1.0,1.0
rate_sensitive,verified_capsule,sudden_burst,8255,160,21,1,21,4,20,0.9583333333,0.8333333333,7,0.625,2,373.93125,540,0.8333333333,8.1715153651,602.6700338594,3480,1.0,1.0
rate_sensitive,verified_capsule,burst_recovery,8255,160,85,1,85,11,20,0.9895833333,0.8333333333,4,0.4375,2,391.4,540,0.3333333333,5.7657624815,138.4754544906,3480,1.0,1.0
rate_disabled_null,continuous_history,slow_drip,8255,160,84,1,84,11,20,0.7916666667,0.5833333333,11,1.5625,3,597.95,1070,0.1666666667,3.4177711169,89.9394377466,3480,0.6666666667,0.5
rate_disabled_null,continuous_history,steady_load,8255,160,88,1,88,11,20,0.7916666667,0.5833333333,11,1.5625,3,597.4625,1070,0.1666666667,3.7607167637,99.040681564,3480,0.6666666667,0.5
rate_disabled_null,continuous_history,sudden_burst,8255,160,98,1,98,11,20,0.796875,0.5833333333,11,1.5,3,596.24375,1070,0.8333333333,8.1715153651,633.1700338594,3480,0.6666666667,0.5
rate_disabled_null,continuous_history,burst_recovery,8255,160,85,1,85,11,20,0.7916666667,0.5833333333,11,1.5625,3,613.7125,1070,0.3333333333,5.7657624815,182.2254544906,3480,0.6666666667,0.5
rate_disabled_null,ordinary_summary,slow_drip,8255,160,44,1,44,6,20,0.8229166667,0.6666666667,14,1.9375,3,360.5125,520,0.1666666667,3.4177711169,105.9394377466,3480,0.8333333333,0.5
rate_disabled_null,ordinary_summary,steady_load,8255,160,48,1,48,6,20,0.8229166667,0.6666666667,14,1.9375,3,360.025,520,0.1666666667,3.7607167637,116.040681564,3480,0.8333333333,0.5
rate_disabled_null,ordinary_summary,sudden_burst,8255,160,58,1,58,6,20,0.8177083333,0.6666666667,14,1.9375,3,358.80625,520,0.8333333333,8.1715153651,652.6700338594,3480,0.8333333333,0.5
rate_disabled_null,ordinary_summary,burst_recovery,8255,160,45,1,45,6,20,0.8229166667,0.6666666667,14,2.0,3,376.275,520,0.3333333333,5.7657624815,201.7254544906,3480,0.8333333333,0.5
rate_disabled_null,verified_capsule,slow_drip,8255,160,84,1,84,11,20,0.96875,0.8333333333,7,0.6875,2,375.6375,540,0.1666666667,3.4177711169,61.1894377466,3480,1.0,1.0
rate_disabled_null,verified_capsule,steady_load,8255,160,88,1,88,11,20,0.96875,0.8333333333,7,0.6875,2,375.15,540,0.1666666667,3.7607167637,69.790681564,3480,1.0,1.0
rate_disabled_null,verified_capsule,sudden_burst,8255,160,98,1,98,11,20,0.9791666667,0.8333333333,6,0.625,2,373.93125,540,0.8333333333,8.1715153651,602.6700338594,3480,1.0,1.0
rate_disabled_null,verified_capsule,burst_recovery,8255,160,85,1,85,11,20,0.96875,0.8333333333,7,0.6875,2,391.4,540,0.3333333333,5.7657624815,151.7254544906,3480,1.0,1.0
rate_sensitive,continuous_history,slow_drip,8256,160,4,1,4,1,20,0.8541666667,0.6666666667,8,0.5,1,638.4875,1100,0.1666666667,3.4183978475,50.9786965587,3510,1.0,1.0
rate_sensitive,continuous_history,steady_load,8256,160,8,1,8,1,20,0.9010416667,0.6666666667,5,0.3125,1,638.35,1100,0.1666666667,3.6845918515,49.2325674854,3510,1.0,1.0
rate_sensitive,continuous_history,sudden_burst,8256,160,18,1,18,1,20,0.953125,0.75,3,0.1875,1,638.00625,1100,0.8333333333,9.6753,565.4775390753,3510,1.0,1.0
rate_sensitive,continuous_history,burst_recovery,8256,160,5,1,5,1,20,0.984375,0.75,1,0.0625,1,653.76875,1100,0.3333333333,5.7,99.7357831538,3510,1.0,1.0
rate_sensitive,ordinary_summary,slow_drip,8256,160,161,0,,,20,0.96875,0.8333333333,4,0.25,1,362.8625,520,0.1666666667,3.4183978475,42.4786965587,3510,1.0,1.0
rate_sensitive,ordinary_summary,steady_load,8256,160,161,0,,,20,0.9791666667,0.8333333333,3,0.1875,1,362.725,520,0.1666666667,3.6845918515,44.9825674854,3510,1.0,1.0
rate_sensitive,ordinary_summary,sudden_burst,8256,160,102,1,102,15,20,0.9427083333,0.75,6,0.5625,2,362.38125,520,0.8333333333,9.6753,575.9775390753,3510,0.8333333333,0.6666666667
rate_sensitive,ordinary_summary,burst_recovery,8256,160,161,0,,,20,0.96875,0.8333333333,4,0.25,1,378.14375,520,0.3333333333,5.7,106.2357831538,3510,1.0,1.0
rate_sensitive,verified_capsule,slow_drip,8256,160,108,1,108,14,20,0.9583333333,0.6666666667,3,0.1875,1,377.9875,540,0.1666666667,3.4183978475,38.2286965587,3510,1.0,1.0
rate_sensitive,verified_capsule,steady_load,8256,160,106,1,106,14,20,0.96875,0.6666666667,2,0.125,1,377.85,540,0.1666666667,3.6845918515,43.7325674854,3510,1.0,1.0
rate_sensitive,verified_capsule,sudden_burst,8256,160,61,1,61,9,20,0.9791666667,0.8333333333,3,0.1875,1,377.50625,540,0.8333333333,9.6753,564.9775390753,3510,1.0,1.0
rate_sensitive,verified_capsule,burst_recovery,8256,160,101,1,101,14,20,0.9895833333,0.8333333333,1,0.0625,1,393.26875,540,0.3333333333,5.7,99.7357831538,3510,1.0,1.0
rate_disabled_null,continuous_history,slow_drip,8256,160,44,1,44,6,20,0.8125,0.75,12,1.4375,2,638.4875,1100,0.1666666667,3.4183978475,87.4786965587,3510,0.75,0.6666666667
rate_disabled_null,continuous_history,steady_load,8256,160,48,1,48,6,20,0.8125,0.75,12,1.4375,2,638.35,1100,0.1666666667,3.6845918515,92.2325674854,3510,0.75,0.6666666667
rate_disabled_null,continuous_history,sudden_burst,8256,160,58,1,58,6,20,0.828125,0.75,11,1.375,2,638.00625,1100,0.8333333333,9.6753,608.9775390753,3510,0.75,0.6666666667
rate_disabled_null,continuous_history,burst_recovery,8256,160,45,1,45,6,20,0.8125,0.75,12,1.4375,2,653.76875,1100,0.3333333333,5.7,150.4857831538,3510,0.75,0.6666666667
rate_disabled_null,ordinary_summary,slow_drip,8256,160,44,1,44,6,20,0.890625,0.75,12,0.75,1,362.8625,520,0.1666666667,3.4183978475,62.2286965587,3510,0.9166666667,0.8333333333
rate_disabled_null,ordinary_summary,steady_load,8256,160,48,1,48,6,20,0.890625,0.75,12,0.75,1,362.725,520,0.1666666667,3.6845918515,66.9825674854,3510,0.9166666667,0.8333333333
rate_disabled_null,ordinary_summary,sudden_burst,8256,160,58,1,58,6,20,0.7552083333,0.5833333333,14,1.5625,2,362.38125,520,0.8333333333,9.6753,618.4775390753,3510,0.75,0.6666666667
rate_disabled_null,ordinary_summary,burst_recovery,8256,160,45,1,45,6,20,0.8958333333,0.75,12,0.75,1,378.14375,520,0.3333333333,5.7,125.2357831538,3510,0.9166666667,0.8333333333
rate_disabled_null,verified_capsule,slow_drip,8256,160,161,0,,,20,1.0,1.0,2,0.125,1,377.9875,540,0.1666666667,3.4183978475,39.9786965587,3510,1.0,1.0
rate_disabled_null,verified_capsule,steady_load,8256,160,161,0,,,20,1.0,1.0,2,0.125,1,377.85,540,0.1666666667,3.6845918515,45.2325674854,3510,1.0,1.0
rate_disabled_null,verified_capsule,sudden_burst,8256,160,161,0,,,20,1.0,1.0,2,0.125,1,377.50625,540,0.8333333333,9.6753,563.2275390753,3510,1.0,1.0
rate_disabled_null,verified_capsule,burst_recovery,8256,160,161,0,,,20,1.0,1.0,3,0.1875,1,393.26875,540,0.3333333333,5.7,104.7357831538,3510,1.0,1.0
rate_sensitive,continuous_history,slow_drip,8257,160,28,1,28,4,20,0.9479166667,0.6666666667,5,0.3125,1,603.6,1070,0.1666666667,3.4178107576,45.6133731219,3480,1.0,1.0
rate_sensitive,continuous_history,steady_load,8257,160,26,1,26,4,20,0.984375,0.9166666667,3,0.1875,1,602.825,1070,0.1666666667,3.6845918515,45.7521023828,3480,1.0,1.0
rate_sensitive,continuous_history,sudden_burst,8257,160,21,1,21,4,20,0.9947916667,0.9166666667,1,0.0625,1,600.8875,1070,0.8333333333,8.8653,559.6826582491,3480,1.0,1.0
rate_sensitive,continuous_history,burst_recovery,8257,160,21,1,21,4,20,0.9791666667,0.9166666667,4,0.25,1,618.6,1070,0.3333333333,5.7,116.2814054221,3480,1.0,1.0
rate_sensitive,ordinary_summary,slow_drip,8257,160,44,1,44,6,20,0.9635416667,0.75,4,0.25,1,361.6625,537,0.1666666667,3.4178107576,43.6133731219,3480,1.0,1.0
rate_sensitive,ordinary_summary,steady_load,8257,160,48,1,48,6,20,0.9635416667,0.75,4,0.25,1,360.8875,537,0.1666666667,3.6845918515,47.7521023828,3480,1.0,1.0
rate_sensitive,ordinary_summary,sudden_burst,8257,160,58,1,58,6,20,0.953125,0.75,4,0.3125,2,358.95,537,0.8333333333,8.8653,569.4326582491,3480,1.0,1.0
rate_sensitive,ordinary_summary,burst_recovery,8257,160,45,1,45,6,20,0.9635416667,0.75,3,0.25,2,376.6625,537,0.3333333333,5.7,116.0314054221,3480,1.0,1.0
rate_sensitive,verified_capsule,slow_drip,8257,160,68,1,68,9,20,0.9635416667,0.75,5,0.3125,1,376.7875,557,0.1666666667,3.4178107576,44.8633731219,3480,1.0,1.0
rate_sensitive,verified_capsule,steady_load,8257,160,66,1,66,9,20,0.9739583333,0.75,4,0.25,1,376.0125,557,0.1666666667,3.6845918515,45.7521023828,3480,1.0,1.0
rate_sensitive,verified_capsule,sudden_burst,8257,160,22,1,22,5,20,0.9739583333,0.5833333333,3,0.25,2,374.075,557,0.8333333333,8.8653,568.6826582491,3480,1.0,1.0
rate_sensitive,verified_capsule,burst_recovery,8257,160,61,1,61,9,20,0.96875,0.5833333333,3,0.25,2,391.7875,557,0.3333333333,5.7,114.2814054221,3480,1.0,1.0
rate_disabled_null,continuous_history,slow_drip,8257,160,161,0,,,20,1.0,1.0,13,0.8125,1,603.6,1070,0.1666666667,3.4178107576,65.1133731219,3480,1.0,0.8333333333
rate_disabled_null,continuous_history,steady_load,8257,160,161,0,,,20,1.0,1.0,13,0.8125,1,602.825,1070,0.1666666667,3.6845918515,70.5021023828,3480,1.0,0.8333333333
rate_disabled_null,continuous_history,sudden_burst,8257,160,161,0,,,20,1.0,1.0,14,0.875,1,600.8875,1070,0.8333333333,8.8653,589.6826582491,3480,1.0,0.8333333333
rate_disabled_null,continuous_history,burst_recovery,8257,160,161,0,,,20,1.0,1.0,13,0.8125,1,618.6,1070,0.3333333333,5.7,137.2814054221,3480,1.0,0.8333333333
rate_disabled_null,ordinary_summary,slow_drip,8257,160,161,0,,,20,0.9895833333,0.9166666667,8,0.5,1,361.6625,537,0.1666666667,3.4178107576,53.1133731219,3480,1.0,0.8333333333
rate_disabled_null,ordinary_summary,steady_load,8257,160,161,0,,,20,0.9895833333,0.9166666667,8,0.5,1,360.8875,537,0.1666666667,3.6845918515,56.5021023828,3480,1.0,0.8333333333
rate_disabled_null,ordinary_summary,sudden_burst,8257,160,161,0,,,20,0.9947916667,0.9166666667,7,0.4375,1,358.95,537,0.8333333333,8.8653,570.6826582491,3480,1.0,0.8333333333
rate_disabled_null,ordinary_summary,burst_recovery,8257,160,161,0,,,20,0.9895833333,0.9166666667,8,0.5,1,376.6625,537,0.3333333333,5.7,124.7814054221,3480,1.0,0.8333333333
rate_disabled_null,verified_capsule,slow_drip,8257,160,161,0,,,20,0.9947916667,0.9166666667,2,0.125,1,376.7875,557,0.1666666667,3.4178107576,38.8633731219,3480,1.0,1.0
rate_disabled_null,verified_capsule,steady_load,8257,160,161,0,,,20,0.9947916667,0.9166666667,2,0.125,1,376.0125,557,0.1666666667,3.6845918515,43.2521023828,3480,1.0,1.0
rate_disabled_null,verified_capsule,sudden_burst,8257,160,161,0,,,20,0.9947916667,0.9166666667,2,0.125,1,374.075,557,0.8333333333,8.8653,559.9326582491,3480,1.0,1.0
rate_disabled_null,verified_capsule,burst_recovery,8257,160,161,0,,,20,0.9947916667,0.9166666667,2,0.125,1,391.7875,557,0.3333333333,5.7,110.7814054221,3480,1.0,1.0
rate_sensitive,continuous_history,slow_drip,8258,160,161,0,,,20,0.9791666667,0.8333333333,2,0.125,1,635.0625,1120,0.1666666667,3.4521190749,42.7646002148,3530,1.0,1.0
rate_sensitive,continuous_history,steady_load,8258,160,161,0,,,20,0.9791666667,0.8333333333,2,0.125,1,635.4375,1120,0.1666666667,3.8645801435,56.1337156336,3530,1.0,1.0
rate_sensitive,continuous_history,sudden_burst,8258,160,101,1,101,14,20,0.9479166667,0.5833333333,3,0.25,2,636.375,1120,0.8333333333,10.1634830703,611.2295313384,3530,1.0,1.0
rate_sensitive,continuous_history,burst_recovery,8258,160,161,0,,,20,0.9895833333,0.8333333333,1,0.0625,1,652.4625,1120,0.3333333333,5.8097243346,111.9372028791,3530,1.0,1.0
rate_sensitive,ordinary_summary,slow_drip,8258,160,161,0,,,20,0.9895833333,0.8333333333,3,0.1875,1,363.3125,554,0.1666666667,3.4521190749,46.7646002148,3530,1.0,1.0
rate_sensitive,ordinary_summary,steady_load,8258,160,161,0,,,20,0.9895833333,0.8333333333,3,0.1875,1,363.6875,554,0.1666666667,3.8645801435,61.1337156336,3530,1.0,1.0
rate_sensitive,ordinary_summary,sudden_burst,8258,160,161,0,,,20,0.9791666667,0.8333333333,4,0.25,1,364.625,554,0.8333333333,10.1634830703,611.4795313384,3530,1.0,1.0
rate_sensitive,ordinary_summary,burst_recovery,8258,160,161,0,,,20,1.0,1.0,0,0.0,0,380.7125,554,0.3333333333,5.8097243346,113.4372028791,3530,1.0,1.0
rate_sensitive,verified_capsule,slow_drip,8258,160,161,0,,,20,1.0,1.0,0,0.0,0,378.4375,574,0.1666666667,3.4521190749,37.0146002148,3530,1.0,1.0
rate_sensitive,verified_capsule,steady_load,8258,160,161,0,,,20,1.0,1.0,0,0.0,0,378.8125,574,0.1666666667,3.8645801435,51.3837156336,3530,1.0,1.0
rate_sensitive,verified_capsule,sudden_burst,8258,160,161,0,,,20,0.9895833333,0.8333333333,1,0.0625,1,379.75,574,0.8333333333,10.1634830703,602.2295313384,3530,1.0,1.0
rate_sensitive,verified_capsule,burst_recovery,8258,160,161,0,,,20,0.9895833333,0.8333333333,1,0.0625,1,395.8375,574,0.3333333333,5.8097243346,112.6872028791,3530,1.0,1.0
rate_disabled_null,continuous_history,slow_drip,8258,160,161,0,,,20,0.9635416667,0.9166666667,7,0.4375,1,635.0625,1120,0.1666666667,3.4521190749,51.7646002148,3530,0.9166666667,0.8333333333
rate_disabled_null,continuous_history,steady_load,8258,160,161,0,,,20,0.9635416667,0.9166666667,7,0.4375,1,635.4375,1120,0.1666666667,3.8645801435,65.6337156336,3530,0.9166666667,0.8333333333
rate_disabled_null,continuous_history,sudden_burst,8258,160,161,0,,,20,0.9635416667,0.9166666667,7,0.4375,1,636.375,1120,0.8333333333,10.1634830703,615.7295313384,3530,0.9166666667,0.8333333333
rate_disabled_null,continuous_history,burst_recovery,8258,160,161,0,,,20,0.9635416667,0.9166666667,7,0.4375,1,652.4625,1120,0.3333333333,5.8097243346,125.9372028791,3530,0.9166666667,0.8333333333
rate_disabled_null,ordinary_summary,slow_drip,8258,160,161,0,,,20,1.0,1.0,0,0.0,0,363.3125,554,0.1666666667,3.4521190749,36.5146002148,3530,1.0,1.0
rate_disabled_null,ordinary_summary,steady_load,8258,160,161,0,,,20,1.0,1.0,0,0.0,0,363.6875,554,0.1666666667,3.8645801435,50.3837156336,3530,1.0,1.0
rate_disabled_null,ordinary_summary,sudden_burst,8258,160,161,0,,,20,1.0,1.0,0,0.0,0,364.625,554,0.8333333333,10.1634830703,600.4795313384,3530,1.0,1.0
rate_disabled_null,ordinary_summary,burst_recovery,8258,160,161,0,,,20,1.0,1.0,0,0.0,0,380.7125,554,0.3333333333,5.8097243346,110.6872028791,3530,1.0,1.0
rate_disabled_null,verified_capsule,slow_drip,8258,160,161,0,,,20,1.0,1.0,0,0.0,0,378.4375,574,0.1666666667,3.4521190749,36.5146002148,3530,1.0,1.0
rate_disabled_null,verified_capsule,steady_load,8258,160,161,0,,,20,1.0,1.0,0,0.0,0,378.8125,574,0.1666666667,3.8645801435,50.3837156336,3530,1.0,1.0
rate_disabled_null,verified_capsule,sudden_burst,8258,160,161,0,,,20,1.0,1.0,0,0.0,0,379.75,574,0.8333333333,10.1634830703,600.4795313384,3530,1.0,1.0
rate_disabled_null,verified_capsule,burst_recovery,8258,160,161,0,,,20,1.0,1.0,0,0.0,0,395.8375,574,0.3333333333,5.8097243346,110.6872028791,3530,1.0,1.0
rate_sensitive,continuous_history,slow_drip,8259,160,108,1,108,14,20,0.9166666667,0.5833333333,5,0.4375,2,605.2875,1060,0.1666666667,3.4527227186,51.0537618059,3470,1.0,1.0
rate_sensitive,continuous_history,steady_load,8259,160,106,1,106,14,20,0.921875,0.75,6,0.375,1,605.5125,1060,0.1666666667,3.8700035465,59.7719949357,3470,1.0,1.0
rate_sensitive,continuous_history,sudden_burst,8259,160,22,1,22,5,20,0.953125,0.75,4,0.25,1,606.075,1060,0.8333333333,10.9002,577.4779294965,3470,1.0,1.0
rate_sensitive,continuous_history,burst_recovery,8259,160,101,1,101,14,20,0.96875,0.8333333333,3,0.1875,1,621.8375,1060,0.3333333333,5.7868650982,103.4515978908,3470,1.0,1.0
rate_sensitive,ordinary_summary,slow_drip,8259,160,124,1,124,16,20,0.9635416667,0.8333333333,4,0.25,1,356.4125,520,0.1666666667,3.4527227186,43.0537618059,3470,0.9166666667,0.8333333333
rate_sensitive,ordinary_summary,steady_load,8259,160,128,1,128,16,20,0.9479166667,0.75,5,0.3125,1,356.6375,520,0.1666666667,3.8700035465,57.5219949357,3470,0.9166666667,0.8333333333
rate_sensitive,ordinary_summary,sudden_burst,8259,160,138,1,138,16,20,0.96875,0.5833333333,2,0.1875,2,357.2,520,0.8333333333,10.9002,575.4779294965,3470,1.0,1.0
rate_sensitive,ordinary_summary,burst_recovery,8259,160,125,1,125,16,20,0.984375,0.8333333333,2,0.125,1,372.9625,520,0.3333333333,5.7868650982,97.4515978908,3470,0.9166666667,0.8333333333
rate_sensitive,verified_capsule,slow_drip,8259,160,161,0,,,20,0.9791666667,0.8333333333,2,0.125,1,371.5375,540,0.1666666667,3.4527227186,38.3037618059,3470,1.0,1.0
rate_sensitive,verified_capsule,steady_load,8259,160,106,1,106,14,20,0.9635416667,0.75,3,0.1875,1,371.7625,540,0.1666666667,3.8700035465,56.2719949357,3470,1.0,1.0
rate_sensitive,verified_capsule,sudden_burst,8259,160,22,1,22,5,20,0.953125,0.75,4,0.3125,2,372.325,540,0.8333333333,10.9002,584.4779294965,3470,1.0,1.0
rate_sensitive,verified_capsule,burst_recovery,8259,160,101,1,101,14,20,0.9895833333,0.8333333333,1,0.0625,1,388.0875,540,0.3333333333,5.7868650982,96.9515978908,3470,1.0,1.0
rate_disabled_null,continuous_history,slow_drip,8259,160,161,0,,,20,1.0,1.0,0,0.0,0,605.2875,1060,0.1666666667,3.4527227186,33.8037618059,3470,1.0,1.0
rate_disabled_null,continuous_history,steady_load,8259,160,161,0,,,20,1.0,1.0,0,0.0,0,605.5125,1060,0.1666666667,3.8700035465,45.7719949357,3470,1.0,1.0
rate_disabled_null,continuous_history,sudden_burst,8259,160,161,0,,,20,1.0,1.0,0,0.0,0,606.075,1060,0.8333333333,10.9002,568.4779294965,3470,1.0,1.0
rate_disabled_null,continuous_history,burst_recovery,8259,160,161,0,,,20,1.0,1.0,0,0.0,0,621.8375,1060,0.3333333333,5.7868650982,93.2015978908,3470,1.0,1.0
rate_disabled_null,ordinary_summary,slow_drip,8259,160,92,1,92,12,20,0.84375,0.6666666667,8,0.9375,2,356.4125,520,0.1666666667,3.4527227186,70.3037618059,3470,0.6666666667,0.6666666667
rate_disabled_null,ordinary_summary,steady_load,8259,160,94,1,94,12,20,0.84375,0.6666666667,8,0.9375,2,356.6375,520,0.1666666667,3.8700035465,80.7719949357,3470,0.6666666667,0.6666666667
rate_disabled_null,ordinary_summary,sudden_burst,8259,160,99,1,99,12,20,0.8541666667,0.6666666667,7,0.875,2,357.2,520,0.8333333333,10.9002,599.7279294965,3470,0.6666666667,0.6666666667
rate_disabled_null,ordinary_summary,burst_recovery,8259,160,86,1,86,12,20,0.8333333333,0.6666666667,8,1.0,2,372.9625,520,0.3333333333,5.7868650982,130.9515978908,3470,0.6666666667,0.6666666667
rate_disabled_null,verified_capsule,slow_drip,8259,160,108,1,108,14,20,0.984375,0.75,1,0.0625,1,371.5375,540,0.1666666667,3.4527227186,37.8037618059,3470,1.0,1.0
rate_disabled_null,verified_capsule,steady_load,8259,160,106,1,106,14,20,0.984375,0.75,1,0.0625,1,371.7625,540,0.1666666667,3.8700035465,51.2719949357,3470,1.0,1.0
rate_disabled_null,verified_capsule,sudden_burst,8259,160,101,1,101,14,20,0.9739583333,0.5833333333,1,0.125,2,372.325,540,0.8333333333,10.9002,577.7279294965,3470,1.0,1.0
rate_disabled_null,verified_capsule,burst_recovery,8259,160,101,1,101,14,20,0.984375,0.75,1,0.0625,1,388.0875,540,0.3333333333,5.7868650982,99.2015978908,3470,1.0,1.0
rate_sensitive,continuous_history,slow_drip,8260,160,161,0,,,20,0.9895833333,0.8333333333,1,0.0625,1,597.975,1090,0.1666666667,3.4351004282,33.9402106298,3500,0.8333333333,0.8333333333
rate_sensitive,continuous_history,steady_load,8260,160,161,0,,,20,0.9895833333,0.8333333333,1,0.0625,1,597.075,1090,0.1666666667,3.8127455909,43.7947999559,3500,0.8333333333,0.8333333333
rate_sensitive,continuous_history,sudden_burst,8260,160,60,1,60,8,20,0.984375,0.75,1,0.0625,1,594.825,1090,0.8333333333,8.9004792516,562.571639515,3500,1.0,1.0
rate_sensitive,continuous_history,burst_recovery,8260,160,161,0,,,20,0.9895833333,0.8333333333,1,0.0625,1,612.5375,1090,0.3333333333,5.7885472627,102.7349029393,3500,0.8333333333,0.8333333333
rate_sensitive,ordinary_summary,slow_drip,8260,160,28,1,28,4,20,0.921875,0.75,5,0.3125,1,364.6625,540,0.1666666667,3.4351004282,43.6902106298,3500,1.0,1.0
rate_sensitive,ordinary_summary,steady_load,8260,160,26,1,26,4,20,0.921875,0.75,5,0.3125,1,363.7625,540,0.1666666667,3.8127455909,53.2947999559,3500,1.0,1.0
rate_sensitive,ordinary_summary,sudden_burst,8260,160,21,1,21,4,20,0.9479166667,0.6666666667,3,0.3125,2,361.5125,540,0.8333333333,8.9004792516,572.321639515,3500,1.0,1.0
rate_sensitive,ordinary_summary,burst_recovery,8260,160,21,1,21,4,20,0.96875,0.75,2,0.125,1,379.225,540,0.3333333333,5.7885472627,105.9849029393,3500,1.0,1.0
rate_sensitive,verified_capsule,slow_drip,8260,160,20,1,20,3,20,0.9635416667,0.6666666667,2,0.125,1,379.7875,560,0.1666666667,3.4351004282,34.1902106298,3500,1.0,1.0
rate_sensitive,verified_capsule,steady_load,8260,160,20,1,20,3,20,0.9635416667,0.6666666667,2,0.125,1,378.8875,560,0.1666666667,3.8127455909,43.2947999559,3500,1.0,1.0
rate_sensitive,verified_capsule,sudden_burst,8260,160,20,1,20,3,20,0.9479166667,0.6666666667,3,0.1875,1,376.6375,560,0.8333333333,8.9004792516,568.571639515,3500,1.0,1.0
