condition,policy,seed,cycles,violations,first_failure_cycle,n_f,final_active_unresolved,final_active_tips,max_active_unresolved,max_burial_depth,mean_top_decile_capture,mean_top_decile_expected_share,frontier_capture_lift,walker_attachment_count,walker_fallback_count,walker_fallback_rate,mean_walker_steps,largest_branch_share,branch_hhi,repair_attempts,repair_successes,repair_budget_used,recovery_probes,recovery_successes,recovery_rate,mean_recovery_cost,mean_recovery_depth,mean_interior_shielded_cycles,receipt_enabled
uniform_null,no_intervention,5102,48,14,30,30,48,28,48,6,0.14634146341463414,0.1395379613581037,0.006803502056530436,0,0,,,0.5416666666666666,0.37673611111111105,0,0,0,6,2,0.3333333333333333,4.0,4.666666666666667,16.65,0
uniform_null,logging_only,5102,48,14,30,30,48,28,48,6,0.14634146341463414,0.1395379613581037,0.006803502056530436,0,0,,,0.5416666666666666,0.37673611111111105,0,0,0,6,5,0.8333333333333334,5.4,4.666666666666667,16.65,1
uniform_null,random_repair,5102,48,14,36,36,39,24,39,6,0.2682926829268293,0.1455471923435303,0.12274549058329898,0,0,,,0.6666666666666666,0.4779750164365549,12,9,12,6,5,0.8333333333333334,5.4,4.666666666666667,12.066666666666666,1
uniform_null,oldest_first,5102,48,14,36,36,40,23,40,8,0.24390243902439024,0.14405723946307605,0.09984519956131419,0,0,,,0.725,0.5475,12,8,12,6,1,0.16666666666666666,3.0,5.5,13.176470588235293,1
uniform_null,tip_targeted,5102,48,14,36,36,40,22,40,6,0.24390243902439024,0.14507171265167354,0.0988307263727167,0,0,,,0.55,0.4650000000000001,12,8,12,6,4,0.6666666666666666,5.0,4.5,14.11111111111111,1
least_capture_balancer,no_intervention,5102,48,14,30,30,48,7,48,8,0.7804878048780488,0.1395379613581037,0.6409498435199451,0,0,,,0.1875,0.1779513888888889,0,0,0,6,3,0.5,4.666666666666667,5.333333333333333,22.853658536585368,0
least_capture_balancer,logging_only,5102,48,14,30,30,48,7,48,8,0.7804878048780488,0.1395379613581037,0.6409498435199451,0,0,,,0.1875,0.1779513888888889,0,0,0,6,4,0.6666666666666666,5.25,5.333333333333333,22.853658536585368,1
least_capture_balancer,random_repair,5102,48,14,39,39,37,13,37,8,0.4146341463414634,0.14784116830002716,0.2667929780414362,0,0,,,0.1891891891891892,0.17311906501095692,12,11,12,6,4,0.6666666666666666,6.0,5.666666666666667,16.125,1
least_capture_balancer,oldest_first,5102,48,14,39,39,38,7,38,10,0.7804878048780488,0.1476897952573153,0.6327980096207335,0,0,,,0.18421052631578946,0.17313019390581716,12,10,12,6,3,0.5,6.666666666666667,6.666666666666667,17.387096774193548,1
least_capture_balancer,tip_targeted,5102,48,14,36,36,38,10,38,7,0.5853658536585366,0.1458634072938916,0.43950244636464497,0,0,,,0.23684210526315788,0.2271468144044321,12,10,12,6,5,0.8333333333333334,6.0,4.666666666666667,19.5,1
diffusive_first_contact,no_intervention,5102,48,15,30,30,48,17,48,7,0.34146341463414637,0.1395379613581037,0.20192545327604267,41,0,0.0,313.2439024390244,0.2708333333333333,0.20920138888888887,0,0,0,6,2,0.3333333333333333,4.5,4.833333333333333,20.774193548387096,0
