condition,policy,seed,cycles,violations,first_failure_cycle,n_f,final_active_unresolved,final_active_tips,max_active_unresolved,max_burial_depth,mean_top_decile_capture,mean_top_decile_expected_share,frontier_capture_lift,walker_attachment_count,walker_fallback_count,walker_fallback_rate,mean_walker_steps,largest_branch_share,branch_hhi,repair_attempts,repair_successes,repair_budget_used,recovery_probes,recovery_successes,recovery_rate,mean_recovery_cost,mean_recovery_depth,mean_interior_shielded_cycles,receipt_enabled
diffusive_first_contact,random_repair,5125,48,11,42,42,36,18,36,7,0.2972972972972973,0.17309662947427557,0.12420066782302175,37,0,0.0,250.51351351351352,0.19444444444444445,0.1419753086419753,12,12,12,6,3,0.5,6.333333333333333,6.166666666666667,15.333333333333334,1
diffusive_first_contact,oldest_first,5125,48,10,42,42,37,15,37,6,0.43243243243243246,0.17309662947427557,0.2593358029581569,37,0,0.0,215.6216216216216,0.1891891891891892,0.12636961285609935,12,11,12,6,6,1.0,6.0,5.0,14.090909090909092,1
diffusive_first_contact,tip_targeted,5125,48,10,42,42,37,12,37,7,0.4594594594594595,0.1729596120138056,0.2864998474456539,37,0,0.0,198.9189189189189,0.5945945945945946,0.43608473338203074,12,11,12,6,3,0.5,6.333333333333333,5.333333333333333,19.48,1
uniform_null,no_intervention,5126,48,18,30,30,48,25,48,6,0.23809523809523808,0.14040414145880925,0.09769109663642883,0,0,,,0.375,0.2934027777777778,0,0,0,6,1,0.16666666666666666,4.0,5.0,15.695652173913043,0
uniform_null,logging_only,5126,48,18,30,30,48,25,48,6,0.23809523809523808,0.14040414145880925,0.09769109663642883,0,0,,,0.375,0.2934027777777778,0,0,0,6,4,0.6666666666666666,6.0,5.0,15.695652173913043,1
uniform_null,random_repair,5126,48,18,42,42,38,22,38,6,0.19047619047619047,0.14227814644089368,0.04819804403529679,0,0,,,0.6842105263157895,0.5,12,10,12,6,4,0.6666666666666666,5.5,5.0,12.375,1
uniform_null,oldest_first,5126,48,18,42,42,39,21,39,6,0.23809523809523808,0.14867610951086171,0.08941912858437637,0,0,,,0.41025641025641024,0.26495726495726496,12,9,12,6,3,0.5,6.0,4.666666666666667,11.833333333333334,1
uniform_null,tip_targeted,5126,48,18,42,42,37,21,37,6,0.19047619047619047,0.14872030161184427,0.0417558888643462,0,0,,,0.7837837837837838,0.6610664718772827,12,11,12,6,6,1.0,5.166666666666667,4.166666666666667,14.75,1
least_capture_balancer,no_intervention,5126,48,18,30,30,48,6,48,7,0.7380952380952381,0.14040414145880925,0.5976910966364288,0,0,,,0.16666666666666666,0.16666666666666666,0,0,0,6,1,0.16666666666666666,4.0,6.333333333333333,22.357142857142858,0
least_capture_balancer,logging_only,5126,48,18,30,30,48,6,48,7,0.7380952380952381,0.14040414145880925,0.5976910966364288,0,0,,,0.16666666666666666,0.16666666666666666,0,0,0,6,4,0.6666666666666666,7.0,6.333333333333333,22.357142857142858,1
least_capture_balancer,random_repair,5126,48,18,42,42,39,10,39,8,0.5476190476190477,0.14879750790812218,0.3988215397109255,0,0,,,0.20512820512820512,0.20052596975673898,12,9,12,6,4,0.6666666666666666,7.5,6.666666666666667,16.17241379310345,1
least_capture_balancer,oldest_first,5126,48,18,42,42,38,6,38,11,0.6904761904761905,0.14893816653559155,0.5415380239405989,0,0,,,0.18421052631578946,0.16897506925207753,12,10,12,6,4,0.6666666666666666,9.0,7.833333333333333,16.6875,1
least_capture_balancer,tip_targeted,5126,48,18,42,42,40,7,40,7,0.7380952380952381,0.14782724465561398,0.5902679934396242,0,0,,,0.2,0.20000000000000004,12,8,12,6,4,0.6666666666666666,7.5,5.833333333333333,19.454545454545453,1
diffusive_first_contact,no_intervention,5126,48,18,30,30,48,16,48,6,0.42857142857142855,0.14040414145880925,0.2881672871126193,42,0,0.0,219.85714285714286,0.2916666666666667,0.21614583333333334,0,0,0,6,1,0.16666666666666666,3.0,4.833333333333333,20.03125,0
diffusive_first_contact,logging_only,5126,48,18,30,30,48,16,48,6,0.42857142857142855,0.14040414145880925,0.2881672871126193,42,0,0.0,219.85714285714286,0.2916666666666667,0.21614583333333334,0,0,0,6,4,0.6666666666666666,5.75,4.833333333333333,20.03125,1
diffusive_first_contact,random_repair,5126,48,18,42,42,38,12,38,8,0.2857142857142857,0.14888113362141578,0.13683315209286992,42,0,0.0,223.21428571428572,0.42105263157894735,0.2922437673130194,12,10,12,6,4,0.6666666666666666,5.5,5.333333333333333,16.192307692307693,1
diffusive_first_contact,oldest_first,5126,48,18,42,42,36,17,36,6,0.2619047619047619,0.14898419493691448,0.11292056696784744,42,0,0.0,222.71428571428572,0.4166666666666667,0.2515432098765432,12,12,12,6,3,0.5,6.333333333333333,4.666666666666667,12.894736842105264,1
diffusive_first_contact,tip_targeted,5126,48,18,42,42,37,13,37,10,0.2619047619047619,0.14960115847346186,0.11230360343130005,42,0,0.0,222.88095238095238,1.0,1.0,12,11,12,6,5,0.8333333333333334,7.0,6.666666666666667,19.375,1
uniform_null,no_intervention,5127,48,17,33,33,48,24,48,7,0.3076923076923077,0.16505089727904923,0.14264141041325848,0,0,,,0.6041666666666666,0.40104166666666663,0,0,0,6,0,0.0,,6.333333333333333,17.25,0
uniform_null,logging_only,5127,48,17,33,33,48,24,48,7,0.3076923076923077,0.16505089727904923,0.14264141041325848,0,0,,,0.6041666666666666,0.40104166666666663,0,0,0,6,4,0.6666666666666666,7.75,6.333333333333333,17.25,1
uniform_null,random_repair,5127,48,16,37,37,38,23,38,8,0.15384615384615385,0.17158262340918912,-0.017736469563035262,0,0,,,0.7631578947368421,0.590027700831025,12,10,12,6,5,0.8333333333333334,8.0,6.833333333333333,12.066666666666666,1
uniform_null,oldest_first,5127,48,15,37,37,40,24,40,8,0.1794871794871795,0.17211465278737234,0.007372526699807147,0,0,,,0.625,0.415,12,8,12,6,4,0.6666666666666666,7.75,6.333333333333333,13.5,1
uniform_null,tip_targeted,5127,48,16,40,40,37,18,37,7,0.23076923076923078,0.1743664612537557,0.05640276951547507,0,0,,,0.972972972972973,0.9474068663257853,12,11,12,6,3,0.5,6.333333333333333,5.166666666666667,17.36842105263158,1
least_capture_balancer,no_intervention,5127,48,15,33,33,48,9,48,13,0.9487179487179487,0.16505089727904923,0.7836670514388995,0,0,,,0.2916666666666667,0.15017361111111113,0,0,0,6,1,0.16666666666666666,8.0,12.0,24.0,0
least_capture_balancer,logging_only,5127,48,15,33,33,48,9,48,13,0.9487179487179487,0.16505089727904923,0.7836670514388995,0,0,,,0.2916666666666667,0.15017361111111113,0,0,0,6,0,0.0,,12.0,24.0,1
least_capture_balancer,random_repair,5127,48,15,40,40,37,14,37,13,0.7435897435897436,0.17453404965663824,0.5690556939331054,0,0,,,0.24324324324324326,0.13221329437545656,12,11,12,6,0,0.0,,12.0,18.565217391304348,1
least_capture_balancer,oldest_first,5127,48,15,37,37,38,9,38,13,0.9230769230769231,0.17166014328045587,0.7514167797964673,0,0,,,0.15789473684210525,0.11495844875346259,12,10,12,6,0,0.0,,12.0,17.96551724137931,1
least_capture_balancer,tip_targeted,5127,48,15,37,37,38,9,38,7,0.6153846153846154,0.17107334783360056,0.44431126755101485,0,0,,,0.2631578947368421,0.1897506925207756,12,10,12,6,4,0.6666666666666666,6.75,5.833333333333333,23.344827586206897,1
diffusive_first_contact,no_intervention,5127,48,15,33,33,48,19,48,8,0.46153846153846156,0.16505089727904923,0.29648756425941236,39,0,0.0,198.2051282051282,0.4583333333333333,0.26215277777777773,0,0,0,6,1,0.16666666666666666,4.0,6.666666666666667,22.862068965517242,0
diffusive_first_contact,logging_only,5127,48,15,33,33,48,19,48,8,0.46153846153846156,0.16505089727904923,0.29648756425941236,39,0,0.0,198.2051282051282,0.4583333333333333,0.26215277777777773,0,0,0,6,6,1.0,7.666666666666667,6.666666666666667,22.862068965517242,1
diffusive_first_contact,random_repair,5127,48,15,37,37,38,16,38,6,0.3076923076923077,0.17158262340918912,0.1361096842831186,39,0,0.0,246.89743589743588,0.34210526315789475,0.19113573407202217,12,10,12,6,5,0.8333333333333334,6.2,5.333333333333333,16.636363636363637,1
diffusive_first_contact,oldest_first,5127,48,15,40,40,37,17,37,8,0.2564102564102564,0.17163560906588995,0.08477464734436643,39,0,0.0,196.82051282051282,0.2972972972972973,0.1804236669101534,12,11,12,6,4,0.6666666666666666,7.0,6.666666666666667,15.65,1
diffusive_first_contact,tip_targeted,5127,48,16,40,40,36,11,36,10,0.3076923076923077,0.17461627326827361,0.1330760344240341,39,0,0.0,211.10256410256412,0.8055555555555556,0.6867283950617284,12,12,12,6,3,0.5,7.666666666666667,5.666666666666667,20.44,1
uniform_null,no_intervention,5128,48,16,31,31,48,29,48,9,0.13157894736842105,0.16484919420559213,-0.033270246837171086,0,0,,,0.7083333333333334,0.5173611111111112,0,0,0,6,0,0.0,,7.0,15.105263157894736,0
uniform_null,logging_only,5128,48,16,31,31,48,29,48,9,0.13157894736842105,0.16484919420559213,-0.033270246837171086,0,0,,,0.7083333333333334,0.5173611111111112,0,0,0,6,6,1.0,8.0,7.0,15.105263157894736,1
uniform_null,random_repair,5128,48,16,45,45,37,23,37,6,0.15789473684210525,0.17847456043698742,-0.02057982359488217,0,0,,,0.7837837837837838,0.6216216216216216,12,11,12,6,3,0.5,6.666666666666667,5.166666666666667,14.285714285714286,1
uniform_null,oldest_first,5128,48,16,35,35,39,27,39,8,0.15789473684210525,0.17614148475801145,-0.018246747915906192,0,0,,,0.6666666666666666,0.46219592373438523,12,9,12,6,3,0.5,6.666666666666667,6.166666666666667,12.666666666666666,1
uniform_null,tip_targeted,5128,48,16,45,45,37,21,37,6,0.15789473684210525,0.17822353541816058,-0.020328798576055324,0,0,,,0.9459459459459459,0.8962746530314097,12,11,12,6,4,0.6666666666666666,5.75,4.666666666666667,13.9375,1
least_capture_balancer,no_intervention,5128,48,16,31,31,48,10,48,10,1.0,0.16484919420559213,0.8351508057944079,0,0,,,0.22916666666666666,0.12239583333333333,0,0,0,6,0,0.0,,9.5,24.0,0
least_capture_balancer,logging_only,5128,48,16,31,31,48,10,48,10,1.0,0.16484919420559213,0.8351508057944079,0,0,,,0.22916666666666666,0.12239583333333333,0,0,0,6,1,0.16666666666666666,11.0,9.5,24.0,1
least_capture_balancer,random_repair,5128,48,16,38,38,38,12,38,7,0.7631578947368421,0.1783686381380082,0.584789256598834,0,0,,,0.13157894736842105,0.11357340720221605,12,10,12,6,3,0.5,8.0,6.5,18.76923076923077,1
least_capture_balancer,oldest_first,5128,48,16,38,38,38,10,38,12,0.9210526315789473,0.17860607383250762,0.7424465577464398,0,0,,,0.13157894736842105,0.10526315789473684,12,10,12,6,2,0.3333333333333333,11.0,10.166666666666666,17.75,1
least_capture_balancer,tip_targeted,5128,48,15,38,38,37,10,37,7,0.7631578947368421,0.17458087388625504,0.5885770208505872,0,0,,,0.21621621621621623,0.12636961285609935,12,11,12,6,5,0.8333333333333334,7.4,6.5,22.62962962962963,1
diffusive_first_contact,no_intervention,5128,48,16,31,31,48,20,48,6,0.5,0.16484919420559213,0.33515080579440787,38,0,0.0,271.10526315789474,0.3541666666666667,0.19010416666666669,0,0,0,6,2,0.3333333333333333,5.5,5.5,22.035714285714285,0
diffusive_first_contact,logging_only,5128,48,16,31,31,48,20,48,6,0.5,0.16484919420559213,0.33515080579440787,38,0,0.0,271.10526315789474,0.3541666666666667,0.19010416666666669,0,0,0,6,5,0.8333333333333334,6.4,5.5,22.035714285714285,1
diffusive_first_contact,random_repair,5128,48,16,36,36,39,18,39,8,0.34210526315789475,0.1720537541915453,0.17005150896634944,38,0,0.0,248.1578947368421,0.5128205128205128,0.301775147928994,12,9,12,6,3,0.5,7.666666666666667,6.833333333333333,20.38095238095238,1
diffusive_first_contact,oldest_first,5128,48,15,36,36,38,18,38,7,0.3684210526315789,0.1718334685021521,0.19658758412942684,38,0,0.0,254.92105263157896,0.2631578947368421,0.16066481994459833,12,10,12,6,3,0.5,7.333333333333333,6.166666666666667,14.35,1
diffusive_first_contact,tip_targeted,5128,48,16,45,45,36,12,36,8,0.4473684210526316,0.17847456043698742,0.26889386061564413,38,0,0.0,280.2105263157895,0.7222222222222222,0.5493827160493827,12,12,12,6,4,0.6666666666666666,6.0,5.5,21.333333333333332,1
uniform_null,no_intervention,5129,48,13,34,34,48,29,48,5,0.24242424242424243,0.17213618306704062,0.07028805935720181,0,0,,,0.5416666666666666,0.31423611111111105,0,0,0,6,1,0.16666666666666666,4.0,4.166666666666667,16.42105263157895,0
uniform_null,logging_only,5129,48,13,34,34,48,29,48,5,0.24242424242424243,0.17213618306704062,0.07028805935720181,0,0,,,0.5416666666666666,0.31423611111111105,0,0,0,6,5,0.8333333333333334,5.2,4.166666666666667,16.42105263157895,1
uniform_null,random_repair,5129,48,12,39,39,38,26,38,4,0.21212121212121213,0.18221244160775593,0.029908770513456195,0,0,,,0.34210526315789475,0.19113573407202217,12,10,12,6,5,0.8333333333333334,4.4,3.3333333333333335,14.083333333333334,1
uniform_null,oldest_first,5129,48,13,39,39,37,25,37,5,0.18181818181818182,0.18160618391593672,0.0002119979022451035,0,0,,,0.35135135135135137,0.1994156318480643,12,11,12,6,6,1.0,4.5,3.5,11.0,1
uniform_null,tip_targeted,5129,48,12,39,39,36,18,36,7,0.2727272727272727,0.18382137657813127,0.08890589614914143,0,0,,,0.8333333333333334,0.7021604938271606,12,12,12,6,4,0.6666666666666666,7.25,5.833333333333333,15.5,1
least_capture_balancer,no_intervention,5129,48,13,34,34,48,15,48,6,0.9090909090909091,0.17213618306704062,0.7369547260238685,0,0,,,0.14583333333333334,0.07899305555555555,0,0,0,6,1,0.16666666666666666,7.0,6.0,24.606060606060606,0
least_capture_balancer,logging_only,5129,48,13,34,34,48,15,48,6,0.9090909090909091,0.17213618306704062,0.7369547260238685,0,0,,,0.14583333333333334,0.07899305555555555,0,0,0,6,3,0.5,7.0,6.0,24.606060606060606,1
least_capture_balancer,random_repair,5129,48,13,39,39,39,18,39,6,0.7272727272727273,0.18034528863043942,0.5469274386422879,0,0,,,0.15384615384615385,0.08086785009861933,12,9,12,6,6,1.0,7.0,6.0,23.523809523809526,1
least_capture_balancer,oldest_first,5129,48,12,39,39,36,15,36,9,0.8181818181818182,0.18382137657813127,0.634360441603687,0,0,,,0.08333333333333333,0.07098765432098765,12,12,12,6,3,0.5,8.666666666666666,7.5,16.38095238095238,1
least_capture_balancer,tip_targeted,5129,48,13,39,39,38,11,38,7,0.9696969696969697,0.17592861110555805,0.7937683585914117,0,0,,,0.23684210526315788,0.13988919667590025,12,10,12,6,2,0.3333333333333333,8.0,6.666666666666667,25.25925925925926,1
diffusive_first_contact,no_intervention,5129,48,13,34,34,48,24,48,6,0.30303030303030304,0.17213618306704062,0.13089411996326242,33,0,0.0,226.0909090909091,0.2708333333333333,0.13975694444444445,0,0,0,6,1,0.16666666666666666,4.0,4.666666666666667,21.458333333333332,0
diffusive_first_contact,logging_only,5129,48,13,34,34,48,24,48,6,0.30303030303030304,0.17213618306704062,0.13089411996326242,33,0,0.0,226.0909090909091,0.2708333333333333,0.13975694444444445,0,0,0,6,4,0.6666666666666666,5.5,4.666666666666667,21.458333333333332,1
diffusive_first_contact,random_repair,5129,48,13,39,39,40,21,40,6,0.30303030303030304,0.17897469185528558,0.12405561117501746,33,0,0.0,227.4848484848485,0.225,0.11375,12,8,12,6,3,0.5,6.0,5.5,22.210526315789473,1
diffusive_first_contact,oldest_first,5129,48,12,39,39,38,23,38,6,0.2727272727272727,0.18202955612156566,0.09069771660570705,33,0,0.0,245.21212121212122,0.18421052631578946,0.10664819944598336,12,10,12,6,2,0.3333333333333333,5.0,5.0,14.0,1
diffusive_first_contact,tip_targeted,5129,48,13,39,39,37,16,37,8,0.36363636363636365,0.18265512998666475,0.1809812336496989,33,0,0.0,202.6969696969697,0.4864864864864865,0.3265157048940833,12,11,12,6,4,0.6666666666666666,7.25,6.166666666666667,20.904761904761905,1
uniform_null,no_intervention,5130,48,12,33,33,48,31,48,4,0.08333333333333333,0.17189572229283473,-0.0885623889595014,0,0,,,0.6875,0.484375,0,0,0,6,3,0.5,4.333333333333333,3.5,18.058823529411764,0
uniform_null,logging_only,5130,48,12,33,33,48,31,48,4,0.08333333333333333,0.17189572229283473,-0.0885623889595014,0,0,,,0.6875,0.484375,0,0,0,6,4,0.6666666666666666,4.25,3.5,18.058823529411764,1
uniform_null,random_repair,5130,48,12,45,45,37,25,37,6,0.1388888888888889,0.17655804706861028,-0.037669158179721385,0,0,,,0.7567567567567568,0.5807158509861213,12,11,12,6,6,1.0,5.166666666666667,4.166666666666667,13.583333333333334,1
uniform_null,oldest_first,5130,48,11,45,45,39,27,39,6,0.1388888888888889,0.17750028643496302,-0.03861139754607412,0,0,,,0.6666666666666666,0.4556213017751479,12,9,12,6,3,0.5,5.666666666666667,5.166666666666667,11.75,1
uniform_null,tip_targeted,5130,48,12,45,45,36,20,36,5,0.19444444444444445,0.18047659574871894,0.01396784869572551,0,0,,,0.8333333333333334,0.7037037037037038,12,12,12,6,4,0.6666666666666666,5.25,4.0,15.1875,1
least_capture_balancer,no_intervention,5130,48,12,33,33,48,12,48,18,0.9722222222222222,0.17189572229283473,0.8003264999293875,0,0,,,0.3958333333333333,0.1909722222222222,0,0,0,6,0,0.0,,15.666666666666666,25.083333333333332,0
least_capture_balancer,logging_only,5130,48,12,33,33,48,12,48,18,0.9722222222222222,0.17189572229283473,0.8003264999293875,0,0,,,0.3958333333333333,0.1909722222222222,0,0,0,6,1,0.16666666666666666,8.0,15.666666666666666,25.083333333333332,1
least_capture_balancer,random_repair,5130,48,11,46,46,39,18,39,10,0.7777777777777778,0.17506910084370306,0.6027086769340747,0,0,,,0.3333333333333333,0.1531886916502301,12,9,12,6,3,0.5,11.0,9.5,18.428571428571427,1
least_capture_balancer,oldest_first,5130,48,12,45,45,40,12,40,18,0.9444444444444444,0.17670759768147526,0.7677368467629692,0,0,,,0.275,0.125,12,8,12,6,0,0.0,,15.666666666666666,20.107142857142858,1
least_capture_balancer,tip_targeted,5130,48,12,45,45,38,12,38,7,0.7777777777777778,0.17876054166532573,0.5990172361124521,0,0,,,0.3684210526315789,0.1869806094182825,12,10,12,6,5,0.8333333333333334,7.4,6.5,23.192307692307693,1
diffusive_first_contact,no_intervention,5130,48,12,33,33,48,23,48,7,0.3888888888888889,0.17189572229283473,0.21699316659605417,36,0,0.0,330.8611111111111,0.4791666666666667,0.2647569444444445,0,0,0,6,0,0.0,,6.166666666666667,22.76,0
diffusive_first_contact,logging_only,5130,48,12,33,33,48,23,48,7,0.3888888888888889,0.17189572229283473,0.21699316659605417,36,0,0.0,330.8611111111111,0.4791666666666667,0.2647569444444445,0,0,0,6,4,0.6666666666666666,7.0,6.166666666666667,22.76,1
diffusive_first_contact,random_repair,5130,48,11,46,46,39,20,39,9,0.3611111111111111,0.17506910084370306,0.18604201026740805,36,0,0.0,360.72222222222223,0.48717948717948717,0.27416173570019725,12,9,12,6,4,0.6666666666666666,8.25,7.5,19.68421052631579,1
diffusive_first_contact,oldest_first,5130,48,13,36,36,40,22,40,7,0.25,0.1757138650591587,0.0742861349408413,36,0,0.0,340.22222222222223,0.4,0.20375000000000004,12,8,12,6,4,0.6666666666666666,6.75,6.166666666666667,18.61111111111111,1
diffusive_first_contact,tip_targeted,5130,48,13,45,45,37,15,37,8,0.3333333333333333,0.17840989892046213,0.15492343441287118,36,0,0.0,346.8611111111111,0.6756756756756757,0.491599707815924,12,11,12,6,5,0.8333333333333334,7.0,6.333333333333333,21.272727272727273,1
uniform_null,no_intervention,5131,48,16,31,31,48,31,48,5,0.1111111111111111,0.1644527661545812,-0.053341655043470104,0,0,,,0.4791666666666667,0.2821180555555556,0,0,0,6,1,0.16666666666666666,4.0,4.666666666666667,16.647058823529413,0
uniform_null,logging_only,5131,48,16,31,31,48,31,48,5,0.1111111111111111,0.1644527661545812,-0.053341655043470104,0,0,,,0.4791666666666667,0.2821180555555556,0,0,0,6,4,0.6666666666666666,5.5,4.666666666666667,16.647058823529413,1
uniform_null,random_repair,5131,48,16,41,41,37,21,37,6,0.1388888888888889,0.17403648136423114,-0.03514759247534224,0,0,,,0.40540540540540543,0.295836376917458,12,11,12,6,3,0.5,6.0,4.833333333333333,12.8125,1
uniform_null,oldest_first,5131,48,16,41,41,36,22,36,5,0.16666666666666666,0.17381125613900592,-0.007144589472339258,0,0,,,0.25,0.16512345679012347,12,12,12,6,5,0.8333333333333334,5.6,4.666666666666667,13.214285714285714,1
uniform_null,tip_targeted,5131,48,17,38,38,40,23,40,6,0.08333333333333333,0.17078865825594355,-0.08745532492261023,0,0,,,0.75,0.58875,12,8,12,6,6,1.0,6.0,5.0,13.941176470588236,1
least_capture_balancer,no_intervention,5131,48,16,31,31,48,12,48,4,0.8611111111111112,0.1644527661545812,0.69665834495653,0,0,,,0.10416666666666667,0.0859375,0,0,0,6,3,0.5,4.333333333333333,3.6666666666666665,22.86111111111111,0
least_capture_balancer,logging_only,5131,48,16,31,31,48,12,48,4,0.8611111111111112,0.1644527661545812,0.69665834495653,0,0,,,0.10416666666666667,0.0859375,0,0,0,6,3,0.5,4.333333333333333,3.6666666666666665,22.86111111111111,1
least_capture_balancer,random_repair,5131,48,16,38,38,39,14,39,4,0.75,0.17323321902778802,0.576766780972212,0,0,,,0.10256410256410256,0.08481262327416174,12,9,12,6,6,1.0,4.0,3.0,17.6,1
least_capture_balancer,oldest_first,5131,48,16,41,41,36,12,36,7,0.7777777777777778,0.17381125613900592,0.6039665216387718,0,0,,,0.1111111111111111,0.08641975308641975,12,12,12,6,4,0.6666666666666666,6.5,6.0,16.041666666666668,1
least_capture_balancer,tip_targeted,5131,48,16,41,41,37,11,37,4,0.5,0.17381125613900592,0.32618874386099406,0,0,,,0.13513513513513514,0.12636961285609935,12,11,12,6,5,0.8333333333333334,4.4,3.3333333333333335,19.384615384615383,1
diffusive_first_contact,no_intervention,5131,48,16,31,31,48,20,48,5,0.4722222222222222,0.1644527661545812,0.307769456067641,36,0,0.0,286.9166666666667,0.20833333333333334,0.12413194444444445,0,0,0,6,1,0.16666666666666666,5.0,4.833333333333333,22.892857142857142,0
diffusive_first_contact,logging_only,5131,48,16,31,31,48,20,48,5,0.4722222222222222,0.1644527661545812,0.307769456067641,36,0,0.0,286.9166666666667,0.20833333333333334,0.12413194444444445,0,0,0,6,4,0.6666666666666666,5.75,4.833333333333333,22.892857142857142,1
diffusive_first_contact,random_repair,5131,48,16,38,38,41,19,41,4,0.3888888888888889,0.1724125860494077,0.2164763028394812,36,0,0.0,276.55555555555554,0.1951219512195122,0.12790005948839978,12,7,12,6,6,1.0,4.0,3.0,17.545454545454547,1
diffusive_first_contact,oldest_first,5131,48,16,38,38,38,19,38,6,0.4166666666666667,0.1694376671700173,0.2472289994966494,36,0,0.0,307.55555555555554,0.23684210526315788,0.14819944598337947,12,10,12,6,4,0.6666666666666666,6.25,5.166666666666667,17.05263157894737,1
diffusive_first_contact,tip_targeted,5131,48,16,38,38,38,17,38,5,0.4722222222222222,0.17383187803161945,0.29839034419060273,36,0,0.0,268.3888888888889,0.2631578947368421,0.185595567867036,12,10,12,6,4,0.6666666666666666,5.0,3.8333333333333335,17.80952380952381,1
uniform_null,no_intervention,5132,48,12,39,39,48,26,48,7,0.2,0.1638829689017478,0.036117031098252206,0,0,,,0.7916666666666666,0.634548611111111,0,0,0,6,1,0.16666666666666666,7.0,6.166666666666667,15.454545454545455,0
uniform_null,logging_only,5132,48,12,39,39,48,26,48,7,0.2,0.1638829689017478,0.036117031098252206,0,0,,,0.7916666666666666,0.634548611111111,0,0,0,6,3,0.5,7.0,6.166666666666667,15.454545454545455,1
uniform_null,random_repair,5132,48,12,39,39,41,27,41,8,0.3,0.16926939399453816,0.13073060600546182,0,0,,,0.7560975609756098,0.5812016656751934,12,7,12,6,2,0.3333333333333333,8.5,7.166666666666667,12.714285714285714,1
uniform_null,oldest_first,5132,48,13,39,39,40,23,40,9,0.275,0.16573571047537167,0.10926428952462836,0,0,,,0.65,0.44750000000000006,12,8,12,6,4,0.6666666666666666,8.0,7.0,9.941176470588236,1
uniform_null,tip_targeted,5132,48,12,39,39,39,21,39,7,0.2,0.16433568076651842,0.035664319233481595,0,0,,,0.9487179487179487,0.9026955950032873,12,9,12,6,3,0.5,8.0,6.333333333333333,13.222222222222221,1
least_capture_balancer,no_intervention,5132,48,12,39,39,48,8,48,15,0.95,0.1638829689017478,0.7861170310982522,0,0,,,0.3333333333333333,0.1753472222222222,0,0,0,6,0,0.0,,13.666666666666666,23.075,0
least_capture_balancer,logging_only,5132,48,12,39,39,48,8,48,15,0.95,0.1638829689017478,0.7861170310982522,0,0,,,0.3333333333333333,0.1753472222222222,0,0,0,6,1,0.16666666666666666,8.0,13.666666666666666,23.075,1
least_capture_balancer,random_repair,5132,48,12,39,39,42,12,42,15,0.875,0.1653596473001615,0.7096403526998385,0,0,,,0.3333333333333333,0.1746031746031746,12,6,12,6,1,0.16666666666666666,8.0,13.666666666666666,22.4,1
least_capture_balancer,oldest_first,5132,48,12,39,39,39,8,39,15,0.9,0.1636825085781028,0.7363174914218973,0,0,,,0.1794871794871795,0.12952005259697566,12,9,12,6,1,0.16666666666666666,8.0,13.666666666666666,17.580645161290324,1
least_capture_balancer,tip_targeted,5132,48,12,39,39,39,11,39,9,0.7,0.1706727073889538,0.5293272926110462,0,0,,,0.3076923076923077,0.17685733070348456,12,9,12,6,5,0.8333333333333334,10.0,8.0,21.0,1
diffusive_first_contact,no_intervention,5132,48,12,39,39,48,16,48,11,0.4,0.1638829689017478,0.23611703109825222,40,0,0.0,330.475,0.4583333333333333,0.2630208333333333,0,0,0,6,1,0.16666666666666666,4.0,6.5,20.71875,0
diffusive_first_contact,logging_only,5132,48,12,39,39,48,16,48,11,0.4,0.1638829689017478,0.23611703109825222,40,0,0.0,330.475,0.4583333333333333,0.2630208333333333,0,0,0,6,2,0.3333333333333333,6.5,6.5,20.71875,1
diffusive_first_contact,random_repair,5132,48,12,39,39,37,16,37,10,0.375,0.17061128126718286,0.20438871873281714,40,0,0.0,327.975,0.35135135135135137,0.1994156318480643,12,11,12,6,4,0.6666666666666666,6.75,6.333333333333333,17.761904761904763,1
diffusive_first_contact,oldest_first,5132,48,12,39,39,38,16,38,8,0.3,0.16553977898205827,0.13446022101794172,40,0,0.0,332.15,0.34210526315789475,0.20221606648199444,12,10,12,6,5,0.8333333333333334,6.6,5.666666666666667,13.227272727272727,1
diffusive_first_contact,tip_targeted,5132,48,12,39,39,38,14,38,5,0.375,0.17149022320646962,0.20350977679353038,40,0,0.0,289.925,0.5,0.3227146814404432,12,10,12,6,4,0.6666666666666666,4.5,3.8333333333333335,18.625,1
uniform_null,no_intervention,5133,48,18,32,32,48,25,48,6,0.04878048780487805,0.12496497101629046,-0.07618448321141241,0,0,,,0.4583333333333333,0.2951388888888889,0,0,0,6,0,0.0,,3.6666666666666665,17.08695652173913,0
uniform_null,logging_only,5133,48,18,32,32,48,25,48,6,0.04878048780487805,0.12496497101629046,-0.07618448321141241,0,0,,,0.4583333333333333,0.2951388888888889,0,0,0,6,5,0.8333333333333334,4.2,3.6666666666666665,17.08695652173913,1
uniform_null,random_repair,5133,48,18,40,40,39,22,39,5,0.12195121951219512,0.1336344386358921,-0.011683219123696992,0,0,,,0.5128205128205128,0.3819855358316896,12,9,12,6,6,1.0,4.833333333333333,3.8333333333333335,14.411764705882353,1
uniform_null,oldest_first,5133,48,18,40,40,37,19,37,5,0.14634146341463414,0.13313418868630433,0.013207274728329804,0,0,,,0.6486486486486487,0.510591672753835,12,11,12,6,4,0.6666666666666666,4.25,3.8333333333333335,12.166666666666666,1
