run_family,mode,schedule,seed,cycles,n_f,failed,first_failure_cycle,mean_checkpoint_accuracy,final_config_accuracy,final_requirement_accuracy,unsafe_attempts,retry_count,repair_successes,total_tokens,subcritical_first_failure
primary,receipt_ancestry,randomized,1616,20,2,1,2,0.6875,0.66666667,0.66666667,10,4,3,5720,1
primary,fresh_ground_truth,low_to_high,1717,20,21,0,,1.0,1.0,1.0,0,0,0,5820,0
primary,persistent_history,low_to_high,1717,20,5,1,5,0.58333333,0.41666667,0.33333333,12,4,0,5285,1
primary,prose_summary,low_to_high,1717,20,5,1,5,0.5,0.16666667,0.16666667,10,4,1,5304,1
primary,receipt_ancestry,low_to_high,1717,20,10,1,10,0.79166667,0.66666667,0.83333333,5,4,3,5683,1
primary,fresh_ground_truth,high_to_low,1717,20,21,0,,1.0,1.0,1.0,0,0,0,5820,0
primary,persistent_history,high_to_low,1717,20,7,1,7,0.79166667,0.5,0.5,13,3,0,5454,1
primary,prose_summary,high_to_low,1717,20,2,1,2,0.54166667,0.41666667,0.66666667,19,4,1,5304,0
primary,receipt_ancestry,high_to_low,1717,20,12,1,12,0.83333333,0.75,0.83333333,6,3,2,5701,1
primary,fresh_ground_truth,alternating,1717,20,21,0,,1.0,1.0,1.0,0,0,0,5820,0
primary,persistent_history,alternating,1717,20,7,1,7,0.625,0.41666667,0.33333333,14,3,0,5430,1
primary,prose_summary,alternating,1717,20,5,1,5,0.39583333,0.08333333,0.33333333,12,4,1,5304,0
primary,receipt_ancestry,alternating,1717,20,15,1,15,0.83333333,0.58333333,0.66666667,3,2,2,5691,1
primary,fresh_ground_truth,randomized,1717,20,21,0,,1.0,1.0,1.0,0,0,0,5820,0
primary,persistent_history,randomized,1717,20,8,1,8,0.72916667,0.41666667,0.33333333,8,3,0,5335,1
primary,prose_summary,randomized,1717,20,5,1,5,0.625,0.5,0.5,14,4,1,5304,0
primary,receipt_ancestry,randomized,1717,20,15,1,15,0.91666667,0.91666667,0.83333333,5,3,2,5676,1
primary,fresh_ground_truth,low_to_high,1818,20,21,0,,1.0,1.0,1.0,0,0,0,5820,0
primary,persistent_history,low_to_high,1818,20,5,1,5,0.6875,0.58333333,0.66666667,9,4,0,5225,1
primary,prose_summary,low_to_high,1818,20,5,1,5,0.5625,0.66666667,0.66666667,16,4,3,5304,1
primary,receipt_ancestry,low_to_high,1818,20,10,1,10,0.79166667,0.75,0.83333333,3,3,3,5671,1
primary,fresh_ground_truth,high_to_low,1818,20,21,0,,1.0,1.0,1.0,0,0,0,5820,0
primary,persistent_history,high_to_low,1818,20,3,1,3,0.625,0.5,0.66666667,10,4,0,5424,1
primary,prose_summary,high_to_low,1818,20,1,1,1,0.60416667,0.5,0.83333333,8,4,3,5304,0
primary,receipt_ancestry,high_to_low,1818,20,3,1,3,0.72916667,0.5,0.66666667,5,4,4,5708,1
primary,fresh_ground_truth,alternating,1818,20,21,0,,1.0,1.0,1.0,0,0,0,5820,0
primary,persistent_history,alternating,1818,20,9,1,9,0.60416667,0.5,0.66666667,12,3,0,5360,0
primary,prose_summary,alternating,1818,20,1,1,1,0.5,0.5,1.0,10,4,3,5304,0
primary,receipt_ancestry,alternating,1818,20,5,1,5,0.75,0.66666667,0.83333333,5,4,4,5691,1
primary,fresh_ground_truth,randomized,1818,20,21,0,,1.0,1.0,1.0,0,0,0,5820,0
primary,persistent_history,randomized,1818,20,10,1,10,0.75,0.58333333,0.66666667,6,3,0,5377,1
primary,prose_summary,randomized,1818,20,1,1,1,0.66666667,0.66666667,0.83333333,9,4,3,5304,0
primary,receipt_ancestry,randomized,1818,20,6,1,6,0.77083333,0.75,1.0,6,3,3,5710,1
primary,fresh_ground_truth,low_to_high,1919,20,21,0,,1.0,1.0,1.0,0,0,0,5800,0
primary,persistent_history,low_to_high,1919,20,10,1,10,0.5625,0.08333333,0.16666667,11,3,1,5255,1
primary,prose_summary,low_to_high,1919,20,4,1,4,0.54166667,0.25,0.33333333,16,4,1,5284,1
primary,receipt_ancestry,low_to_high,1919,20,5,1,5,0.58333333,0.58333333,0.66666667,7,4,2,5649,1
primary,fresh_ground_truth,high_to_low,1919,20,21,0,,1.0,1.0,1.0,0,0,0,5800,0
primary,persistent_history,high_to_low,1919,20,5,1,5,0.45833333,0.33333333,0.16666667,14,4,1,5414,1
primary,prose_summary,high_to_low,1919,20,3,1,3,0.52083333,0.33333333,0.5,18,4,1,5284,0
primary,receipt_ancestry,high_to_low,1919,20,3,1,3,0.60416667,0.58333333,0.66666667,17,4,2,5688,1
primary,fresh_ground_truth,alternating,1919,20,21,0,,1.0,1.0,1.0,0,0,0,5800,0
primary,persistent_history,alternating,1919,20,12,1,12,0.77083333,0.33333333,0.33333333,9,2,0,5330,1
primary,prose_summary,alternating,1919,20,2,1,2,0.4375,0.16666667,0.16666667,16,4,1,5284,1
primary,receipt_ancestry,alternating,1919,20,5,1,5,0.70833333,0.33333333,0.66666667,7,4,2,5678,1
primary,fresh_ground_truth,randomized,1919,20,21,0,,1.0,1.0,1.0,0,0,0,5800,0
primary,persistent_history,randomized,1919,20,5,1,5,0.35416667,0.08333333,0.0,16,4,1,5374,1
primary,prose_summary,randomized,1919,20,2,1,2,0.39583333,0.25,0.33333333,18,4,1,5284,1
primary,receipt_ancestry,randomized,1919,20,5,1,5,0.5625,0.58333333,0.66666667,11,4,2,5690,1
primary,fresh_ground_truth,low_to_high,2020,20,21,0,,1.0,1.0,1.0,0,0,0,5790,0
primary,persistent_history,low_to_high,2020,20,10,1,10,0.6875,0.33333333,0.16666667,9,3,2,5235,1
primary,prose_summary,low_to_high,2020,20,1,1,1,0.5625,0.5,0.66666667,17,4,3,5274,1
primary,receipt_ancestry,low_to_high,2020,20,5,1,5,0.64583333,0.5,0.83333333,9,3,2,5620,1
primary,fresh_ground_truth,high_to_low,2020,20,21,0,,1.0,1.0,1.0,0,0,0,5790,0
primary,persistent_history,high_to_low,2020,20,1,1,1,0.66666667,0.41666667,0.33333333,10,3,1,5380,1
primary,prose_summary,high_to_low,2020,20,3,1,3,0.60416667,0.66666667,0.66666667,7,4,3,5274,0
primary,receipt_ancestry,high_to_low,2020,20,4,1,4,0.72916667,0.5,0.5,3,4,3,5671,1
primary,fresh_ground_truth,alternating,2020,20,21,0,,1.0,1.0,1.0,0,0,0,5790,0
primary,persistent_history,alternating,2020,20,1,1,1,0.8125,0.41666667,0.33333333,9,2,1,5330,1
primary,prose_summary,alternating,2020,20,2,1,2,0.52083333,0.41666667,0.66666667,13,4,3,5274,1
primary,receipt_ancestry,alternating,2020,20,3,1,3,0.4375,0.5,0.83333333,12,4,3,5626,1
primary,fresh_ground_truth,randomized,2020,20,21,0,,1.0,1.0,1.0,0,0,0,5790,0
primary,persistent_history,randomized,2020,20,3,1,3,0.77083333,0.33333333,0.16666667,6,2,1,5406,1
primary,prose_summary,randomized,2020,20,3,1,3,0.58333333,0.58333333,0.5,10,4,3,5274,1
primary,receipt_ancestry,randomized,2020,20,8,1,8,0.64583333,0.66666667,0.83333333,3,4,3,5678,0
primary,fresh_ground_truth,low_to_high,2121,20,21,0,,1.0,1.0,1.0,0,0,0,5790,0
primary,persistent_history,low_to_high,2121,20,10,1,10,0.45833333,0.25,0.0,10,3,3,5195,1
primary,prose_summary,low_to_high,2121,20,3,1,3,0.35416667,0.33333333,0.16666667,16,4,0,5274,1
primary,receipt_ancestry,low_to_high,2121,20,5,1,5,0.60416667,0.66666667,1.0,10,4,3,5639,1
primary,fresh_ground_truth,high_to_low,2121,20,21,0,,1.0,1.0,1.0,0,0,0,5790,0
primary,persistent_history,high_to_low,2121,20,5,1,5,0.375,0.08333333,0.0,15,4,4,5380,1
primary,prose_summary,high_to_low,2121,20,2,1,2,0.22916667,0.16666667,0.16666667,19,4,0,5274,0
primary,receipt_ancestry,high_to_low,2121,20,12,1,12,0.72916667,0.41666667,0.83333333,5,3,3,5664,1
primary,fresh_ground_truth,alternating,2121,20,21,0,,1.0,1.0,1.0,0,0,0,5790,0
primary,persistent_history,alternating,2121,20,8,1,8,0.625,0.33333333,0.16666667,11,3,3,5330,1
primary,prose_summary,alternating,2121,20,5,1,5,0.25,0.25,0.16666667,16,4,0,5274,0
primary,receipt_ancestry,alternating,2121,20,5,1,5,0.58333333,0.41666667,1.0,3,4,3,5675,1
primary,fresh_ground_truth,randomized,2121,20,21,0,,1.0,1.0,1.0,0,0,0,5790,0
primary,persistent_history,randomized,2121,20,5,1,5,0.33333333,0.08333333,0.0,12,4,4,5372,1
primary,prose_summary,randomized,2121,20,3,1,3,0.375,0.33333333,0.16666667,16,4,0,5274,0
primary,receipt_ancestry,randomized,2121,20,9,1,9,0.64583333,0.66666667,0.83333333,9,3,3,5644,1
primary,fresh_ground_truth,low_to_high,2222,20,21,0,,1.0,1.0,1.0,0,0,0,5840,0
primary,persistent_history,low_to_high,2222,20,15,1,15,0.77083333,0.41666667,0.33333333,5,2,1,5285,0
primary,prose_summary,low_to_high,2222,20,4,1,4,0.5625,0.75,0.5,12,4,2,5324,1
primary,receipt_ancestry,low_to_high,2222,20,5,1,5,0.70833333,0.75,0.83333333,6,4,4,5689,1
primary,fresh_ground_truth,high_to_low,2222,20,21,0,,1.0,1.0,1.0,0,0,0,5840,0
primary,persistent_history,high_to_low,2222,20,1,1,1,0.5,0.41666667,0.33333333,18,4,3,5464,1
primary,prose_summary,high_to_low,2222,20,5,1,5,0.54166667,0.75,0.66666667,10,4,2,5324,0
primary,receipt_ancestry,high_to_low,2222,20,10,1,10,0.875,0.75,0.5,4,2,2,5735,1
primary,fresh_ground_truth,alternating,2222,20,21,0,,1.0,1.0,1.0,0,0,0,5840,0
primary,persistent_history,alternating,2222,20,1,1,1,0.4375,0.25,0.0,20,4,3,5380,1
primary,prose_summary,alternating,2222,20,5,1,5,0.54166667,0.41666667,0.5,11,4,2,5324,0
primary,receipt_ancestry,alternating,2222,20,6,1,6,0.83333333,0.83333333,0.66666667,6,3,3,5718,1
primary,fresh_ground_truth,randomized,2222,20,21,0,,1.0,1.0,1.0,0,0,0,5840,0
primary,persistent_history,randomized,2222,20,7,1,7,0.5,0.16666667,0.0,14,4,3,5394,1
primary,prose_summary,randomized,2222,20,2,1,2,0.375,0.75,0.83333333,19,4,2,5324,1
primary,receipt_ancestry,randomized,2222,20,6,1,6,0.8125,0.66666667,0.66666667,8,3,3,5706,1
primary,fresh_ground_truth,low_to_high,2323,20,21,0,,1.0,1.0,1.0,0,0,0,5800,0
primary,persistent_history,low_to_high,2323,20,5,1,5,0.5625,0.25,0.16666667,10,4,2,5215,1
primary,prose_summary,low_to_high,2323,20,2,1,2,0.5,0.75,0.33333333,17,4,1,5284,1
primary,receipt_ancestry,low_to_high,2323,20,2,1,2,0.72916667,0.83333333,0.83333333,7,4,4,5665,1
primary,fresh_ground_truth,high_to_low,2323,20,2,1,2,1.0,1.0,1.0,1,0,0,5800,1
primary,persistent_history,high_to_low,2323,20,5,1,5,0.5625,0.25,0.0,16,4,2,5390,1
primary,prose_summary,high_to_low,2323,20,3,1,3,0.41666667,0.5,0.66666667,17,4,1,5284,0
primary,receipt_ancestry,high_to_low,2323,20,10,1,10,0.8125,0.41666667,0.5,4,2,2,5688,1
primary,fresh_ground_truth,alternating,2323,20,5,1,5,0.97916667,1.0,1.0,1,1,1,5800,1
primary,persistent_history,alternating,2323,20,5,1,5,0.625,0.33333333,0.33333333,9,4,2,5320,1
primary,prose_summary,alternating,2323,20,3,1,3,0.52083333,0.58333333,0.66666667,18,4,1,5284,1
primary,receipt_ancestry,alternating,2323,20,4,1,4,0.6875,0.66666667,0.83333333,7,4,4,5678,1
primary,fresh_ground_truth,randomized,2323,20,21,0,,1.0,1.0,1.0,0,0,0,5800,0
primary,persistent_history,randomized,2323,20,8,1,8,0.625,0.25,0.0,13,3,2,5369,1
primary,prose_summary,randomized,2323,20,3,1,3,0.41666667,0.66666667,0.5,17,4,1,5284,1
primary,receipt_ancestry,randomized,2323,20,7,1,7,0.72916667,0.5,0.66666667,10,3,3,5674,1
primary,fresh_ground_truth,low_to_high,2424,20,14,1,14,1.0,1.0,1.0,1,0,0,5800,1
primary,persistent_history,low_to_high,2424,20,14,1,14,0.79166667,0.41666667,0.33333333,7,2,1,5205,0
primary,prose_summary,low_to_high,2424,20,5,1,5,0.5625,0.5,0.5,14,4,4,5284,1
primary,receipt_ancestry,low_to_high,2424,20,9,1,9,0.70833333,0.41666667,0.66666667,7,3,3,5642,1
primary,fresh_ground_truth,high_to_low,2424,20,21,0,,1.0,1.0,1.0,0,0,0,5800,0
primary,persistent_history,high_to_low,2424,20,2,1,2,0.70833333,0.25,0.16666667,16,3,1,5390,1
primary,prose_summary,high_to_low,2424,20,4,1,4,0.60416667,0.83333333,0.66666667,12,4,4,5284,0
primary,receipt_ancestry,high_to_low,2424,20,4,1,4,0.77083333,0.75,1.0,5,4,4,5695,1
primary,fresh_ground_truth,alternating,2424,20,21,0,,1.0,1.0,1.0,0,0,0,5800,0
primary,persistent_history,alternating,2424,20,5,1,5,0.70833333,0.5,0.33333333,9,3,2,5340,1
primary,prose_summary,alternating,2424,20,5,1,5,0.58333333,0.5,0.5,12,4,4,5284,0
primary,receipt_ancestry,alternating,2424,20,13,1,13,0.85416667,0.66666667,0.83333333,4,2,2,5671,0
primary,fresh_ground_truth,randomized,2424,20,21,0,,1.0,1.0,1.0,0,0,0,5800,0
primary,persistent_history,randomized,2424,20,2,1,2,0.52083333,0.25,0.16666667,15,4,2,5362,1
primary,prose_summary,randomized,2424,20,2,1,2,0.66666667,0.58333333,0.66666667,12,4,4,5284,1
primary,receipt_ancestry,randomized,2424,20,5,1,5,0.79166667,0.66666667,0.83333333,4,4,4,5695,1
primary,fresh_ground_truth,low_to_high,2525,20,21,0,,1.0,1.0,1.0,0,0,0,5800,0
primary,persistent_history,low_to_high,2525,20,11,1,11,0.70833333,0.33333333,0.16666667,8,2,0,5215,1
primary,prose_summary,low_to_high,2525,20,5,1,5,0.33333333,0.16666667,0.16666667,13,4,1,5284,1
primary,receipt_ancestry,low_to_high,2525,20,14,1,14,0.875,0.83333333,1.0,2,3,3,5651,1
primary,fresh_ground_truth,high_to_low,2525,20,21,0,,1.0,1.0,1.0,0,0,0,5800,0
primary,persistent_history,high_to_low,2525,20,2,1,2,0.60416667,0.41666667,0.16666667,18,4,0,5404,1
primary,prose_summary,high_to_low,2525,20,1,1,1,0.41666667,0.41666667,0.16666667,20,4,1,5284,0
primary,receipt_ancestry,high_to_low,2525,20,20,1,20,0.83333333,0.41666667,0.66666667,0,2,2,5688,1
primary,fresh_ground_truth,alternating,2525,20,21,0,,1.0,1.0,1.0,0,0,0,5800,0
primary,persistent_history,alternating,2525,20,11,1,11,0.72916667,0.33333333,0.33333333,10,4,0,5320,1
primary,prose_summary,alternating,2525,20,1,1,1,0.22916667,0.08333333,0.16666667,20,4,1,5284,0
primary,receipt_ancestry,alternating,2525,20,10,1,10,0.75,0.83333333,1.0,3,4,4,5671,1
primary,fresh_ground_truth,randomized,2525,20,21,0,,1.0,1.0,1.0,0,0,0,5800,0
primary,persistent_history,randomized,2525,20,5,1,5,0.58333333,0.41666667,0.33333333,12,4,0,5374,1
primary,prose_summary,randomized,2525,20,5,1,5,0.27083333,0.08333333,0.0,16,4,1,5284,1
primary,receipt_ancestry,randomized,2525,20,5,1,5,0.75,0.5,0.83333333,3,3,3,5671,1
primary,fresh_ground_truth,low_to_high,2626,20,10,1,10,0.95833333,1.0,1.0,2,1,1,5820,1
primary,persistent_history,low_to_high,2626,20,5,1,5,0.5625,0.33333333,0.16666667,9,4,3,5275,1
primary,prose_summary,low_to_high,2626,20,5,1,5,0.625,0.41666667,0.33333333,9,4,2,5304,1
primary,receipt_ancestry,low_to_high,2626,20,5,1,5,0.72916667,0.58333333,0.66666667,7,4,3,5671,1
primary,fresh_ground_truth,high_to_low,2626,20,10,1,10,0.95833333,1.0,1.0,0,1,1,5820,1
primary,persistent_history,high_to_low,2626,20,5,1,5,0.60416667,0.58333333,0.33333333,16,4,2,5464,1
primary,prose_summary,high_to_low,2626,20,4,1,4,0.5625,0.58333333,0.66666667,16,4,2,5304,0
primary,receipt_ancestry,high_to_low,2626,20,1,1,1,0.58333333,0.83333333,0.83333333,11,4,3,5715,1
primary,fresh_ground_truth,alternating,2626,20,16,1,16,1.0,1.0,1.0,2,0,0,5820,1
primary,persistent_history,alternating,2626,20,6,1,6,0.58333333,0.33333333,0.16666667,15,4,3,5390,1
primary,prose_summary,alternating,2626,20,3,1,3,0.60416667,0.5,0.5,15,4,2,5304,1
primary,receipt_ancestry,alternating,2626,20,1,1,1,0.72916667,0.58333333,0.66666667,10,4,3,5705,1
primary,fresh_ground_truth,randomized,2626,20,5,1,5,0.95833333,1.0,1.0,1,1,1,5820,1
primary,persistent_history,randomized,2626,20,5,1,5,0.5625,0.33333333,0.16666667,13,4,3,5395,1
primary,prose_summary,randomized,2626,20,2,1,2,0.625,0.58333333,0.33333333,12,4,2,5304,0
primary,receipt_ancestry,randomized,2626,20,2,1,2,0.6875,0.75,0.83333333,12,4,3,5695,1
