condition,policy,seed,cycle,tip_id,tip_depth,receipt_used,success,recovery_cost,failure_reason
uniform_null,random_repair,5114,48,un-5114-034,5,1,1,6,
uniform_null,oldest_first,5114,8,un-5114-008,3,1,1,4,
uniform_null,oldest_first,5114,16,un-5114-014,4,1,1,5,
uniform_null,oldest_first,5114,24,un-5114-023,5,1,1,6,
uniform_null,oldest_first,5114,32,un-5114-023,5,1,1,6,
uniform_null,oldest_first,5114,40,un-5114-040,5,1,1,6,
uniform_null,oldest_first,5114,48,un-5114-047,5,1,1,6,
uniform_null,tip_targeted,5114,8,un-5114-008,3,1,1,4,
uniform_null,tip_targeted,5114,16,un-5114-014,3,1,1,4,
uniform_null,tip_targeted,5114,24,un-5114-022,4,1,1,5,
uniform_null,tip_targeted,5114,32,un-5114-029,4,1,1,5,
uniform_null,tip_targeted,5114,40,un-5114-038,4,1,1,5,
uniform_null,tip_targeted,5114,48,un-5114-048,6,1,1,7,
least_capture_balancer,no_intervention,5114,8,le-5114-008,3,0,1,4,
least_capture_balancer,no_intervention,5114,16,le-5114-015,7,0,1,8,
least_capture_balancer,no_intervention,5114,24,le-5114-015,7,0,0,1,visible_parent_lost
least_capture_balancer,no_intervention,5114,32,le-5114-015,7,0,0,1,visible_parent_lost
least_capture_balancer,no_intervention,5114,40,le-5114-015,7,0,0,1,visible_parent_lost
least_capture_balancer,no_intervention,5114,48,le-5114-015,7,0,0,1,visible_parent_lost
least_capture_balancer,logging_only,5114,8,le-5114-008,3,1,1,4,
least_capture_balancer,logging_only,5114,16,le-5114-015,7,1,1,8,
least_capture_balancer,logging_only,5114,24,le-5114-015,7,1,1,8,
least_capture_balancer,logging_only,5114,32,le-5114-015,7,1,1,8,
least_capture_balancer,logging_only,5114,40,le-5114-015,7,1,0,2,receipt_reference_unavailable
least_capture_balancer,logging_only,5114,48,le-5114-015,7,1,1,8,
least_capture_balancer,random_repair,5114,8,le-5114-008,6,1,1,7,
least_capture_balancer,random_repair,5114,16,le-5114-015,13,1,0,13,recovery_budget_exhausted
least_capture_balancer,random_repair,5114,24,le-5114-015,13,1,0,2,receipt_reference_unavailable
least_capture_balancer,random_repair,5114,32,le-5114-015,13,1,0,13,recovery_budget_exhausted
least_capture_balancer,random_repair,5114,40,le-5114-015,13,1,0,1,receipt_reference_unavailable
least_capture_balancer,random_repair,5114,48,le-5114-015,13,1,0,5,receipt_reference_unavailable
least_capture_balancer,oldest_first,5114,8,le-5114-008,3,1,1,4,
least_capture_balancer,oldest_first,5114,16,le-5114-014,8,1,1,9,
least_capture_balancer,oldest_first,5114,24,le-5114-014,8,1,1,9,
least_capture_balancer,oldest_first,5114,32,le-5114-014,8,1,0,8,receipt_reference_unavailable
least_capture_balancer,oldest_first,5114,40,le-5114-014,8,1,0,2,receipt_reference_unavailable
least_capture_balancer,oldest_first,5114,48,le-5114-014,8,1,0,5,receipt_reference_unavailable
least_capture_balancer,tip_targeted,5114,8,le-5114-007,5,1,0,4,receipt_reference_unavailable
least_capture_balancer,tip_targeted,5114,16,le-5114-007,5,1,1,6,
least_capture_balancer,tip_targeted,5114,24,le-5114-007,5,1,0,1,receipt_reference_unavailable
least_capture_balancer,tip_targeted,5114,32,le-5114-007,5,1,0,1,receipt_reference_unavailable
least_capture_balancer,tip_targeted,5114,40,le-5114-006,4,1,1,5,
least_capture_balancer,tip_targeted,5114,48,le-5114-041,5,1,0,1,receipt_reference_unavailable
diffusive_first_contact,no_intervention,5114,8,di-5114-008,3,0,1,4,
diffusive_first_contact,no_intervention,5114,16,di-5114-011,4,0,0,4,visible_parent_lost
diffusive_first_contact,no_intervention,5114,24,di-5114-011,4,0,0,4,visible_parent_lost
diffusive_first_contact,no_intervention,5114,32,di-5114-011,4,0,0,1,visible_parent_lost
diffusive_first_contact,no_intervention,5114,40,di-5114-011,4,0,0,1,visible_parent_lost
diffusive_first_contact,no_intervention,5114,48,di-5114-046,4,0,1,5,
diffusive_first_contact,logging_only,5114,8,di-5114-008,3,1,0,2,receipt_reference_unavailable
diffusive_first_contact,logging_only,5114,16,di-5114-011,4,1,1,5,
diffusive_first_contact,logging_only,5114,24,di-5114-011,4,1,0,3,receipt_reference_unavailable
diffusive_first_contact,logging_only,5114,32,di-5114-011,4,1,1,5,
diffusive_first_contact,logging_only,5114,40,di-5114-011,4,1,1,5,
diffusive_first_contact,logging_only,5114,48,di-5114-046,4,1,1,5,
diffusive_first_contact,random_repair,5114,8,di-5114-008,3,1,0,2,receipt_reference_unavailable
diffusive_first_contact,random_repair,5114,16,di-5114-011,4,1,1,5,
diffusive_first_contact,random_repair,5114,24,di-5114-011,4,1,0,1,receipt_reference_unavailable
diffusive_first_contact,random_repair,5114,32,di-5114-011,4,1,0,2,receipt_reference_unavailable
diffusive_first_contact,random_repair,5114,40,di-5114-037,4,1,1,5,
diffusive_first_contact,random_repair,5114,48,di-5114-048,5,1,1,6,
diffusive_first_contact,oldest_first,5114,8,di-5114-008,3,1,1,4,
diffusive_first_contact,oldest_first,5114,16,di-5114-014,4,1,1,5,
diffusive_first_contact,oldest_first,5114,24,di-5114-014,4,1,1,5,
diffusive_first_contact,oldest_first,5114,32,di-5114-014,4,1,1,5,
diffusive_first_contact,oldest_first,5114,40,di-5114-014,4,1,1,5,
diffusive_first_contact,oldest_first,5114,48,di-5114-048,5,1,1,6,
diffusive_first_contact,tip_targeted,5114,8,di-5114-007,2,1,1,3,
diffusive_first_contact,tip_targeted,5114,16,di-5114-012,4,1,1,5,
diffusive_first_contact,tip_targeted,5114,24,di-5114-021,5,1,1,6,
diffusive_first_contact,tip_targeted,5114,32,di-5114-026,6,1,0,4,receipt_reference_unavailable
diffusive_first_contact,tip_targeted,5114,40,di-5114-037,8,1,1,9,
diffusive_first_contact,tip_targeted,5114,48,di-5114-048,9,1,1,10,
uniform_null,no_intervention,5115,8,un-5115-007,3,0,1,4,
uniform_null,no_intervention,5115,16,un-5115-011,4,0,1,5,
uniform_null,no_intervention,5115,24,un-5115-021,5,0,0,4,visible_parent_lost
uniform_null,no_intervention,5115,32,un-5115-021,5,0,0,4,visible_parent_lost
uniform_null,no_intervention,5115,40,un-5115-021,5,0,0,2,visible_parent_lost
uniform_null,no_intervention,5115,48,un-5115-044,5,0,0,2,visible_parent_lost
uniform_null,logging_only,5115,8,un-5115-007,3,1,1,4,
uniform_null,logging_only,5115,16,un-5115-011,4,1,1,5,
uniform_null,logging_only,5115,24,un-5115-021,5,1,1,6,
uniform_null,logging_only,5115,32,un-5115-021,5,1,0,3,receipt_reference_unavailable
uniform_null,logging_only,5115,40,un-5115-021,5,1,1,6,
uniform_null,logging_only,5115,48,un-5115-044,5,1,0,5,receipt_reference_unavailable
uniform_null,random_repair,5115,8,un-5115-007,3,1,0,3,receipt_reference_unavailable
uniform_null,random_repair,5115,16,un-5115-016,4,1,1,5,
uniform_null,random_repair,5115,24,un-5115-016,4,1,1,5,
uniform_null,random_repair,5115,32,un-5115-016,4,1,1,5,
uniform_null,random_repair,5115,40,un-5115-016,4,1,1,5,
uniform_null,random_repair,5115,48,un-5115-047,5,1,1,6,
uniform_null,oldest_first,5115,8,un-5115-007,3,1,1,4,
uniform_null,oldest_first,5115,16,un-5115-016,4,1,1,5,
uniform_null,oldest_first,5115,24,un-5115-023,4,1,1,5,
uniform_null,oldest_first,5115,32,un-5115-032,4,1,1,5,
uniform_null,oldest_first,5115,40,un-5115-038,5,1,1,6,
uniform_null,oldest_first,5115,48,un-5115-043,6,1,1,7,
uniform_null,tip_targeted,5115,8,un-5115-007,3,1,1,4,
uniform_null,tip_targeted,5115,16,un-5115-011,4,1,1,5,
uniform_null,tip_targeted,5115,24,un-5115-018,5,1,1,6,
uniform_null,tip_targeted,5115,32,un-5115-018,5,1,1,6,
uniform_null,tip_targeted,5115,40,un-5115-018,5,1,0,2,receipt_reference_unavailable
uniform_null,tip_targeted,5115,48,un-5115-018,5,1,1,6,
least_capture_balancer,no_intervention,5115,8,le-5115-007,6,0,0,3,visible_parent_lost
least_capture_balancer,no_intervention,5115,16,le-5115-007,6,0,0,1,visible_parent_lost
least_capture_balancer,no_intervention,5115,24,le-5115-024,7,0,0,2,visible_parent_lost
least_capture_balancer,no_intervention,5115,32,le-5115-032,10,0,0,4,visible_parent_lost
least_capture_balancer,no_intervention,5115,40,le-5115-032,10,0,0,1,visible_parent_lost
least_capture_balancer,no_intervention,5115,48,le-5115-032,10,0,0,1,visible_parent_lost
least_capture_balancer,logging_only,5115,8,le-5115-007,6,1,0,5,receipt_reference_unavailable
least_capture_balancer,logging_only,5115,16,le-5115-007,6,1,1,7,
least_capture_balancer,logging_only,5115,24,le-5115-024,7,1,0,3,receipt_reference_unavailable
least_capture_balancer,logging_only,5115,32,le-5115-032,10,1,1,11,
least_capture_balancer,logging_only,5115,40,le-5115-032,10,1,0,1,receipt_reference_unavailable
least_capture_balancer,logging_only,5115,48,le-5115-032,10,1,1,11,
least_capture_balancer,random_repair,5115,8,le-5115-007,6,1,0,1,receipt_reference_unavailable
least_capture_balancer,random_repair,5115,16,le-5115-007,6,1,1,7,
least_capture_balancer,random_repair,5115,24,le-5115-024,9,1,0,7,receipt_reference_unavailable
least_capture_balancer,random_repair,5115,32,le-5115-030,11,1,0,1,receipt_reference_unavailable
least_capture_balancer,random_repair,5115,40,le-5115-030,11,1,0,3,receipt_reference_unavailable
least_capture_balancer,random_repair,5115,48,le-5115-030,11,1,0,6,receipt_reference_unavailable
least_capture_balancer,oldest_first,5115,8,le-5115-007,6,1,1,7,
least_capture_balancer,oldest_first,5115,16,le-5115-007,6,1,0,2,receipt_reference_unavailable
least_capture_balancer,oldest_first,5115,24,le-5115-024,9,1,1,10,
least_capture_balancer,oldest_first,5115,32,le-5115-030,12,1,0,2,receipt_reference_unavailable
least_capture_balancer,oldest_first,5115,40,le-5115-030,12,1,0,13,recovery_budget_exhausted
least_capture_balancer,oldest_first,5115,48,le-5115-030,12,1,0,13,recovery_budget_exhausted
least_capture_balancer,tip_targeted,5115,8,le-5115-007,3,1,1,4,
least_capture_balancer,tip_targeted,5115,16,le-5115-010,5,1,0,1,receipt_reference_unavailable
least_capture_balancer,tip_targeted,5115,24,le-5115-022,8,1,1,9,
least_capture_balancer,tip_targeted,5115,32,le-5115-032,12,1,0,13,recovery_budget_exhausted
least_capture_balancer,tip_targeted,5115,40,le-5115-032,12,1,0,13,recovery_budget_exhausted
least_capture_balancer,tip_targeted,5115,48,le-5115-032,12,1,0,1,receipt_reference_unavailable
diffusive_first_contact,no_intervention,5115,8,di-5115-005,3,0,1,4,
diffusive_first_contact,no_intervention,5115,16,di-5115-015,4,0,1,5,
diffusive_first_contact,no_intervention,5115,24,di-5115-024,4,0,0,2,visible_parent_lost
diffusive_first_contact,no_intervention,5115,32,di-5115-032,5,0,0,2,visible_parent_lost
diffusive_first_contact,no_intervention,5115,40,di-5115-038,6,0,0,3,visible_parent_lost
diffusive_first_contact,no_intervention,5115,48,di-5115-038,6,0,0,2,visible_parent_lost
diffusive_first_contact,logging_only,5115,8,di-5115-005,3,1,1,4,
diffusive_first_contact,logging_only,5115,16,di-5115-015,4,1,1,5,
diffusive_first_contact,logging_only,5115,24,di-5115-024,4,1,1,5,
diffusive_first_contact,logging_only,5115,32,di-5115-032,5,1,1,6,
diffusive_first_contact,logging_only,5115,40,di-5115-038,6,1,1,7,
diffusive_first_contact,logging_only,5115,48,di-5115-038,6,1,0,3,receipt_reference_unavailable
diffusive_first_contact,random_repair,5115,8,di-5115-005,3,1,0,1,receipt_reference_unavailable
diffusive_first_contact,random_repair,5115,16,di-5115-014,4,1,1,5,
diffusive_first_contact,random_repair,5115,24,di-5115-018,6,1,0,2,receipt_reference_unavailable
diffusive_first_contact,random_repair,5115,32,di-5115-030,8,1,0,4,receipt_reference_unavailable
diffusive_first_contact,random_repair,5115,40,di-5115-030,8,1,1,9,
diffusive_first_contact,random_repair,5115,48,di-5115-043,8,1,0,2,receipt_reference_unavailable
diffusive_first_contact,oldest_first,5115,8,di-5115-007,3,1,1,4,
diffusive_first_contact,oldest_first,5115,16,di-5115-016,4,1,0,3,receipt_reference_unavailable
diffusive_first_contact,oldest_first,5115,24,di-5115-024,6,1,0,3,receipt_reference_unavailable
diffusive_first_contact,oldest_first,5115,32,di-5115-032,7,1,0,2,receipt_reference_unavailable
diffusive_first_contact,oldest_first,5115,40,di-5115-038,7,1,1,8,
diffusive_first_contact,oldest_first,5115,48,di-5115-038,7,1,1,8,
diffusive_first_contact,tip_targeted,5115,8,di-5115-007,2,1,1,3,
diffusive_first_contact,tip_targeted,5115,16,di-5115-012,5,1,0,2,receipt_reference_unavailable
diffusive_first_contact,tip_targeted,5115,24,di-5115-022,6,1,1,7,
diffusive_first_contact,tip_targeted,5115,32,di-5115-031,7,1,1,8,
diffusive_first_contact,tip_targeted,5115,40,di-5115-031,7,1,0,7,receipt_reference_unavailable
diffusive_first_contact,tip_targeted,5115,48,di-5115-044,7,1,0,1,receipt_reference_unavailable
uniform_null,no_intervention,5116,8,un-5116-008,3,0,1,4,
uniform_null,no_intervention,5116,16,un-5116-015,4,0,1,5,
uniform_null,no_intervention,5116,24,un-5116-022,4,0,0,2,visible_parent_lost
uniform_null,no_intervention,5116,32,un-5116-029,6,0,0,1,visible_parent_lost
uniform_null,no_intervention,5116,40,un-5116-033,7,0,0,2,visible_parent_lost
uniform_null,no_intervention,5116,48,un-5116-048,8,0,0,3,visible_parent_lost
uniform_null,logging_only,5116,8,un-5116-008,3,1,0,3,receipt_reference_unavailable
uniform_null,logging_only,5116,16,un-5116-015,4,1,1,5,
uniform_null,logging_only,5116,24,un-5116-022,4,1,0,1,receipt_reference_unavailable
uniform_null,logging_only,5116,32,un-5116-029,6,1,0,5,receipt_reference_unavailable
uniform_null,logging_only,5116,40,un-5116-033,7,1,1,8,
uniform_null,logging_only,5116,48,un-5116-048,8,1,1,9,
uniform_null,random_repair,5116,8,un-5116-008,3,1,1,4,
uniform_null,random_repair,5116,16,un-5116-016,4,1,1,5,
uniform_null,random_repair,5116,24,un-5116-022,5,1,0,4,receipt_reference_unavailable
uniform_null,random_repair,5116,32,un-5116-030,5,1,0,5,receipt_reference_unavailable
uniform_null,random_repair,5116,40,un-5116-037,7,1,0,5,receipt_reference_unavailable
uniform_null,random_repair,5116,48,un-5116-048,7,1,0,7,receipt_reference_unavailable
uniform_null,oldest_first,5116,8,un-5116-008,3,1,0,1,receipt_reference_unavailable
uniform_null,oldest_first,5116,16,un-5116-016,4,1,1,5,
uniform_null,oldest_first,5116,24,un-5116-022,4,1,1,5,
uniform_null,oldest_first,5116,32,un-5116-029,5,1,0,4,receipt_reference_unavailable
uniform_null,oldest_first,5116,40,un-5116-040,5,1,1,6,
uniform_null,oldest_first,5116,48,un-5116-041,6,1,1,7,
uniform_null,tip_targeted,5116,8,un-5116-008,3,1,1,4,
uniform_null,tip_targeted,5116,16,un-5116-015,4,1,1,5,
uniform_null,tip_targeted,5116,24,un-5116-019,4,1,1,5,
uniform_null,tip_targeted,5116,32,un-5116-032,5,1,1,6,
uniform_null,tip_targeted,5116,40,un-5116-039,5,1,1,6,
uniform_null,tip_targeted,5116,48,un-5116-048,5,1,1,6,
least_capture_balancer,no_intervention,5116,8,le-5116-008,3,0,1,4,
least_capture_balancer,no_intervention,5116,16,le-5116-010,4,0,0,1,visible_parent_lost
least_capture_balancer,no_intervention,5116,24,le-5116-010,4,0,0,1,visible_parent_lost
least_capture_balancer,no_intervention,5116,32,le-5116-032,4,0,0,4,visible_parent_lost
least_capture_balancer,no_intervention,5116,40,le-5116-037,5,0,0,2,visible_parent_lost
least_capture_balancer,no_intervention,5116,48,le-5116-037,5,0,0,2,visible_parent_lost
least_capture_balancer,logging_only,5116,8,le-5116-008,3,1,0,1,receipt_reference_unavailable
least_capture_balancer,logging_only,5116,16,le-5116-010,4,1,1,5,
least_capture_balancer,logging_only,5116,24,le-5116-010,4,1,1,5,
least_capture_balancer,logging_only,5116,32,le-5116-032,4,1,1,5,
least_capture_balancer,logging_only,5116,40,le-5116-037,5,1,1,6,
least_capture_balancer,logging_only,5116,48,le-5116-037,5,1,0,4,receipt_reference_unavailable
least_capture_balancer,random_repair,5116,8,le-5116-008,3,1,0,1,receipt_reference_unavailable
least_capture_balancer,random_repair,5116,16,le-5116-010,4,1,1,5,
least_capture_balancer,random_repair,5116,24,le-5116-020,5,1,1,6,
least_capture_balancer,random_repair,5116,32,le-5116-020,5,1,1,6,
least_capture_balancer,random_repair,5116,40,le-5116-034,6,1,1,7,
least_capture_balancer,random_repair,5116,48,le-5116-034,6,1,1,7,
least_capture_balancer,oldest_first,5116,8,le-5116-008,3,1,1,4,
least_capture_balancer,oldest_first,5116,16,le-5116-010,5,1,1,6,
least_capture_balancer,oldest_first,5116,24,le-5116-024,5,1,1,6,
least_capture_balancer,oldest_first,5116,32,le-5116-024,5,1,0,5,receipt_reference_unavailable
least_capture_balancer,oldest_first,5116,40,le-5116-033,6,1,0,5,receipt_reference_unavailable
least_capture_balancer,oldest_first,5116,48,le-5116-033,6,1,1,7,
least_capture_balancer,tip_targeted,5116,8,le-5116-008,3,1,1,4,
least_capture_balancer,tip_targeted,5116,16,le-5116-010,3,1,1,4,
least_capture_balancer,tip_targeted,5116,24,le-5116-019,3,1,1,4,
least_capture_balancer,tip_targeted,5116,32,le-5116-031,4,1,1,5,
least_capture_balancer,tip_targeted,5116,40,le-5116-034,5,1,1,6,
least_capture_balancer,tip_targeted,5116,48,le-5116-034,5,1,0,2,receipt_reference_unavailable
diffusive_first_contact,no_intervention,5116,8,di-5116-008,2,0,1,3,
diffusive_first_contact,no_intervention,5116,16,di-5116-015,4,0,1,5,
diffusive_first_contact,no_intervention,5116,24,di-5116-017,5,0,0,2,visible_parent_lost
diffusive_first_contact,no_intervention,5116,32,di-5116-017,5,0,0,2,visible_parent_lost
diffusive_first_contact,no_intervention,5116,40,di-5116-017,5,0,0,1,visible_parent_lost
diffusive_first_contact,no_intervention,5116,48,di-5116-044,6,0,0,1,visible_parent_lost
diffusive_first_contact,logging_only,5116,8,di-5116-008,2,1,1,3,
diffusive_first_contact,logging_only,5116,16,di-5116-015,4,1,0,1,receipt_reference_unavailable
diffusive_first_contact,logging_only,5116,24,di-5116-017,5,1,1,6,
diffusive_first_contact,logging_only,5116,32,di-5116-017,5,1,0,4,receipt_reference_unavailable
diffusive_first_contact,logging_only,5116,40,di-5116-017,5,1,0,2,receipt_reference_unavailable
diffusive_first_contact,logging_only,5116,48,di-5116-044,6,1,1,7,
diffusive_first_contact,random_repair,5116,8,di-5116-008,2,1,1,3,
diffusive_first_contact,random_repair,5116,16,di-5116-010,3,1,1,4,
diffusive_first_contact,random_repair,5116,24,di-5116-022,4,1,1,5,
diffusive_first_contact,random_repair,5116,32,di-5116-025,4,1,0,1,receipt_reference_unavailable
diffusive_first_contact,random_repair,5116,40,di-5116-036,5,1,0,1,receipt_reference_unavailable
diffusive_first_contact,random_repair,5116,48,di-5116-036,5,1,0,5,receipt_reference_unavailable
diffusive_first_contact,oldest_first,5116,8,di-5116-008,2,1,1,3,
diffusive_first_contact,oldest_first,5116,16,di-5116-010,4,1,1,5,
diffusive_first_contact,oldest_first,5116,24,di-5116-022,5,1,1,6,
diffusive_first_contact,oldest_first,5116,32,di-5116-022,5,1,1,6,
diffusive_first_contact,oldest_first,5116,40,di-5116-036,5,1,1,6,
diffusive_first_contact,oldest_first,5116,48,di-5116-047,6,1,1,7,
diffusive_first_contact,tip_targeted,5116,8,di-5116-007,5,1,1,6,
diffusive_first_contact,tip_targeted,5116,16,di-5116-009,6,1,1,7,
diffusive_first_contact,tip_targeted,5116,24,di-5116-022,7,1,0,5,receipt_reference_unavailable
diffusive_first_contact,tip_targeted,5116,32,di-5116-022,7,1,1,8,
diffusive_first_contact,tip_targeted,5116,40,di-5116-022,7,1,0,2,receipt_reference_unavailable
diffusive_first_contact,tip_targeted,5116,48,di-5116-047,8,1,1,9,
uniform_null,no_intervention,5117,8,un-5117-008,2,0,1,3,
uniform_null,no_intervention,5117,16,un-5117-014,4,0,0,4,visible_parent_lost
uniform_null,no_intervention,5117,24,un-5117-022,4,0,0,3,visible_parent_lost
uniform_null,no_intervention,5117,32,un-5117-032,4,0,0,2,visible_parent_lost
uniform_null,no_intervention,5117,40,un-5117-039,5,0,0,3,visible_parent_lost
uniform_null,no_intervention,5117,48,un-5117-047,5,0,0,1,visible_parent_lost
uniform_null,logging_only,5117,8,un-5117-008,2,1,1,3,
uniform_null,logging_only,5117,16,un-5117-014,4,1,1,5,
uniform_null,logging_only,5117,24,un-5117-022,4,1,0,2,receipt_reference_unavailable
uniform_null,logging_only,5117,32,un-5117-032,4,1,0,1,receipt_reference_unavailable
uniform_null,logging_only,5117,40,un-5117-039,5,1,0,1,receipt_reference_unavailable
uniform_null,logging_only,5117,48,un-5117-047,5,1,1,6,
uniform_null,random_repair,5117,8,un-5117-008,3,1,1,4,
uniform_null,random_repair,5117,16,un-5117-014,5,1,0,5,receipt_reference_unavailable
uniform_null,random_repair,5117,24,un-5117-020,5,1,1,6,
uniform_null,random_repair,5117,32,un-5117-032,6,1,1,7,
uniform_null,random_repair,5117,40,un-5117-039,6,1,0,1,receipt_reference_unavailable
uniform_null,random_repair,5117,48,un-5117-039,6,1,1,7,
uniform_null,oldest_first,5117,8,un-5117-008,3,1,1,4,
uniform_null,oldest_first,5117,16,un-5117-011,4,1,1,5,
uniform_null,oldest_first,5117,24,un-5117-022,5,1,1,6,
uniform_null,oldest_first,5117,32,un-5117-032,6,1,1,7,
uniform_null,oldest_first,5117,40,un-5117-036,6,1,1,7,
uniform_null,oldest_first,5117,48,un-5117-036,6,1,0,2,receipt_reference_unavailable
uniform_null,tip_targeted,5117,8,un-5117-008,4,1,1,5,
uniform_null,tip_targeted,5117,16,un-5117-008,4,1,1,5,
uniform_null,tip_targeted,5117,24,un-5117-008,4,1,1,5,
uniform_null,tip_targeted,5117,32,un-5117-029,5,1,0,1,receipt_reference_unavailable
uniform_null,tip_targeted,5117,40,un-5117-039,5,1,1,6,
uniform_null,tip_targeted,5117,48,un-5117-048,6,1,0,2,receipt_reference_unavailable
least_capture_balancer,no_intervention,5117,8,le-5117-008,3,0,0,3,visible_parent_lost
least_capture_balancer,no_intervention,5117,16,le-5117-012,5,0,0,1,visible_parent_lost
least_capture_balancer,no_intervention,5117,24,le-5117-024,7,0,0,4,visible_parent_lost
least_capture_balancer,no_intervention,5117,32,le-5117-032,10,0,0,4,visible_parent_lost
least_capture_balancer,no_intervention,5117,40,le-5117-032,10,0,0,3,visible_parent_lost
least_capture_balancer,no_intervention,5117,48,le-5117-045,11,0,0,1,visible_parent_lost
least_capture_balancer,logging_only,5117,8,le-5117-008,3,1,1,4,
least_capture_balancer,logging_only,5117,16,le-5117-012,5,1,1,6,
least_capture_balancer,logging_only,5117,24,le-5117-024,7,1,1,8,
least_capture_balancer,logging_only,5117,32,le-5117-032,10,1,1,11,
least_capture_balancer,logging_only,5117,40,le-5117-032,10,1,0,4,receipt_reference_unavailable
least_capture_balancer,logging_only,5117,48,le-5117-045,11,1,1,12,
least_capture_balancer,random_repair,5117,8,le-5117-008,3,1,1,4,
least_capture_balancer,random_repair,5117,16,le-5117-012,6,1,1,7,
least_capture_balancer,random_repair,5117,24,le-5117-023,9,1,1,10,
least_capture_balancer,random_repair,5117,32,le-5117-029,11,1,1,12,
least_capture_balancer,random_repair,5117,40,le-5117-040,12,1,0,11,receipt_reference_unavailable
least_capture_balancer,random_repair,5117,48,le-5117-044,13,1,0,7,receipt_reference_unavailable
least_capture_balancer,oldest_first,5117,8,le-5117-008,3,1,0,2,receipt_reference_unavailable
least_capture_balancer,oldest_first,5117,16,le-5117-012,6,1,1,7,
least_capture_balancer,oldest_first,5117,24,le-5117-024,9,1,0,1,receipt_reference_unavailable
least_capture_balancer,oldest_first,5117,32,le-5117-032,11,1,0,7,receipt_reference_unavailable
least_capture_balancer,oldest_first,5117,40,le-5117-040,12,1,0,10,receipt_reference_unavailable
least_capture_balancer,oldest_first,5117,48,le-5117-044,14,1,0,13,recovery_budget_exhausted
least_capture_balancer,tip_targeted,5117,8,le-5117-008,3,1,1,4,
least_capture_balancer,tip_targeted,5117,16,le-5117-012,5,1,0,4,receipt_reference_unavailable
least_capture_balancer,tip_targeted,5117,24,le-5117-024,7,1,1,8,
least_capture_balancer,tip_targeted,5117,32,le-5117-032,7,1,0,7,receipt_reference_unavailable
least_capture_balancer,tip_targeted,5117,40,le-5117-032,7,1,0,7,receipt_reference_unavailable
least_capture_balancer,tip_targeted,5117,48,le-5117-028,6,1,1,7,
diffusive_first_contact,no_intervention,5117,8,di-5117-008,3,0,1,4,
diffusive_first_contact,no_intervention,5117,16,di-5117-015,4,0,0,3,visible_parent_lost
diffusive_first_contact,no_intervention,5117,24,di-5117-024,6,0,0,3,visible_parent_lost
diffusive_first_contact,no_intervention,5117,32,di-5117-028,7,0,0,2,visible_parent_lost
diffusive_first_contact,no_intervention,5117,40,di-5117-040,9,0,0,4,visible_parent_lost
diffusive_first_contact,no_intervention,5117,48,di-5117-041,9,0,0,2,visible_parent_lost
diffusive_first_contact,logging_only,5117,8,di-5117-008,3,1,1,4,
diffusive_first_contact,logging_only,5117,16,di-5117-015,4,1,1,5,
diffusive_first_contact,logging_only,5117,24,di-5117-024,6,1,0,6,receipt_reference_unavailable
diffusive_first_contact,logging_only,5117,32,di-5117-028,7,1,1,8,
diffusive_first_contact,logging_only,5117,40,di-5117-040,9,1,0,6,receipt_reference_unavailable
diffusive_first_contact,logging_only,5117,48,di-5117-041,9,1,0,2,receipt_reference_unavailable
diffusive_first_contact,random_repair,5117,8,di-5117-008,5,1,1,6,
diffusive_first_contact,random_repair,5117,16,di-5117-011,7,1,1,8,
diffusive_first_contact,random_repair,5117,24,di-5117-024,9,1,1,10,
diffusive_first_contact,random_repair,5117,32,di-5117-026,10,1,0,10,receipt_reference_unavailable
diffusive_first_contact,random_repair,5117,40,di-5117-040,12,1,0,13,recovery_budget_exhausted
diffusive_first_contact,random_repair,5117,48,di-5117-040,12,1,0,8,receipt_reference_unavailable
diffusive_first_contact,oldest_first,5117,8,di-5117-008,3,1,1,4,
diffusive_first_contact,oldest_first,5117,16,di-5117-011,4,1,1,5,
diffusive_first_contact,oldest_first,5117,24,di-5117-024,5,1,1,6,
diffusive_first_contact,oldest_first,5117,32,di-5117-026,7,1,0,2,receipt_reference_unavailable
diffusive_first_contact,oldest_first,5117,40,di-5117-034,8,1,0,5,receipt_reference_unavailable
diffusive_first_contact,oldest_first,5117,48,di-5117-041,9,1,1,10,
diffusive_first_contact,tip_targeted,5117,8,di-5117-007,4,1,1,5,
diffusive_first_contact,tip_targeted,5117,16,di-5117-016,7,1,0,1,receipt_reference_unavailable
diffusive_first_contact,tip_targeted,5117,24,di-5117-022,10,1,1,11,
diffusive_first_contact,tip_targeted,5117,32,di-5117-031,13,1,0,3,receipt_reference_unavailable
diffusive_first_contact,tip_targeted,5117,40,di-5117-037,14,1,0,8,receipt_reference_unavailable
diffusive_first_contact,tip_targeted,5117,48,di-5117-037,14,1,0,2,receipt_reference_unavailable
uniform_null,no_intervention,5118,8,un-5118-007,2,0,1,3,
uniform_null,no_intervention,5118,16,un-5118-016,3,0,0,3,visible_parent_lost
uniform_null,no_intervention,5118,24,un-5118-023,3,0,0,3,visible_parent_lost
uniform_null,no_intervention,5118,32,un-5118-032,4,0,0,4,visible_parent_lost
uniform_null,no_intervention,5118,40,un-5118-039,4,0,0,4,visible_parent_lost
uniform_null,no_intervention,5118,48,un-5118-043,5,0,0,2,visible_parent_lost
uniform_null,logging_only,5118,8,un-5118-007,2,1,1,3,
uniform_null,logging_only,5118,16,un-5118-016,3,1,1,4,
